Date,AHT,ALT,ARH,WS,RAINFALL
1-9-1970,34,24.7,76.25,3.9,0
2-9-1970,28.8,22,91,4.6,0
3-9-1970,32.1,21,82.25,2.57,17.4
4-9-1970,33.4,23.4,73,4.83,0
5-9-1970,34.4,23.2,73,0.75,0
6-9-1970,33.8,24.4,75.5,3.67,0
7-9-1970,33.3,25.5,77,3.23,0
8-9-1970,31.4,23.2,80.75,4.77,0
9-9-1970,30.7,23.6,84.25,1.67,5.2
10-9-1970,33.5,22.8,83,4.37,0
11-9-1970,31.6,22.2,88.5,0.33,11
12-9-1970,31.6,23,82,2.5,0.7
13-9-1970,33.2,22.9,73.5,1.6,0
14-9-1970,33.8,23.6,71,3.07,0
15-9-1970,32.6,23.8,74.5,2.63,0
16-9-1970,30.9,22.7,91,2.0,0
17-9-1970,31.8,21.2,83.5,2.0,16.4
18-9-1970,32.4,22.5,79.5,3.37,0
19-9-1970,31.9,23.4,80,4.73,0
20-9-1970,33.7,23.4,79.25,5.33,0
21-9-1970,34,23.8,75.75,6.53,0
22-9-1970,33.8,24,78,2.33,0
23-9-1970,32.6,23.5,87.25,3.9,0
24-9-1970,34.1,22.7,79.5,6.37,0
25-9-1970,32.7,22,85.75,7.57,1
26-9-1970,31.9,21.6,87.5,2.27,37.8
27-9-1970,32.1,23.5,83.25,5.67,6.7
28-9-1970,34,23.9,74.5,5.3,0
29-9-1970,34.6,24.6,73.75,4.03,0
30-9-1970,34.7,24.6,72.75,4.43,0
1-9-1971,28.5,22.2,83,5.37,0.1
2-9-1971,32.9,21.4,76.25,5.9,0
3-9-1971,33.3,23.2,72.5,5.33,0.5
4-9-1971,33.3,23.5,75.5,5.47,0
5-9-1971,34,23.7,69,2.37,0
6-9-1971,34.8,23.3,72.75,2.13,0
7-9-1971,33.7,24.3,79.5,3.77,0
8-9-1971,32.6,23.4,80.5,7.0,2.9
9-9-1971,34,22.8,66.25,3.3,0
10-9-1971,34.4,23.1,68,5.33,0
11-9-1971,34.9,23.7,64,4.27,0
12-9-1971,35.3,22.5,71.5,6.0,0
13-9-1971,34.7,24.1,70.5,3.17,0
14-9-1971,34.1,23.1,67.5,5.43,0
15-9-1971,35.1,24,68,6.1,0
16-9-1971,31.9,24.1,75.5,5.1,0
17-9-1971,33.3,23.3,88,5.5,0
18-9-1971,33.8,23,80,4.03,1.5
19-9-1971,26.8,23.9,91.25,1.67,1.7
20-9-1971,29.6,22.5,88.75,2.1,6.8
21-9-1971,31.5,23.3,83.25,3.1,27
22-9-1971,33.8,23.2,75.5,2.0,0
23-9-1971,34,24.6,71.25,5.57,0
24-9-1971,34.6,24,70,3.65,0
25-9-1971,34.6,24.5,62.25,9.43,0
26-9-1971,33.8,24.2,68.75,4.17,0
27-9-1971,34.5,24.3,73.75,3.93,0
28-9-1971,34.6,23.9,65.5,7.5,0
29-9-1971,33.9,25.6,75.75,4.83,0
30-9-1971,33.8,24.1,70.5,3.0,0
1-9-1972,29.5,23.7,78.75,8.33,0
2-9-1972,31.9,23.2,83.75,3.27,4
3-9-1972,26.8,21.4,90,1.0,27
4-9-1972,31.6,22,78,2.23,14.4
5-9-1972,31.7,22.2,84.75,2.0,0
6-9-1972,33.2,22.9,77.25,2.57,0
7-9-1972,33.1,23.7,75.25,3.57,0
8-9-1972,32.4,23.5,75.5,5.1,0
9-9-1972,33.7,23.4,72.25,4.47,0
10-9-1972,34.4,24,75.5,5.1,0
11-9-1972,33.7,23.1,78.25,8.35,0
12-9-1972,33.8,24.1,73.5,5.1,0.2
13-9-1972,34.6,24.4,69.5,5.9,0
14-9-1972,34.3,25,69.25,7.53,0
15-9-1972,34.7,25.3,71,5.93,0
16-9-1972,34.3,24.5,76,4.33,0.2
17-9-1972,34.8,24.3,67.75,5.83,0
18-9-1972,35,24.6,64.5,6.65,0
19-9-1972,35.4,24.7,64,8.67,0
20-9-1972,34.8,25,68.25,3.33,0
21-9-1972,35,25.3,68.5,8.03,0
22-9-1972,35,24.1,63.75,5.27,0
23-9-1972,34.2,25.2,87,4.23,0
24-9-1972,34.2,23.8,77.75,4.0,2
25-9-1972,35.2,24.8,71,4.23,0
26-9-1972,34.6,25.1,77,7.23,0
27-9-1972,34.5,24.5,73.5,4.17,4
28-9-1972,35.7,24.9,63.75,6.6,0
29-9-1972,32,24.7,78.5,8.33,0.5
30-9-1972,34.3,25.4,72.5,6.67,20.1
1-9-1973,29.7,22.8,84,0.6,18
2-9-1973,32.1,23.1,81.25,2.77,0
3-9-1973,30.4,23.4,85.75,3.83,0
4-9-1973,33.4,23.1,79,2.43,0
5-9-1973,32.8,23.4,84.5,0.5,0
6-9-1973,32.8,23.7,78.5,2.97,0
7-9-1973,31.7,23.4,85.25,4.0,0
8-9-1973,31,23.3,82,2.5,13
9-9-1973,30.8,24.6,88,2.5,0
10-9-1973,30,23,87.5,7.0,9.4
11-9-1973,32.6,23.6,85,2.77,2.1
12-9-1973,33.4,23.1,82.5,1.0,0.5
13-9-1973,33.5,23.6,75.75,3.67,0.6
14-9-1973,32.6,23.7,89.25,2.5,0
15-9-1973,29.7,23.3,81.5,5.17,4.6
16-9-1973,31.9,22.7,90.5,1.0,0
17-9-1973,33,23,81.75,2.83,0.5
18-9-1973,34.2,23.7,73,1.33,0
19-9-1973,29.9,21.5,87.75,3.6,30
20-9-1973,33.3,22.7,80,5.83,2.2
21-9-1973,33.6,23.6,81.5,4.33,0
22-9-1973,30,23.8,86.25,5.0,1
23-9-1973,32.6,22.7,83,3.9,0
24-9-1973,33.2,23.1,77,2.33,4.2
25-9-1973,33,23.8,79.25,4.43,0
26-9-1973,33.3,24,78.25,5.83,0
27-9-1973,34.3,23.8,70,4.23,0
28-9-1973,34.6,24.3,80.75,3.9,0
29-9-1973,33.5,23.7,74.5,8.13,0
30-9-1973,32.8,24.4,86.5,2.83,0
1-9-1974,33.1,24,84.75,1.47,0
2-9-1974,30.6,21.7,85.25,2.67,2.6
3-9-1974,32.1,23.3,82,3.67,0
4-9-1974,29,23.8,87.25,6.67,0
5-9-1974,31.5,23.3,77.25,3.7,0
6-9-1974,32,23.4,83,4.07,0
7-9-1974,27,22.6,87,2.77,7.9
8-9-1974,32.2,22.2,81.75,2.43,0.6
9-9-1974,29.9,20.9,82.5,3.0,24.5
10-9-1974,33.1,22.5,74,5.0,0.4
11-9-1974,33.4,23.8,83.25,5.07,0
12-9-1974,33.2,22.9,74.25,2.67,0
13-9-1974,34.1,23.2,70,5.07,0
14-9-1974,33.6,24.2,74,3.25,0
15-9-1974,32.4,23,82,4.43,0
16-9-1974,31,23.5,79.75,5.87,0
17-9-1974,32.2,23.1,77.75,3.33,0
18-9-1974,33.2,23.5,74.25,4.67,0
19-9-1974,32.2,24,77,3.07,0
20-9-1974,32.6,23.9,74,2.97,0
21-9-1974,33.8,22.9,77.75,2.57,0
22-9-1974,30.5,22.9,88,1.33,0
23-9-1974,29.2,23.9,86,3.9,4.6
24-9-1974,34,23.2,74.5,2.97,1.5
25-9-1974,34,23.2,76.25,2.8,5.4
26-9-1974,32,24.5,75.5,3.4,0
27-9-1974,33.9,23.5,75.25,6.1,0
28-9-1974,34.7,23.7,74.25,3.3,0.3
29-9-1974,31.9,24.3,82.25,6.3,0
30-9-1974,32.2,22.4,83,3.9,20.6
1-9-1975,29.9,23,90.25,0.67,3.6
2-9-1975,32.3,22.9,81.75,3.43,4.8
3-9-1975,30.9,22.4,83.75,1.67,22
4-9-1975,32.8,22.5,78,2.27,0
5-9-1975,30,23.3,87,1.57,0.3
6-9-1975,31.7,22.8,77,3.5,0.4
7-9-1975,32.5,23.2,79,3.9,0
8-9-1975,32.8,23.2,73.75,3.0,0
9-9-1975,33,23.8,73,2.97,0
10-9-1975,33.7,23.8,72,4.1,0
11-9-1975,33.5,24.1,68.25,5.9,0
12-9-1975,33.6,24.4,68.25,7.33,0
13-9-1975,34,23.8,66.75,1.5,0
14-9-1975,33.8,24.4,72.5,4.43,0
15-9-1975,33.7,24.5,67.75,1.97,0
16-9-1975,32.9,24.4,83.75,5.1,0
17-9-1975,29.8,22.5,86,5.27,0
