Year,y,net_0,net_1,net_2,net_3,net_4
2001,213.0,232.64722766411174,219.5347805288317,235.1382651357063,236.70113917236228,290.06090261396963
2002,311.2,230.6836840775453,220.2662684324995,236.82915053162472,236.8015353742832,289.9692162286792
2003,89.9,233.52329872325072,219.30331694923552,239.0070072389039,235.6040549029978,290.33641150506065
2004,140.0,231.8687233039709,219.13955483997864,235.72046568176944,235.9182023510371,289.78593087305245
2005,291.8,231.3602374962337,219.31206616796862,235.13724872953583,236.66389073087177,290.21186755252995
2006,317.4,232.31569877952498,219.7976621178997,239.5434202218089,236.50391632947304,290.80837936019356
2007,325.9,232.54372371462185,219.1223100349766,235.01660723096404,236.80021856329043,289.95205407260227
2008,458.1,232.83605607072866,219.57315279581277,240.03602606677347,236.5626729847306,291.1138519369119
2009,262.4,232.18229567914517,220.47082622264952,239.6787691846885,235.3612063840301,291.3578699075005
2010,290.1,233.22491129119723,219.34494560230948,237.1772453381438,237.58342464468177,290.30013083207666
2011,194.5,231.61981396750366,219.61588040474953,237.92268963865172,237.22082113651132,290.5641290277572
2012,266.2,230.46216154325703,219.4984738395767,237.2602765042624,236.37354316860822,290.7465395074428
2013,101.3,231.9487135228041,218.54637761026657,235.54339043247498,237.4228381685883,289.7401751335129
2014,173.8,230.87503644263768,220.2611230311263,239.44771796146077,236.4751660508187,291.64399766710244
2015,126.4,230.48265570440736,220.45380597836058,239.07246517759125,235.08493680611085,291.44490967774544
