Year,y,net_0,net_1,net_2,net_3,net_4
2001,219.5,296.50923012184086,267.56885347058545,309.25711958099623,304.74095485447634,303.7736299143972
2002,239.9,297.3188021029049,267.92795967109424,311.2916160167133,305.14473191697306,302.95417986381557
2003,340.9,293.77693348949845,268.4625082823272,308.8203904807866,304.970719389301,301.6494004784517
2004,150.6,293.80583110977517,267.92032121638016,310.2792466434331,305.4346348723142,302.6498425949228
2005,331.5,299.13493969963,267.079193904111,308.9864018589197,304.21123053563093,303.03881215433756
2006,346.4,295.08798915961876,267.7356145690242,309.30133888673873,304.82917643113564,302.4382775522378
2007,137.7,297.7679621215386,265.9877807175546,307.30531897777513,303.9730709785848,303.16443367509754
2008,298.8,294.19581530184445,267.16641084984167,308.3715677470697,304.3412975924056,304.56860525839704
2009,457.9,295.93757970250056,267.74991810264515,310.1736782979849,304.5280950123694,300.9473792456838
2010,352.5,297.8034452286831,266.8208149656964,308.0124834890748,303.2950396256663,303.8377193550112
2011,493.3,296.49729942644166,266.9000893086348,308.09429884474855,304.093752756337,304.16071491682277
2012,288.7,296.89928850679314,268.03250072845645,309.18812330977613,304.9118797976727,303.2543454896805
2013,342.1,298.171151819366,267.0136492864485,308.9799310781233,304.2698176489867,303.4497898310432
2014,245.4,295.87545427936993,267.6508023833475,309.84086888734424,305.4961656816257,303.1361126392573
2015,214.0,296.95669224776503,268.65219349507254,312.63931707429396,304.8468914744537,301.1747241796621
