Year,y,net_0,net_1,net_2,net_3,net_4
2001,164.1,118.91539233105708,130.4532139978809,124.24143328504103,131.72689004490312,122.1162451329066
2002,159.1,119.41829755431637,130.9730298931606,124.47882540104739,131.48081279913313,121.92964213361911
2003,110.7,120.32651737351317,131.78125870881775,124.99096090103217,131.58786000511043,123.13018679625998
2004,120.2,119.76469502391932,131.67821351326089,124.9562710343228,131.380737604408,122.68755789200408
2005,53.5,120.21026556008687,132.09347083828834,124.51584058755584,131.24236463990422,123.15551158297976
2006,87.0,119.64544783325927,130.59890213175078,125.2445163596011,131.36551326046808,122.00725957782262
2007,100.2,119.60901217509121,131.4174601177141,124.95543563277437,131.9001992162289,123.04820027813241
2008,202.7,119.22144023969875,130.05930319075924,125.16339405350202,131.91381272260395,121.75894593953987
2009,165.8,120.71370532092901,130.75029842510443,124.25366063074065,131.47403957919784,121.83046390839402
2010,119.1,120.42911210539968,132.66507335182047,124.67683300276688,131.71682895193214,122.65047518807881
2011,121.3,119.37841801686557,130.66006644090766,124.60540530480196,131.16448996516849,123.121976628421
2012,85.4,118.64344161397189,130.17452938380893,124.23552992062302,131.55691909191597,121.77093856066753
2013,32.3,119.61377391138517,130.59665725043925,124.40437475368854,131.53907243365848,122.55936965142797
2014,211.7,119.44366689164443,130.29611485698334,124.23738679734883,131.71188138589716,122.47797952077259
2015,75.8,120.8175677364254,131.89167374262476,124.2293419971152,131.62249310671862,121.9729697078552
