Year,y,net_0,net_1,net_2,net_3,net_4
2001,30.6,71.02720707069443,69.19805721889992,68.27016953626821,66.5255986146799,68.74093520112166
2002,3.4,71.7078986129399,68.53302951291616,67.33152887680615,66.88539471135127,68.76242292317707
2003,93.0,71.60505104394701,70.71915755531022,66.58637605509523,66.54159385557688,69.26480378664596
2004,59.6,72.03500102825433,69.9883967546983,66.79299894686272,67.02843988205403,69.12855360035644
2005,52.4,72.1120486300651,69.43175402697797,66.6298109601118,67.088565049898,68.91721332017228
2006,71.6,71.3716793924073,69.81321621618,67.68084352851531,66.60746132709856,68.95943818718595
2007,122.1,71.88668337799689,70.87133098092441,67.68162621763196,66.83480455468967,69.12471840690503
2008,80.2,70.50085953745442,68.72303168761555,69.26522805710962,66.09948897309573,69.04199568267333
2009,25.1,71.38324174195604,68.84717793894409,68.51377647853633,66.64025409753744,68.4929391789435
2010,100.6,71.68444401962948,70.21210040843982,67.56364051447237,66.6343516042863,69.35798576532028
2011,20.2,70.74949153862033,69.09274764356834,67.56545382901852,66.47658752841846,69.1226730110741
2012,83.0,71.26446338796246,68.70094613965998,67.03511813563635,67.0862763482436,68.88314353591144
2013,167.1,71.30273183968094,70.25603505875613,68.22188004424426,66.79192246691103,69.12481540911828
2014,66.1,71.29033008643756,68.18529252938471,69.00771770425379,66.76931914388464,68.6825909983176
2015,47.3,72.39131879840635,67.97924987558508,68.26645621492325,67.16868703644475,68.56618023243655
