Year,rainfall_03,rainfall_01,rainfall_02,rainfall_09,rainfall_10,rainfall_11,rainfall_12,nino12_01,nino12_02,nino12_09,nino12_10,nino12_11,nino12_12,nino3_01,nino3_02,nino3_09,nino3_10,nino3_11,nino3_12,nino34_01,nino34_02,nino34_09,nino34_10,nino34_11,nino34_12,nino4_01,nino4_02,nino4_09,nino4_10,nino4_11,nino4_12,tsa_01,tsa_02,tsa_09,tsa_10,tsa_11,tsa_12
1950,1.16,0.45,-0.42,-1.07,0.35,-0.67,1.37,-1.33,-2.2,-1.0,-0.77,-1.37,-0.94,-1.83,-1.76,-0.82,-0.53,-0.78,-0.75,-1.61,-1.73,-1.18,-0.85,-0.92,-1.1,-1.41,-1.89,-1.79,-1.61,-1.51,-1.44,0.02,0.23,-1.81,-1.78,-1.42,-2.42
1951,-0.11,-0.11,-1.14,1.44,0.19,-0.49,-0.22,-0.26,-1.19,0.87,0.91,0.73,0.16,-0.65,-0.71,0.96,0.83,0.91,0.6,-1.12,-1.11,0.71,0.47,0.45,0.28,-1.11,-1.37,-0.18,-0.09,0.18,0.13,-2.92,-2.07,0.07,-0.04,-0.3,-0.11
1952,0.08,0.68,1.26,-0.87,-0.62,-0.05,1.8,-0.01,0.11,-0.92,-0.19,-0.48,-0.06,0.41,0.23,-0.49,-0.35,-0.64,-0.33,0.24,0.19,-0.2,-0.12,-0.25,-0.03,0.28,0.08,-0.36,-0.56,-0.21,-0.11,-0.03,-0.21,-0.23,-0.37,-0.07,-0.46
1953,-0.44,-0.75,1.28,-0.87,0.3,-0.08,-0.58,-0.14,0.52,0.45,0.16,0.1,-0.34,0.23,0.62,0.55,0.32,0.16,0.24,0.43,0.65,0.52,0.5,0.32,0.44,0.07,-0.07,0.14,0.22,0.25,0.51,-0.62,-0.86,0.03,-0.04,-0.6,-1.14
1954,-0.07,0.32,-0.11,-0.27,-0.3,0.88,-0.51,-2.03,-1.13,-1.51,-1.59,-1.2,-1.35,0.06,0.04,-1.52,-1.22,-0.94,-1.08,0.47,0.49,-1.43,-1.03,-0.7,-0.84,0.45,0.36,-1.57,-1.54,-0.94,-0.96,-1.39,-1.53,-0.94,-0.56,-0.42,-0.69
1955,0.0,-0.13,0.72,0.11,0.07,0.12,0.71,-0.74,-1.43,-1.08,-1.45,-1.51,-1.35,-0.65,-0.75,-1.53,-2.15,-1.94,-1.69,-0.64,-0.94,-1.28,-2.07,-2.06,-1.68,-0.7,-0.99,-1.07,-1.75,-2.16,-1.6,-1.36,-1.8,-1.47,-0.99,-0.66,-1.54
1956,-0.74,-0.41,-0.59,0.77,0.85,0.13,-0.19,-1.05,-0.96,-0.67,-1.13,-0.88,-1.29,-0.79,-0.55,-0.85,-0.87,-0.95,-0.92,-0.83,-0.7,-0.86,-0.83,-0.83,-0.65,-1.61,-1.54,-1.63,-1.07,-0.7,-0.45,-1.59,-2.05,-0.73,-1.48,-1.33,-1.34
1957,-0.56,1.45,-0.78,-1.08,0.41,-1.02,-0.8,-1.95,0.03,1.18,0.93,0.85,0.69,-0.68,-0.3,0.9,0.77,1.09,1.25,-0.43,-0.21,0.9,0.75,1.04,1.18,-0.23,-0.12,0.51,0.68,0.65,0.75,-1.23,-0.48,-1.27,-1.29,-0.83,-0.51
1958,-0.89,0.96,-0.92,-0.75,-0.39,-0.36,0.66,0.25,0.84,0.13,0.21,-0.05,-0.21,1.41,1.44,-0.2,-0.13,0.12,-0.19,1.71,1.85,-0.07,0.12,0.37,0.23,1.36,1.72,0.29,0.42,0.34,0.59,-0.92,-0.88,-2.21,-1.63,-1.21,-0.16
1959,-0.65,-0.81,-0.53,-0.62,-1.65,0.43,-1.56,-0.7,-0.17,-0.37,-0.05,0.28,-0.12,0.02,0.02,-0.66,-0.34,-0.42,-0.36,0.53,0.62,-0.72,-0.38,-0.43,-0.28,0.64,0.51,-0.26,-0.24,-0.49,-0.43,-0.09,-0.04,-0.43,-0.53,-0.71,-0.69
1960,-0.95,-1.81,-1.11,0.26,1.8,0.75,0.9,-0.01,-0.65,-0.05,-0.39,-0.51,-0.27,-0.17,-0.42,-0.19,-0.66,-0.6,-0.52,-0.2,-0.36,-0.26,-0.38,-0.21,-0.31,-0.73,-0.87,-0.54,-0.28,-0.06,-0.02,-1.11,-1.29,-0.27,-0.43,-0.04,-0.11
1961,-0.86,0.02,0.47,-0.39,0.15,-0.39,1.53,0.22,0.83,-0.94,-0.64,-0.2,-0.34,-0.44,-0.11,-1.31,-1.07,-0.57,-0.44,-0.17,-0.23,-0.9,-0.84,-0.49,-0.42,-0.19,-0.19,-0.6,-0.86,-0.53,-0.43,-0.2,-0.5,0.0,-0.19,-0.24,-0.41
1962,-0.14,1.4,1.08,-1.18,0.19,-0.85,-1.1,-0.23,-0.83,-0.53,-0.72,-0.63,-0.85,-0.34,-0.41,-0.79,-0.67,-0.85,-0.89,-0.37,-0.51,-0.83,-0.59,-0.76,-0.73,-0.6,-0.58,-0.71,-0.66,-0.59,-0.7,-0.42,-0.61,-0.37,-0.04,-0.04,-0.59
1963,-0.84,-0.22,-0.91,-0.52,-0.46,0.75,-0.48,-0.52,-0.56,0.27,0.11,-0.25,-0.35,-0.68,-0.71,0.61,0.59,0.61,0.71,-0.58,-0.47,0.91,0.82,0.74,0.89,-0.68,-0.58,0.83,0.81,0.49,0.32,-0.34,-0.15,1.27,1.25,1.96,1.83
