Year,rainfall_12,rainfall_06,rainfall_07,rainfall_08,rainfall_09,rainfall_10,rainfall_11,nino12_06,nino12_07,nino12_08,nino12_09,nino12_10,nino12_11,nino3_06,nino3_07,nino3_08,nino3_09,nino3_10,nino3_11,nino34_06,nino34_07,nino34_08,nino34_09,nino34_10,nino34_11,nino4_06,nino4_07,nino4_08,nino4_09,nino4_10,nino4_11,tsa_06,tsa_07,tsa_08,tsa_09,tsa_10,tsa_11
1996,-0.98,1.44,-1.18,0.24,0.87,1.16,-0.18,-1.06,-0.73,-0.64,-0.35,-0.38,-0.81,-0.58,-0.38,-0.21,-0.31,-0.35,-0.36,-0.09,-0.13,0.0,-0.24,-0.2,-0.23,-0.13,-0.12,0.16,-0.0,-0.01,0.06,1.89,1.69,0.97,0.34,0.24,0.29
1997,0.44,-2.11,-1.55,1.32,-0.62,-0.84,0.05,2.48,3.01,3.63,4.09,3.88,4.13,2.26,2.78,3.08,3.16,3.16,3.09,2.12,2.49,2.63,2.62,2.51,2.36,1.32,1.67,1.47,1.46,1.22,1.2,-1.74,-0.9,-0.42,0.6,1.99,2.26
1998,-0.4,1.08,0.46,-0.3,0.9,-0.64,-0.3,1.98,1.34,1.15,0.66,0.69,0.06,0.95,0.05,-0.37,-0.74,-0.58,-0.42,-0.04,-1.0,-1.33,-1.19,-1.17,-1.05,-0.29,-0.49,-0.8,-0.73,-1.23,-1.38,1.39,2.22,1.73,1.27,0.52,0.88
1999,-0.31,0.72,-1.0,-0.32,0.56,0.3,0.31,-0.46,-0.06,-0.05,-0.82,-0.68,-1.05,-0.92,-0.76,-0.76,-0.94,-1.06,-1.16,-1.54,-1.31,-1.29,-0.99,-1.02,-1.27,-1.26,-1.32,-1.05,-0.79,-0.75,-1.1,0.99,1.63,1.61,0.7,0.73,0.91
2000,-0.38,-1.32,-0.66,1.98,2.98,-1.06,-0.1,-0.2,-0.18,-0.57,-0.06,-0.11,-0.73,-0.56,-0.6,-0.46,-0.28,-0.31,-0.43,-0.9,-0.69,-0.5,-0.43,-0.62,-0.62,-1.14,-0.58,-0.44,-0.29,-0.42,-0.61,0.31,0.27,0.5,-0.03,0.18,0.14
2001,-0.14,1.02,-0.88,-0.92,0.35,-1.36,-1.49,-0.17,-0.32,-0.58,-0.68,-0.78,-0.5,0.07,0.02,-0.09,-0.43,-0.29,-0.49,0.12,0.31,0.12,0.02,0.03,-0.16,0.54,0.98,0.92,0.98,0.78,0.5,0.69,0.27,0.31,0.27,0.49,0.4
2002,1.03,0.92,-1.47,-0.44,-0.22,1.64,-1.18,0.59,0.07,-0.07,0.27,0.69,1.04,1.18,0.91,0.85,1.07,1.08,1.25,1.57,1.44,1.42,1.42,1.39,1.42,1.95,1.98,1.7,1.41,1.34,1.5,0.62,1.16,-0.1,-0.37,0.3,-0.27
2003,-1.6,-0.06,0.48,1.48,-0.2,-0.26,-0.71,-0.66,-0.5,0.12,-0.17,0.37,0.31,-0.22,0.5,0.49,0.31,0.55,0.76,0.1,0.62,0.54,0.49,0.61,0.52,0.94,1.08,0.98,0.93,1.02,0.93,0.07,0.97,1.42,1.54,1.5,1.55
2004,-1.0,0.13,-0.25,2.01,0.83,-0.76,-2.0,-0.34,-0.64,-0.34,0.08,0.43,0.84,0.13,0.41,0.5,0.6,0.66,0.71,0.58,1.14,1.25,1.16,0.93,0.8,1.03,1.4,1.5,1.59,1.44,1.36,-0.35,0.07,0.56,1.01,0.3,0.64
2005,0.8,-1.22,-0.4,-0.89,-0.51,-0.61,0.41,-0.33,-0.16,-0.26,-0.55,-0.85,-0.76,0.63,0.48,0.44,0.08,-0.05,-0.69,0.63,0.06,0.32,0.25,0.14,-0.31,0.94,0.48,0.71,0.74,0.64,0.2,-0.78,-1.04,-0.1,-0.4,-0.13,-0.27
2006,1.1,-0.54,0.01,-0.88,-0.77,-0.76,1.41,0.02,0.17,0.82,1.14,1.21,0.88,0.4,0.26,0.68,1.1,1.15,1.23,0.44,0.38,0.7,0.92,0.89,1.09,1.01,1.13,1.29,1.43,1.29,1.4,0.8,0.69,0.91,0.8,0.58,0.17
2007,1.2,-0.27,1.12,1.82,0.01,-1.36,0.58,-0.95,-0.52,-0.68,-0.57,-1.23,-1.37,-0.49,-0.63,-0.91,-1.01,-0.95,-0.98,-0.02,-0.29,-0.47,-0.83,-0.97,-1.04,0.54,0.48,0.2,-0.28,-0.48,-0.73,0.85,0.49,0.34,0.8,0.21,0.23
2008,2.77,1.8,0.2,0.09,-0.3,0.78,1.25,0.22,0.82,0.91,0.84,0.35,0.08,0.08,0.49,0.67,0.52,0.38,0.1,-0.68,-0.21,0.01,-0.08,-0.14,-0.23,-1.44,-1.03,-0.64,-0.49,-0.36,-0.51,1.49,1.69,1.48,0.84,0.7,0.85
2009,0.45,1.05,-1.0,-1.14,-1.36,-1.4,-0.55,0.8,0.97,0.8,0.57,0.33,0.34,1.12,1.14,1.14,1.01,0.94,1.06,0.96,1.08,0.99,0.98,1.13,1.39,1.06,1.23,1.43,1.53,1.72,1.78,1.23,0.94,0.63,0.54,1.25,0.82
2010,0.78,0.11,0.65,0.01,-0.9,0.06,-0.45,0.18,-0.54,-1.04,-1.08,-0.99,-1.03,-0.33,-0.75,-0.88,-0.99,-0.92,-0.94,-0.54,-1.05,-1.36,-1.52,-1.27,-1.16,0.2,-0.66,-1.38,-1.53,-1.45,-1.34,1.84,1.52,1.38,0.67,1.19,1.11
2011,-0.36,0.15,-1.11,0.23,-0.6,2.72,1.15,0.44,0.2,-0.21,-0.55,-0.48,-0.52,0.28,0.09,-0.18,-0.44,-0.71,-0.67,0.01,-0.13,-0.48,-0.75,-0.73,-0.77,-0.18,-0.14,-0.42,-0.74,-0.65,-0.78,0.31,0.6,0.5,0.7,0.73,-0.21
2012,0.49,-0.57,0.26,-0.65,0.39,1.09,1.29,1.2,0.57,0.59,0.72,0.09,-0.26,0.63,0.89,0.79,0.78,0.42,0.24,0.06,0.44,0.63,0.82,0.63,0.42,0.13,0.32,0.63,0.91,0.9,0.77,-0.07,-0.23,-0.38,-0.03,-0.04,0.02
2013,-1.46,-1.65,2.1,-0.04,1.01,1.27,1.63,-1.09,-1.05,-0.57,-0.36,-0.29,0.0,-0.64,-0.44,-0.37,-0.16,0.05,0.03,-0.18,-0.13,0.0,0.02,-0.0,-0.03,0.16,0.11,0.4,0.42,0.4,0.18,0.5,0.49,0.66,0.0,-0.01,-0.27
2014,-0.6,1.98,-0.11,-0.52,-1.43,1.24,0.22,1.14,1.09,1.07,0.89,0.79,0.8,0.95,0.84,0.43,0.54,0.82,0.95,0.15,0.15,0.15,0.41,0.6,0.83,0.65,0.81,1.03,1.11,1.01,1.11,0.95,0.33,0.63,0.77,0.36,-1.01
2015,-1.17,-0.77,-0.52,-1.02,-1.12,-1.31,-1.06,1.81,2.1,1.84,2.45,2.25,2.27,2.04,2.32,2.43,2.56,2.51,2.55,1.91,2.09,2.31,2.34,2.29,2.38,2.27,1.92,1.87,1.74,1.65,1.94,0.73,0.05,-0.48,-0.23,0.73,1.02
