,1,10,11,12,2,3,4,5,6,7,8,9
1,1,-0.322962321,0.430466216,0.154255151,-0.100501014,-0.077415407,0.200439677,-0.219944173,-0.029622518,0.005145948,-0.038052604,-0.074816012
10,-0.322962321,1,0.117425938,-0.033397776,0.107336871,-0.139201268,-0.147558623,0.0251088,0.162268038,0.067969747,-0.204819517,0.090402125
11,0.430466216,0.117425938,1,0.2449582,0.296602451,0.014746205,0.313638568,-0.059835782,0.104948343,0.088246594,-0.289169313,-0.099388645
12,0.154255151,-0.033397776,0.2449582,1,0.086579934,0.137465497,-0.252097651,-0.045131463,0.222427206,0.051312516,-0.015330935,-0.177528817
2,-0.100501014,0.107336871,0.296602451,0.086579934,1,-0.121907765,-0.065719325,0.135772429,-0.012074756,-0.200521486,-0.31138469,-0.260397079
3,-0.077415407,-0.139201268,0.014746205,0.137465497,-0.121907765,1,-0.156123009,-0.341327813,-0.265763267,0.025173599,0.317573186,0.019444224
4,0.200439677,-0.147558623,0.313638568,-0.252097651,-0.065719325,-0.156123009,1,0.099448566,0.118276898,-0.233489844,-0.107764139,0.250800516
5,-0.219944173,0.0251088,-0.059835782,-0.045131463,0.135772429,-0.341327813,0.099448566,1,0.136437357,-0.152686861,0.031976975,0.156734088
6,-0.029622518,0.162268038,0.104948343,0.222427206,-0.012074756,-0.265763267,0.118276898,0.136437357,1,0.085243567,-0.383162347,0.08594235
7,0.005145948,0.067969747,0.088246594,0.051312516,-0.200521486,0.025173599,-0.233489844,-0.152686861,0.085243567,1,0.059502603,0.051533601
8,-0.038052604,-0.204819517,-0.289169313,-0.015330935,-0.31138469,0.317573186,-0.107764139,0.031976975,-0.383162347,0.059502603,1,0.303841602
9,-0.074816012,0.090402125,-0.099388645,-0.177528817,-0.260397079,0.019444224,0.250800516,0.156734088,0.08594235,0.051533601,0.303841602,1
