,Ano,Mês,Valor,Variável
621,1958.0,10.0,0.0152172678,nino34
622,1958.0,11.0,0.0153716763,nino34
623,1958.0,12.0,0.0152915649,nino34
624,1958.0,1.0,0.0156674394,nino4
625,1958.0,2.0,0.0157574253,nino4
626,1958.0,3.0,0.0156457501,nino4
627,1958.0,4.0,0.0154617768,nino4
628,1958.0,5.0,0.0153656455,nino4
629,1958.0,6.0,0.0153412533,nino4
630,1958.0,7.0,0.0152585386,nino4
631,1958.0,8.0,0.015273457,nino4
632,1958.0,9.0,0.0152458277,nino4
633,1958.0,10.0,0.0153070155,nino4
634,1958.0,11.0,0.0152875979,nino4
635,1958.0,12.0,0.0153844514,nino4
636,1958.0,1.0,-0.0131578947,tsa
637,1958.0,2.0,-0.0125847047,tsa
638,1958.0,3.0,-0.0258503401,tsa
639,1958.0,4.0,-0.0292887029,tsa
640,1958.0,5.0,-0.0464813206,tsa
641,1958.0,6.0,-0.0455913978,tsa
642,1958.0,7.0,-0.0256668344,tsa
643,1958.0,8.0,-0.0379821958,tsa
644,1958.0,9.0,-0.0404105196,tsa
645,1958.0,10.0,-0.0284057971,tsa
646,1958.0,11.0,-0.0219471019,tsa
647,1958.0,12.0,-0.0009718173,tsa
648,1959.0,1.0,0.0114120479,rainfall
649,1959.0,2.0,0.012057341,rainfall
650,1959.0,3.0,0.0121512236,rainfall
651,1959.0,4.0,0.0089340111,rainfall
652,1959.0,5.0,0.0076305069,rainfall
653,1959.0,6.0,0.0144695819,rainfall
654,1959.0,7.0,0.006985075,rainfall
655,1959.0,8.0,0.0159400167,rainfall
656,1959.0,9.0,0.0086431346,rainfall
657,1959.0,10.0,0.0013638916,rainfall
658,1959.0,11.0,0.0181466886,rainfall
659,1959.0,12.0,0.0063133613,rainfall
660,1959.0,1.0,0.0147915037,nino12
661,1959.0,2.0,0.0150835568,nino12
662,1959.0,3.0,0.0154379768,nino12
663,1959.0,4.0,0.0152867836,nino12
664,1959.0,5.0,0.0151224601,nino12
665,1959.0,6.0,0.0149278356,nino12
666,1959.0,7.0,0.0149356187,nino12
667,1959.0,8.0,0.0145874851,nino12
668,1959.0,9.0,0.0148903973,nino12
669,1959.0,10.0,0.0151178818,nino12
670,1959.0,11.0,0.0153510158,nino12
671,1959.0,12.0,0.0150747412,nino12
672,1959.0,1.0,0.015162288,nino3
673,1959.0,2.0,0.0151618065,nino3
674,1959.0,3.0,0.0150732971,nino3
675,1959.0,4.0,0.0151851135,nino3
676,1959.0,5.0,0.0150406254,nino3
677,1959.0,6.0,0.0149612794,nino3
678,1959.0,7.0,0.014747191,nino3
679,1959.0,8.0,0.0147641187,nino3
680,1959.0,9.0,0.0147997078,nino3
681,1959.0,10.0,0.0149490553,nino3
682,1959.0,11.0,0.0148856186,nino3
683,1959.0,12.0,0.0149150462,nino3
684,1959.0,1.0,0.0154529043,nino34
685,1959.0,2.0,0.0154439716,nino34
686,1959.0,3.0,0.0152862763,nino34
687,1959.0,4.0,0.0152593542,nino34
688,1959.0,5.0,0.0151248317,nino34
689,1959.0,6.0,0.0150183955,nino34
690,1959.0,7.0,0.0148044926,nino34
691,1959.0,8.0,0.0148575048,nino34
692,1959.0,9.0,0.0148138058,nino34
693,1959.0,10.0,0.014944618,nino34
694,1959.0,11.0,0.0149000131,nino34
695,1959.0,12.0,0.0149783298,nino34
696,1959.0,1.0,0.0153931382,nino4
697,1959.0,2.0,0.0153309653,nino4
698,1959.0,3.0,0.0152425091,nino4
699,1959.0,4.0,0.0152913991,nino4
700,1959.0,5.0,0.0151706767,nino4
701,1959.0,6.0,0.0149988146,nino4
702,1959.0,7.0,0.0150311938,nino4
703,1959.0,8.0,0.0150770309,nino4
704,1959.0,9.0,0.0150654037,nino4
705,1959.0,10.0,0.0150630367,nino4
706,1959.0,11.0,0.0149584899,nino4
707,1959.0,12.0,0.0149793168,nino4
708,1959.0,1.0,0.0020242915,tsa
709,1959.0,2.0,0.0024201355,tsa
710,1959.0,3.0,0.0126984127,tsa
711,1959.0,4.0,0.0092980009,tsa
712,1959.0,5.0,-0.0073848827,tsa
713,1959.0,6.0,-0.0060215054,tsa
714,1959.0,7.0,-0.0120785103,tsa
715,1959.0,8.0,-0.0118694362,tsa
716,1959.0,9.0,-0.0064143682,tsa
717,1959.0,10.0,-0.0075362319,tsa
718,1959.0,11.0,-0.0123804164,tsa
719,1959.0,12.0,-0.0111758989,tsa
720,1960.0,1.0,0.0067630895,rainfall
721,1960.0,2.0,0.0086377736,rainfall
722,1960.0,3.0,0.0107848588,rainfall
723,1960.0,4.0,0.0195386871,rainfall
724,1960.0,5.0,0.0081097784,rainfall
725,1960.0,6.0,0.0234764303,rainfall
726,1960.0,7.0,0.0145041772,rainfall
727,1960.0,8.0,0.0164398778,rainfall
728,1960.0,9.0,0.0179265013,rainfall
729,1960.0,10.0,0.0302195598,rainfall
730,1960.0,11.0,0.0204192804,rainfall
731,1960.0,12.0,0.0202890926,rainfall
732,1960.0,1.0,0.0151453081,nino12
733,1960.0,2.0,0.0148844726,nino12
734,1960.0,3.0,0.0148781698,nino12
735,1960.0,4.0,0.0146431296,nino12
736,1960.0,5.0,0.0146914606,nino12
737,1960.0,6.0,0.0144658778,nino12
738,1960.0,7.0,0.0143739729,nino12
739,1960.0,8.0,0.0146671981,nino12
740,1960.0,9.0,0.0151181241,nino12
741,1960.0,10.0,0.0148784911,nino12
742,1960.0,11.0,0.014789222,nino12
743,1960.0,12.0,0.0149748643,nino12
744,1960.0,1.0,0.0150556365,nino3
745,1960.0,2.0,0.0149776084,nino3
746,1960.0,3.0,0.0150509248,nino3
747,1960.0,4.0,0.0150911052,nino3
748,1960.0,5.0,0.0150014279,nino3
749,1960.0,6.0,0.0148467213,nino3
750,1960.0,7.0,0.0149655368,nino3
751,1960.0,8.0,0.0151026898,nino3
752,1960.0,9.0,0.0150493121,nino3
753,1960.0,10.0,0.0147605963,nino3
754,1960.0,11.0,0.0147645481,nino3
755,1960.0,12.0,0.0148067482,nino3
756,1960.0,1.0,0.0150358759,nino34
757,1960.0,2.0,0.0149787234,nino34
758,1960.0,3.0,0.0150187804,nino34
759,1960.0,4.0,0.0151333344,nino34
760,1960.0,5.0,0.0150812128,nino34
761,1960.0,6.0,0.0149415189,nino34
762,1960.0,7.0,0.014971712,nino34
763,1960.0,8.0,0.0151459452,nino34
764,1960.0,9.0,0.0150294857,nino34
765,1960.0,10.0,0.014944618,nino34
766,1960.0,11.0,0.0150250322,nino34
767,1960.0,12.0,0.0149612443,nino34
768,1960.0,1.0,0.0148768065,nino4
769,1960.0,2.0,0.0148451249,nino4
770,1960.0,3.0,0.0149145398,nino4
771,1960.0,4.0,0.0149506437,nino4
772,1960.0,5.0,0.0150231328,nino4
773,1960.0,6.0,0.0149566683,nino4
774,1960.0,7.0,0.014920165,nino4
775,1960.0,8.0,0.0149443105,nino4
776,1960.0,9.0,0.0149751917,nino4
777,1960.0,10.0,0.015047125,nino4
778,1960.0,11.0,0.0151283521,nino4
779,1960.0,12.0,0.0151445691,nino4
780,1960.0,1.0,-0.0167004049,tsa
781,1960.0,2.0,-0.0198451113,tsa
782,1960.0,3.0,-0.0040816327,tsa
783,1960.0,4.0,-0.010227801,tsa
784,1960.0,5.0,0.0004344049,tsa
785,1960.0,6.0,-0.0098924731,tsa
786,1960.0,7.0,0.0040261701,tsa
787,1960.0,8.0,-0.0011869436,tsa
788,1960.0,9.0,-0.0032071841,tsa
789,1960.0,10.0,-0.0057971014,tsa
790,1960.0,11.0,0.0005627462,tsa
791,1960.0,12.0,0.0,tsa
792,1961.0,1.0,0.0152249393,rainfall
793,1961.0,2.0,0.0178948389,rainfall
794,1961.0,3.0,0.0111947682,rainfall
795,1961.0,4.0,0.016801843,rainfall
796,1961.0,5.0,0.0206528182,rainfall
797,1961.0,6.0,0.0130839129,rainfall
798,1961.0,7.0,0.0070491583,rainfall
799,1961.0,8.0,0.0019161344,rainfall
800,1961.0,9.0,0.0110333348,rainfall
801,1961.0,10.0,0.0164469286,rainfall
802,1961.0,11.0,0.0124183952,rainfall
803,1961.0,12.0,0.0238167506,rainfall
804,1961.0,1.0,0.0152632428,nino12
805,1961.0,2.0,0.0154934361,nino12
806,1961.0,3.0,0.0149358819,nino12
807,1961.0,4.0,0.0149232383,nino12
808,1961.0,5.0,0.0147914025,nino12
809,1961.0,6.0,0.0146506609,nino12
810,1961.0,7.0,0.0143739729,nino12
811,1961.0,8.0,0.014507772,nino12
812,1961.0,9.0,0.0144937118,nino12
813,1961.0,10.0,0.0146971346,nino12
814,1961.0,11.0,0.0150069171,nino12
815,1961.0,12.0,0.0149282552,nino12
816,1961.0,1.0,0.0149015844,nino3
817,1961.0,2.0,0.0151042446,nino3
818,1961.0,3.0,0.0150173665,nino3
819,1961.0,4.0,0.0151795836,nino3
820,1961.0,5.0,0.0151638174,nino3
821,1961.0,6.0,0.0151331164,nino3
822,1961.0,7.0,0.0147825984,nino3
823,1961.0,8.0,0.01467343,nino3
824,1961.0,9.0,0.0144526969,nino3
825,1961.0,10.0,0.0145174233,nino3
826,1961.0,11.0,0.0147887622,nino3
827,1961.0,12.0,0.0148608972,nino3
828,1961.0,1.0,0.015053014,nino34
829,1961.0,2.0,0.0150411348,nino34
830,1961.0,3.0,0.0149909163,nino34
831,1961.0,4.0,0.0149908773,nino34
832,1961.0,5.0,0.0151139269,nino34
833,1961.0,6.0,0.0152215694,nino34
834,1961.0,7.0,0.0150943396,nino34
835,1961.0,8.0,0.0148688162,nino34
836,1961.0,9.0,0.0147343448,nino34
837,1961.0,10.0,0.014694689,nino34
838,1961.0,11.0,0.0148602342,nino34
839,1961.0,12.0,0.0148929021,nino34
840,1961.0,1.0,0.0150811878,nino4
841,1961.0,2.0,0.0150826469,nino4
842,1961.0,3.0,0.0150059411,nino4
843,1961.0,4.0,0.0149240222,nino4
844,1961.0,5.0,0.0149598997,nino4
845,1961.0,6.0,0.0151252535,nino4
846,1961.0,7.0,0.01498361,nino4
847,1961.0,8.0,0.0149390017,nino4
848,1961.0,9.0,0.0149539653,nino4
849,1961.0,10.0,0.0148296657,nino4
850,1961.0,11.0,0.0149425653,nino4
851,1961.0,12.0,0.0149793168,nino4
852,1961.0,1.0,-0.0,tsa
853,1961.0,2.0,-0.0058083253,tsa
854,1961.0,3.0,-0.0009070295,tsa
855,1961.0,4.0,-0.0046490005,tsa
856,1961.0,5.0,0.0013032146,tsa
857,1961.0,6.0,-0.0043010753,tsa
858,1961.0,7.0,-0.0105686965,tsa
859,1961.0,8.0,-0.0112759644,tsa
860,1961.0,9.0,0.0019243105,tsa
861,1961.0,10.0,-0.0011594203,tsa
862,1961.0,11.0,-0.0033764772,tsa
863,1961.0,12.0,-0.0058309038,tsa
864,1962.0,1.0,0.0216259106,rainfall
865,1962.0,2.0,0.0215082716,rainfall
866,1962.0,3.0,0.014507025,rainfall
867,1962.0,4.0,0.0142315894,rainfall
868,1962.0,5.0,0.0164276615,rainfall
869,1962.0,6.0,0.0144562582,rainfall
870,1962.0,7.0,0.0101037935,rainfall
871,1962.0,8.0,0.0094418217,rainfall
872,1962.0,9.0,0.0027316573,rainfall
873,1962.0,10.0,0.0167678442,rainfall
874,1962.0,11.0,0.0091584601,rainfall
875,1962.0,12.0,0.0089034582,rainfall
876,1962.0,1.0,0.0150335804,nino12
877,1962.0,2.0,0.0148083522,nino12
878,1962.0,3.0,0.0142260235,nino12
879,1962.0,4.0,0.0141246305,nino12
880,1962.0,5.0,0.0144915768,nino12
881,1962.0,6.0,0.0144988748,nino12
882,1962.0,7.0,0.0144987831,nino12
883,1962.0,8.0,0.0146671981,nino12
884,1962.0,9.0,0.0147802069,nino12
885,1962.0,10.0,0.0146391005,nino12
886,1962.0,11.0,0.0147049529,nino12
887,1962.0,12.0,0.014588674,nino12
888,1962.0,1.0,0.0149608352,nino3
889,1962.0,2.0,0.0149833646,nino3
890,1962.0,3.0,0.0148607608,nino3
891,1962.0,4.0,0.0147482512,nino3
892,1962.0,5.0,0.0147438446,nino3
893,1962.0,6.0,0.0148008981,nino3
894,1962.0,7.0,0.0148534133,nino3
895,1962.0,8.0,0.014951542,nino3
896,1962.0,9.0,0.0147327408,nino3
897,1962.0,10.0,0.0147545169,nino3
898,1962.0,11.0,0.0146071565,nino3
899,1962.0,12.0,0.0145660859,nino3
900,1962.0,1.0,0.0149387597,nino34
901,1962.0,2.0,0.0149106383,nino34
902,1962.0,3.0,0.0149407608,nino34
903,1962.0,4.0,0.0149141696,nino34
904,1962.0,5.0,0.0148304045,nino34
905,1962.0,6.0,0.0149305365,nino34
906,1962.0,7.0,0.014977286,nino34
907,1962.0,8.0,0.0149310288,nino34
908,1962.0,9.0,0.0147627237,nino34
909,1962.0,10.0,0.0148310139,nino34
910,1962.0,11.0,0.0147011189,nino34
911,1962.0,12.0,0.0147049611,nino34
912,1962.0,1.0,0.0149252126,nino4
913,1962.0,2.0,0.0149476912,nino4
914,1962.0,3.0,0.0150382004,nino4
915,1962.0,4.0,0.0150198597,nino4
916,1962.0,5.0,0.0149177443,nino4
917,1962.0,6.0,0.0149882781,nino4
918,1962.0,7.0,0.0149413133,nino4
919,1962.0,8.0,0.0149177665,nino4
920,1962.0,9.0,0.0149168192,nino4
921,1962.0,10.0,0.0149039201,nino4
922,1962.0,11.0,0.0149160244,nino4
923,1962.0,12.0,0.0148727025,nino4
924,1962.0,1.0,-0.004048583,tsa
925,1962.0,2.0,-0.0077444337,tsa
926,1962.0,3.0,-0.0049886621,tsa
927,1962.0,4.0,-0.0004649,tsa
928,1962.0,5.0,0.0078192876,tsa
929,1962.0,6.0,0.0034408602,tsa
930,1962.0,7.0,-0.0045294414,tsa
931,1962.0,8.0,-0.0017804154,tsa
932,1962.0,9.0,-0.0051314945,tsa
933,1962.0,10.0,0.0017391304,tsa
934,1962.0,11.0,0.0005627462,tsa
935,1962.0,12.0,-0.0092322643,tsa
936,1963.0,1.0,0.0141172837,rainfall
937,1963.0,2.0,0.0098117353,rainfall
938,1963.0,3.0,0.0112842887,rainfall
939,1963.0,4.0,0.0149122306,rainfall
940,1963.0,5.0,0.0153429944,rainfall
941,1963.0,6.0,0.0163082581,rainfall
942,1963.0,7.0,0.009975627,rainfall
943,1963.0,8.0,0.0014995834,rainfall
944,1963.0,9.0,0.0096675061,rainfall
945,1963.0,10.0,0.0112721632,rainfall
946,1963.0,11.0,0.0203937457,rainfall
947,1963.0,12.0,0.0124311162,rainfall
948,1963.0,1.0,0.0148846101,nino12
949,1963.0,2.0,0.0149196051,nino12
950,1963.0,3.0,0.0149070259,nino12
951,1963.0,4.0,0.0145060551,nino12
952,1963.0,5.0,0.0149225763,nino12
953,1963.0,6.0,0.0148222452,nino12
954,1963.0,7.0,0.0150673628,nino12
955,1963.0,8.0,0.0153483822,nino12
956,1963.0,9.0,0.0153385049,nino12
957,1963.0,10.0,0.0152266957,nino12
958,1963.0,11.0,0.014971805,nino12
959,1963.0,12.0,0.0149215967,nino12
960,1963.0,1.0,0.0147712325,nino3
961,1963.0,2.0,0.0148567284,nino3
962,1963.0,3.0,0.0150565179,nino3
963,1963.0,4.0,0.0152182929,nino3
964,1963.0,5.0,0.0151302196,nino3
965,1963.0,6.0,0.0152705861,nino3
966,1963.0,7.0,0.0155084506,nino3
967,1963.0,8.0,0.0155379955,nino3
968,1963.0,9.0,0.0154754657,nino3
969,1963.0,10.0,0.0155022737,nino3
970,1963.0,11.0,0.0155393994,nino3
971,1963.0,12.0,0.0156189834,nino3
972,1963.0,1.0,0.0148187926,nino34
973,1963.0,2.0,0.0149276596,nino34
974,1963.0,3.0,0.0151302371,nino34
975,1963.0,4.0,0.0152100421,nino34
976,1963.0,5.0,0.0150430463,nino34
977,1963.0,6.0,0.0151666575,nino34
978,1963.0,7.0,0.0154845183,nino34
979,1963.0,8.0,0.0155418436,nino34
980,1963.0,9.0,0.0155743613,nino34
981,1963.0,10.0,0.0155978415,nino34
982,1963.0,11.0,0.0155876186,nino34
983,1963.0,12.0,0.0156959228,nino34
984,1963.0,1.0,0.0148929419,nino4
985,1963.0,2.0,0.0149476912,nino4
986,1963.0,3.0,0.0150758362,nino4
987,1963.0,4.0,0.0150890756,nino4
988,1963.0,5.0,0.0150336716,nino4
989,1963.0,6.0,0.0149830098,nino4
990,1963.0,7.0,0.0151369356,nino4
991,1963.0,8.0,0.0153053099,nino4
992,1963.0,9.0,0.0154262517,nino4
993,1963.0,10.0,0.0154555243,nino4
994,1963.0,11.0,0.0153459881,nino4
995,1963.0,12.0,0.015277837,nino4
996,1963.0,1.0,-0.0025303644,tsa
997,1963.0,2.0,0.0004840271,tsa
998,1963.0,3.0,0.012244898,tsa
999,1963.0,4.0,0.009762901,tsa
1000,1963.0,5.0,0.0182450043,tsa
1001,1963.0,6.0,0.0193548387,tsa
1002,1963.0,7.0,0.0216406643,tsa
1003,1963.0,8.0,0.0267062315,tsa
1004,1963.0,9.0,0.0262989096,tsa
1005,1963.0,10.0,0.0260869565,tsa
1006,1963.0,11.0,0.0388294879,tsa
1007,1963.0,12.0,0.037414966,tsa
1008,1964.0,1.0,0.0084671751,rainfall
1009,1964.0,2.0,0.0075553593,rainfall
1010,1964.0,3.0,0.0200714279,rainfall
1011,1964.0,4.0,0.0140554794,rainfall
1012,1964.0,5.0,0.016906933,rainfall
1013,1964.0,6.0,0.016774589,rainfall
1014,1964.0,7.0,0.0131584288,rainfall
1015,1964.0,8.0,0.0257150791,rainfall
1016,1964.0,9.0,0.0086858167,rainfall
1017,1964.0,10.0,0.0180782499,rainfall
1018,1964.0,11.0,0.0196617498,rainfall
1019,1964.0,12.0,0.0210580276,rainfall
1020,1964.0,1.0,0.0148597818,nino12
1021,1964.0,2.0,0.0145975571,nino12
1022,1964.0,3.0,0.014491499,nino12
1023,1964.0,4.0,0.014583532,nino12
1024,1964.0,5.0,0.0138669398,nino12
1025,1964.0,6.0,0.0141425074,nino12
1026,1964.0,7.0,0.0140064763,nino12
1027,1964.0,8.0,0.0141889199,nino12
1028,1964.0,9.0,0.0144790197,nino12
1029,1964.0,10.0,0.0142763874,nino12
1030,1964.0,11.0,0.0146838856,nino12
1031,1964.0,12.0,0.0144621633,nino12
1032,1964.0,1.0,0.0154111415,nino3
1033,1964.0,2.0,0.0151618065,nino3
1034,1964.0,3.0,0.0149502497,nino3
1035,1964.0,4.0,0.0145934139,nino3
1036,1964.0,5.0,0.0143854678,nino3
1037,1964.0,6.0,0.0144285845,nino3
1038,1964.0,7.0,0.0146055613,nino3
1039,1964.0,8.0,0.014328813,nino3
1040,1964.0,9.0,0.0145683672,nino3
1041,1964.0,10.0,0.0145538993,nino3
1042,1964.0,11.0,0.0145587283,nino3
1043,1964.0,12.0,0.0143555064,nino3
1044,1964.0,1.0,0.0156128605,nino34
1045,1964.0,2.0,0.0154382979,nino34
1046,1964.0,3.0,0.0150745088,nino34
1047,1964.0,4.0,0.0148210245,nino34
1048,1964.0,5.0,0.0147268098,nino34
1049,1964.0,6.0,0.0146449948,nino34
1050,1964.0,7.0,0.0146484212,nino34
1051,1964.0,8.0,0.0145520974,nino34
1052,1964.0,9.0,0.0144789343,nino34
1053,1964.0,10.0,0.0145072423,nino34
1054,1964.0,11.0,0.0144510806,nino34
1055,1964.0,12.0,0.0144771538,nino34
1056,1964.0,1.0,0.0153662459,nino4
1057,1964.0,2.0,0.015276983,nino4
1058,1964.0,3.0,0.01505433,nino4
1059,1964.0,4.0,0.0150571298,nino4
1060,1964.0,5.0,0.0150073245,nino4
1061,1964.0,6.0,0.0148618392,nino4
1062,1964.0,7.0,0.0147827006,nino4
1063,1964.0,8.0,0.0146841787,nino4
1064,1964.0,9.0,0.014481679,nino4
1065,1964.0,10.0,0.0145273442,nino4
1066,1964.0,11.0,0.0144542115,nino4
1067,1964.0,12.0,0.0145368672,nino4
1068,1964.0,1.0,0.0328947368,tsa
1069,1964.0,2.0,0.0150048403,tsa
1070,1964.0,3.0,0.0149659864,tsa
1071,1964.0,4.0,0.0027894003,tsa
1072,1964.0,5.0,-0.009556907,tsa
1073,1964.0,6.0,-0.0060215054,tsa
1074,1964.0,7.0,-0.0100654253,tsa
1075,1964.0,8.0,-0.012462908,tsa
1076,1964.0,9.0,-0.0436177037,tsa
1077,1964.0,10.0,-0.0457971014,tsa
1078,1964.0,11.0,-0.0354530107,tsa
1079,1964.0,12.0,-0.0369290573,tsa
1080,1965.0,1.0,0.0090263281,rainfall
1081,1965.0,2.0,0.0133390057,rainfall
1082,1965.0,3.0,0.0250892849,rainfall
1083,1965.0,4.0,0.0135271495,rainfall
1084,1965.0,5.0,0.0169573827,rainfall
1085,1965.0,6.0,0.0085538412,rainfall
1086,1965.0,7.0,0.0097620161,rainfall
1087,1965.0,8.0,0.0009441822,rainfall
1088,1965.0,9.0,0.0029023859,rainfall
1089,1965.0,10.0,0.0185328805,rainfall
1090,1965.0,11.0,0.0065368934,rainfall
1091,1965.0,12.0,0.0132202864,rainfall
1092,1965.0,1.0,0.0148287463,nino12
1093,1965.0,2.0,0.0151304002,nino12
1094,1965.0,3.0,0.0152071286,nino12
1095,1965.0,4.0,0.0157814437,nino12
1096,1965.0,5.0,0.0160781546,nino12
1097,1965.0,6.0,0.0159507421,nino12
1098,1965.0,7.0,0.0159341002,nino12
1099,1965.0,8.0,0.0161092793,nino12
1100,1965.0,9.0,0.0155001175,nino12
1101,1965.0,10.0,0.0154588321,nino12
1102,1965.0,11.0,0.0153931503,nino12
1103,1965.0,12.0,0.0153876885,nino12
1104,1965.0,1.0,0.0146705061,nino3
1105,1965.0,2.0,0.0149315589,nino3
1106,1965.0,3.0,0.015067704,nino3
1107,1965.0,4.0,0.0152017032,nino3
1108,1965.0,5.0,0.0154326,nino3
1109,1965.0,6.0,0.0155340696,nino3
1110,1965.0,7.0,0.0156264753,nino3
1111,1965.0,8.0,0.0157737861,nino3
1112,1965.0,9.0,0.0157798612,nino3
1113,1965.0,10.0,0.015885271,nino3
1114,1965.0,11.0,0.015926825,nino3
1115,1965.0,12.0,0.0158957451,nino3
1116,1965.0,1.0,0.0147273891,nino34
1117,1965.0,2.0,0.0149390071,nino34
1118,1965.0,3.0,0.0150354989,nino34
1119,1965.0,4.0,0.0150621058,nino34
1120,1965.0,5.0,0.0152502358,nino34
1121,1965.0,6.0,0.0154247433,nino34
1122,1965.0,7.0,0.015573702,nino34
1123,1965.0,8.0,0.0157680714,nino34
1124,1965.0,9.0,0.0158467991,nino34
1125,1965.0,10.0,0.0159840954,nino34
1126,1965.0,11.0,0.015945628,nino34
1127,1965.0,12.0,0.015889559,nino34
1128,1965.0,1.0,0.0148337788,nino4
1129,1965.0,2.0,0.0149638859,nino4
1130,1965.0,3.0,0.0150005645,nino4
1131,1965.0,4.0,0.0149080493,nino4
1132,1965.0,5.0,0.0151021742,nino4
1133,1965.0,6.0,0.0152674973,nino4
1134,1965.0,7.0,0.0152955483,nino4
1135,1965.0,8.0,0.0154221038,nino4
1136,1965.0,9.0,0.0153944122,nino4
1137,1965.0,10.0,0.0155085631,nino4
1138,1965.0,11.0,0.0154999257,nino4
1139,1965.0,12.0,0.0154644121,nino4
1140,1965.0,1.0,-0.0197368421,tsa
1141,1965.0,2.0,-0.0038722168,tsa
1142,1965.0,3.0,0.0049886621,tsa
1143,1965.0,4.0,0.0046490005,tsa
1144,1965.0,5.0,0.006516073,tsa
1145,1965.0,6.0,-0.007311828,tsa
1146,1965.0,7.0,-0.0196275793,tsa
1147,1965.0,8.0,-0.012462908,tsa
1148,1965.0,9.0,-0.0019243105,tsa
1149,1965.0,10.0,-0.0098550725,tsa
1150,1965.0,11.0,-0.016882386,tsa
1151,1965.0,12.0,-0.0121477162,tsa
1152,1966.0,1.0,0.0145539556,rainfall
1153,1966.0,2.0,0.0095909443,rainfall
1154,1966.0,3.0,0.0081463612,rainfall
1155,1966.0,4.0,0.0139269667,rainfall
1156,1966.0,5.0,0.0226455787,rainfall
1157,1966.0,6.0,0.0215311642,rainfall
1158,1966.0,7.0,0.0261032467,rainfall
1159,1966.0,8.0,0.0306581505,rainfall
1160,1966.0,9.0,0.0220666695,rainfall
1161,1966.0,10.0,0.0039445886,rainfall
1162,1966.0,11.0,0.0271093823,rainfall
1163,1966.0,12.0,0.014994233,rainfall
1164,1966.0,1.0,0.0155177337,nino12
1165,1966.0,2.0,0.0151069785,nino12
1166,1966.0,3.0,0.0146530928,nino12
1167,1966.0,4.0,0.0145656527,nino12
1168,1966.0,5.0,0.014410374,nino12
1169,1966.0,6.0,0.0143800857,nino12
1170,1966.0,7.0,0.0144086424,nino12
1171,1966.0,8.0,0.0145584985,nino12
1172,1966.0,9.0,0.0146039022,nino12
1173,1966.0,10.0,0.0148639826,nino12
1174,1966.0,11.0,0.0147470875,nino12
1175,1966.0,12.0,0.0149215967,nino12
1176,1966.0,1.0,0.0157547964,nino3
1177,1966.0,2.0,0.0154381037,nino3
1178,1966.0,3.0,0.0152187166,nino3
1179,1966.0,4.0,0.015157464,nino3
1180,1966.0,5.0,0.0147830421,nino3
1181,1966.0,6.0,0.0148982725,nino3
1182,1966.0,7.0,0.014971438,nino3
1183,1966.0,8.0,0.0148245778,nino3
1184,1966.0,9.0,0.0147388287,nino3
1185,1966.0,10.0,0.0148396275,nino3
1186,1966.0,11.0,0.0147221735,nino3
1187,1966.0,12.0,0.0146142183,nino3
1188,1966.0,1.0,0.0158013802,nino34
1189,1966.0,2.0,0.0156198582,nino34
1190,1966.0,3.0,0.015659656,nino34
1191,1966.0,4.0,0.0154182488,nino34
1192,1966.0,5.0,0.0150812128,nino34
1193,1966.0,6.0,0.0152380429,nino34
1194,1966.0,7.0,0.0152002453,nino34
1195,1966.0,8.0,0.0150271756,nino34
1196,1966.0,9.0,0.0150124584,nino34
1197,1966.0,10.0,0.0150014201,nino34
1198,1966.0,11.0,0.0149966188,nino34
1199,1966.0,12.0,0.0148985973,nino34
1200,1966.0,1.0,0.0154576796,nino4
1201,1966.0,2.0,0.0154929121,nino4
1202,1966.0,3.0,0.0156296205,nino4
1203,1966.0,4.0,0.0153339935,nino4
1204,1966.0,5.0,0.0152655264,nino4
1205,1966.0,6.0,0.0153043753,nino4
1206,1966.0,7.0,0.015337845,nino4
1207,1966.0,8.0,0.0152097512,nino4
1208,1966.0,9.0,0.0152299079,nino4
1209,1966.0,10.0,0.0152009377,nino4
1210,1966.0,11.0,0.0152238996,nino4
1211,1966.0,12.0,0.0151285769,nino4
1212,1966.0,1.0,-0.0096153846,tsa
1213,1966.0,2.0,-0.013552759,tsa
1214,1966.0,3.0,-0.0176870748,tsa
1215,1966.0,4.0,0.0037192004,tsa
1216,1966.0,5.0,0.0056472632,tsa
1217,1966.0,6.0,0.0266666667,tsa
1218,1966.0,7.0,0.0140915954,tsa
1219,1966.0,8.0,-0.0035608309,tsa
1220,1966.0,9.0,-0.0044900577,tsa
1221,1966.0,10.0,-0.0028985507,tsa
1222,1966.0,11.0,0.0118176702,tsa
1223,1966.0,12.0,0.029154519,tsa
1224,1967.0,1.0,0.0160610063,rainfall
1225,1967.0,2.0,0.0134197829,rainfall
1226,1967.0,3.0,0.0204954721,rainfall
1227,1967.0,4.0,0.0235796969,rainfall
1228,1967.0,5.0,0.0128835749,rainfall
1229,1967.0,6.0,0.0165747329,rainfall
1230,1967.0,7.0,0.0073054913,rainfall
1231,1967.0,8.0,0.0007220217,rainfall
1232,1967.0,9.0,0.0014298519,rainfall
1233,1967.0,10.0,0.0014976065,rainfall
1234,1967.0,11.0,0.011226774,rainfall
1235,1967.0,12.0,0.0083031493,rainfall
1236,1967.0,1.0,0.0147604683,nino12
1237,1967.0,2.0,0.0149840147,nino12
1238,1967.0,3.0,0.0146415504,nino12
1239,1967.0,4.0,0.0148934395,nino12
