,Arquitetura,FA,Alpha,TA,FV,MSE,NMSE
663,"(3, 7)",logistic,0.01,0.001,0.0462,3e-05,0.0011792452830188677
664,"(3, 7)",logistic,0.01,0.001,0.1,3e-05,0.0011792452830188677
665,"(3, 7)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
666,"(3, 7)",logistic,0.0001,0.003,0.1,3e-05,0.0011792452830188677
667,"(3, 3)",tanh,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
668,"(4, 7)",logistic,0.0001,0.003,0.1,3e-05,0.0011792452830188677
669,"(6,)",logistic,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
670,"(4, 7)",logistic,0.01,0.001,0.1,3e-05,0.0011792452830188677
671,"(5, 6)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
672,"(5, 6)",logistic,0.0001,0.003,0.1,3e-05,0.0011792452830188677
673,"(7, 7)",logistic,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
674,"(4,)",logistic,0.01,0.001,0.1,3e-05,0.0011792452830188677
675,"(5, 5)",tanh,0.01,0.001,0.0462,3e-05,0.0011792452830188677
676,"(5, 5)",tanh,0.01,0.001,0.1,3e-05,0.0011792452830188677
677,"(4,)",logistic,0.01,0.001,0.0462,3e-05,0.0011792452830188677
678,"(1, 2)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
679,"(5, 6)",logistic,0.01,0.003,0.0462,3e-05,0.0011792452830188677
680,"(4,)",tanh,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
681,"(5, 5)",logistic,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
682,"(2, 4)",tanh,0.01,0.003,0.0462,3e-05,0.0011792452830188677
683,"(5, 4)",tanh,0.01,0.003,0.0462,3e-05,0.0011792452830188677
684,"(5, 4)",tanh,0.01,0.003,0.1,3e-05,0.0011792452830188677
685,"(2, 5)",logistic,0.0001,0.001,0.1,3e-05,0.0011792452830188677
686,"(4, 7)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
687,"(5, 4)",logistic,0.01,0.003,0.0462,3e-05,0.0011792452830188677
688,"(2, 5)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
689,"(2, 4)",tanh,0.01,0.001,0.1,3e-05,0.0011792452830188677
690,"(3,)",tanh,0.01,0.003,0.1,3e-05,0.0011792452830188677
691,"(1, 2)",tanh,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
692,"(5, 6)",tanh,0.01,0.003,0.0462,3e-05,0.0011792452830188677
693,"(2, 3)",tanh,0.0001,0.001,0.1,3e-05,0.0011792452830188677
694,"(6, 1)",tanh,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
695,"(3,)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
696,"(2, 3)",tanh,0.0001,0.003,0.1,3e-05,0.0011792452830188677
697,"(2, 3)",tanh,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
698,"(6, 1)",logistic,0.01,0.001,0.1,3e-05,0.0011792452830188677
699,"(3,)",logistic,0.01,0.001,0.1,3e-05,0.0011792452830188677
700,"(6, 1)",logistic,0.0001,0.003,0.1,3e-05,0.0011792452830188677
701,"(2, 3)",tanh,0.01,0.001,0.0462,3e-05,0.0011792452830188677
702,"(5, 7)",tanh,0.01,0.003,0.1,3e-05,0.0011792452830188677
703,"(5, 7)",tanh,0.01,0.001,0.1,3e-05,0.0011792452830188677
704,"(5, 7)",tanh,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
705,"(1, 2)",tanh,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
706,"(5, 7)",logistic,0.01,0.003,0.0462,3e-05,0.0011792452830188677
707,"(2, 4)",logistic,0.0001,0.001,0.1,3e-05,0.0011792452830188677
708,"(5, 7)",logistic,0.01,0.001,0.0462,3e-05,0.0011792452830188677
709,"(5, 7)",logistic,0.01,0.001,0.1,3e-05,0.0011792452830188677
710,"(5, 7)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
711,"(5, 7)",logistic,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
712,"(5, 4)",logistic,0.0001,0.003,0.1,3e-05,0.0011792452830188677
713,"(5, 4)",logistic,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
714,"(2, 5)",logistic,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
715,"(2, 6)",tanh,0.01,0.001,0.1,3e-05,0.0011792452830188677
716,"(2, 6)",tanh,0.0001,0.001,0.1,3e-05,0.0011792452830188677
717,"(2, 6)",tanh,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
718,"(5, 4)",logistic,0.0001,0.001,0.1,3e-05,0.0011792452830188677
719,"(2, 6)",tanh,0.01,0.001,0.0462,3e-05,0.0011792452830188677
720,"(2, 6)",tanh,0.01,0.003,0.1,3e-05,0.0011792452830188677
721,"(5, 1)",tanh,0.0001,0.003,0.1,3e-05,0.0011792452830188677
722,"(2, 7)",logistic,0.0001,0.001,0.1,3e-05,0.0011792452830188677
723,"(2, 7)",logistic,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
724,"(2, 7)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
725,"(5, 1)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
726,"(5, 1)",logistic,0.0001,0.001,0.1,3e-05,0.0011792452830188677
727,"(4, 7)",tanh,0.01,0.003,0.1,3e-05,0.0011792452830188677
728,"(2, 7)",logistic,0.01,0.003,0.0462,3e-05,0.0011792452830188677
729,"(2, 7)",tanh,0.0001,0.001,0.1,3e-05,0.0011792452830188677
730,"(4, 7)",tanh,0.0001,0.003,0.1,3e-05,0.0011792452830188677
731,"(5,)",tanh,0.01,0.001,0.0462,3e-05,0.0011792452830188677
732,"(4, 7)",tanh,0.0001,0.001,0.1,3e-05,0.0011792452830188677
733,"(4, 7)",logistic,0.01,0.003,0.1,3e-05,0.0011792452830188677
734,"(2, 7)",tanh,0.0001,0.003,0.1,3e-05,0.0011792452830188677
735,"(5, 2)",logistic,0.0001,0.003,0.1,3e-05,0.0011792452830188677
736,"(2, 6)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
737,"(5, 6)",logistic,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
738,"(2, 5)",logistic,0.01,0.003,0.0462,3e-05,0.0011792452830188677
739,"(5, 3)",tanh,0.0001,0.003,0.1,3e-05,0.0011792452830188677
740,"(5,)",logistic,0.01,0.001,0.1,3e-05,0.0011792452830188677
741,"(5, 3)",tanh,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
742,"(5, 3)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
743,"(5, 3)",logistic,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
744,"(2, 5)",tanh,0.0001,0.001,0.1,3e-05,0.0011792452830188677
745,"(5,)",logistic,0.0001,0.003,0.0462,3e-05,0.0011792452830188677
746,"(5,)",logistic,0.0001,0.003,0.1,3e-05,0.0011792452830188677
747,"(2, 5)",tanh,0.01,0.003,0.1,3e-05,0.0011792452830188677
748,"(5, 2)",tanh,0.01,0.003,0.1,3e-05,0.0011792452830188677
749,"(5, 2)",tanh,0.01,0.001,0.1,3e-05,0.0011792452830188677
750,"(2, 6)",logistic,0.0001,0.001,0.0462,3e-05,0.0011792452830188677
751,"(2, 6)",logistic,0.0001,0.003,0.1,3e-05,0.0011792452830188677
752,"(5,)",logistic,0.01,0.003,0.0462,3e-05,0.0011792452830188677
753,"(6,)",logistic,0.0001,0.001,0.1,4e-05,0.001572327044025157
754,"(3,)",logistic,0.0001,0.001,0.0462,4e-05,0.001572327044025157
755,"(7,)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
756,"(4,)",tanh,0.01,0.003,0.1,4e-05,0.001572327044025157
757,"(7, 7)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
758,"(1, 3)",tanh,0.0001,0.001,0.0462,4e-05,0.001572327044025157
759,"(4,)",logistic,0.0001,0.003,0.0462,4e-05,0.001572327044025157
760,"(2,)",tanh,0.0001,0.001,0.0462,4e-05,0.001572327044025157
761,"(7,)",logistic,0.0001,0.001,0.0462,4e-05,0.001572327044025157
762,"(1, 3)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
763,"(7,)",logistic,0.0001,0.003,0.1,4e-05,0.001572327044025157
764,"(5,)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
765,"(1, 1)",tanh,0.0001,0.001,0.0462,4e-05,0.001572327044025157
766,"(7,)",logistic,0.0001,0.003,0.0462,4e-05,0.001572327044025157
767,"(3,)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
768,"(4,)",tanh,0.0001,0.003,0.0462,4e-05,0.001572327044025157
769,"(2,)",tanh,0.0001,0.003,0.0462,4e-05,0.001572327044025157
770,"(6,)",logistic,0.0001,0.003,0.1,4e-05,0.001572327044025157
771,"(6,)",tanh,0.01,0.001,0.0462,4e-05,0.001572327044025157
772,"(3, 5)",logistic,0.0001,0.001,0.0462,4e-05,0.001572327044025157
773,"(7, 7)",logistic,0.0001,0.001,0.1,4e-05,0.001572327044025157
774,"(5, 5)",tanh,0.0001,0.001,0.0462,4e-05,0.001572327044025157
775,"(5, 5)",tanh,0.0001,0.003,0.0462,4e-05,0.001572327044025157
776,"(5, 5)",tanh,0.01,0.003,0.1,4e-05,0.001572327044025157
777,"(2, 4)",tanh,0.0001,0.001,0.0462,4e-05,0.001572327044025157
778,"(7, 7)",logistic,0.0001,0.003,0.0462,4e-05,0.001572327044025157
779,"(2, 4)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
780,"(5, 6)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
781,"(5, 6)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
782,"(5, 7)",tanh,0.0001,0.001,0.0462,4e-05,0.001572327044025157
783,"(5, 7)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
784,"(6, 1)",logistic,0.0001,0.001,0.0462,4e-05,0.001572327044025157
785,"(6, 1)",logistic,0.0001,0.003,0.0462,4e-05,0.001572327044025157
786,"(6, 2)",logistic,0.0001,0.003,0.0462,4e-05,0.001572327044025157
787,"(6, 2)",logistic,0.01,0.003,0.0462,4e-05,0.001572327044025157
788,"(6, 2)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
789,"(5, 5)",logistic,0.0001,0.003,0.1,4e-05,0.001572327044025157
790,"(5, 4)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
791,"(5, 4)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
792,"(5, 3)",tanh,0.0001,0.001,0.0462,4e-05,0.001572327044025157
793,"(3, 5)",logistic,0.01,0.003,0.1,4e-05,0.001572327044025157
794,"(4, 1)",logistic,0.0001,0.003,0.1,4e-05,0.001572327044025157
795,"(4, 1)",tanh,0.0001,0.003,0.0462,4e-05,0.001572327044025157
796,"(4, 2)",logistic,0.0001,0.001,0.0462,4e-05,0.001572327044025157
797,"(4, 2)",logistic,0.0001,0.003,0.0462,4e-05,0.001572327044025157
798,"(4, 2)",tanh,0.01,0.003,0.1,4e-05,0.001572327044025157
799,"(4, 3)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
800,"(6, 2)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
801,"(3, 1)",tanh,0.0001,0.003,0.0462,4e-05,0.001572327044025157
802,"(4, 6)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
803,"(4, 7)",logistic,0.0001,0.001,0.0462,4e-05,0.001572327044025157
804,"(4, 7)",tanh,0.0001,0.001,0.0462,4e-05,0.001572327044025157
805,"(5, 2)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
806,"(5, 3)",logistic,0.0001,0.003,0.1,4e-05,0.001572327044025157
807,"(2, 5)",tanh,0.0001,0.003,0.0462,4e-05,0.001572327044025157
808,"(5, 3)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
809,"(3, 1)",tanh,0.0001,0.001,0.0462,4e-05,0.001572327044025157
810,"(2, 2)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
811,"(6, 3)",logistic,0.0001,0.001,0.1,4e-05,0.001572327044025157
812,"(1, 6)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
813,"(7, 5)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
814,"(6, 6)",logistic,0.0001,0.003,0.1,4e-05,0.001572327044025157
815,"(7, 5)",tanh,0.0001,0.001,0.0462,4e-05,0.001572327044025157
816,"(2, 1)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
817,"(6, 5)",logistic,0.0001,0.003,0.1,4e-05,0.001572327044025157
818,"(1, 7)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
819,"(6, 5)",logistic,0.0001,0.001,0.0462,4e-05,0.001572327044025157
820,"(2, 1)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
821,"(6, 4)",tanh,0.0001,0.003,0.0462,4e-05,0.001572327044025157
822,"(1, 4)",tanh,0.0001,0.001,0.1,4e-05,0.001572327044025157
823,"(7, 2)",tanh,0.0001,0.003,0.1,4e-05,0.001572327044025157
824,"(6, 6)",logistic,0.0001,0.001,0.1,4e-05,0.001572327044025157
825,"(6, 3)",tanh,0.0001,0.001,0.1,5e-05,0.001965408805031446
826,"(5,)",tanh,0.0001,0.003,0.0462,5e-05,0.001965408805031446
827,"(5,)",tanh,0.0001,0.001,0.0462,5e-05,0.001965408805031446
828,"(5, 1)",tanh,0.0001,0.001,0.1,5e-05,0.001965408805031446
829,"(2, 5)",tanh,0.0001,0.001,0.0462,5e-05,0.001965408805031446
830,"(5,)",logistic,0.0001,0.001,0.1,5e-05,0.001965408805031446
831,"(7, 3)",tanh,0.0001,0.003,0.1,5e-05,0.001965408805031446
832,"(1, 1)",tanh,0.0001,0.003,0.0462,5e-05,0.001965408805031446
833,"(7, 5)",logistic,0.0001,0.001,0.1,5e-05,0.001965408805031446
834,"(5, 4)",tanh,0.0001,0.003,0.0462,5e-05,0.001965408805031446
835,"(7, 5)",tanh,0.0001,0.003,0.1,5e-05,0.001965408805031446
836,"(6,)",tanh,0.0001,0.001,0.1,5e-05,0.001965408805031446
837,"(7, 7)",tanh,0.0001,0.003,0.1,5e-05,0.001965408805031446
838,"(3, 3)",logistic,0.0001,0.001,0.1,5e-05,0.001965408805031446
839,"(3, 4)",tanh,0.0001,0.001,0.0462,5e-05,0.001965408805031446
840,"(7,)",tanh,0.0001,0.001,0.0462,5e-05,0.001965408805031446
841,"(7,)",tanh,0.0001,0.003,0.0462,5e-05,0.001965408805031446
842,"(4, 7)",tanh,0.0001,0.003,0.0462,5e-05,0.001965408805031446
843,"(3, 1)",tanh,0.0001,0.001,0.1,5e-05,0.001965408805031446
844,"(4,)",logistic,0.0001,0.001,0.0462,5e-05,0.001965408805031446
845,"(5, 6)",logistic,0.0001,0.001,0.1,5e-05,0.001965408805031446
846,"(4,)",tanh,0.0001,0.001,0.1,5e-05,0.001965408805031446
847,"(5, 5)",tanh,0.0001,0.003,0.1,5e-05,0.001965408805031446
848,"(6, 2)",tanh,0.0001,0.003,0.0462,5e-05,0.001965408805031446
849,"(3,)",tanh,0.0001,0.003,0.0462,5e-05,0.001965408805031446
850,"(1, 2)",tanh,0.0001,0.001,0.1,5e-05,0.001965408805031446
851,"(6, 4)",tanh,0.0001,0.003,0.1,5e-05,0.001965408805031446
852,"(6, 2)",logistic,0.0001,0.001,0.1,5e-05,0.001965408805031446
853,"(5, 7)",logistic,0.0001,0.001,0.1,5e-05,0.001965408805031446
854,"(7, 7)",tanh,0.0001,0.003,0.0462,6e-05,0.0023584905660377353
855,"(4,)",tanh,0.0001,0.003,0.1,6e-05,0.0023584905660377353
856,"(6, 1)",tanh,0.0001,0.001,0.1,6e-05,0.0023584905660377353
857,"(4, 5)",tanh,0.0001,0.003,0.0462,6e-05,0.0023584905660377353
858,"(7, 5)",tanh,0.0001,0.003,0.0462,6e-05,0.0023584905660377353
859,"(7, 6)",tanh,0.0001,0.001,0.1,6e-05,0.0023584905660377353
860,"(4, 4)",tanh,0.0001,0.001,0.1,6e-05,0.0023584905660377353
861,"(7,)",tanh,0.0001,0.001,0.1,6e-05,0.0023584905660377353
862,"(1, 5)",tanh,0.0001,0.003,0.1,6e-05,0.0023584905660377353
863,"(7, 2)",tanh,0.0001,0.003,0.0462,6e-05,0.0023584905660377353
864,"(7, 1)",tanh,0.0001,0.003,0.0462,6e-05,0.0023584905660377353
865,"(1, 3)",tanh,0.0001,0.003,0.0462,6e-05,0.0023584905660377353
866,"(5, 4)",tanh,0.0001,0.001,0.0462,6e-05,0.0023584905660377353
867,"(7, 2)",tanh,0.0001,0.001,0.0462,6e-05,0.0023584905660377353
868,"(6, 6)",tanh,0.0001,0.003,0.1,6e-05,0.0023584905660377353
869,"(6,)",tanh,0.0001,0.001,0.0462,6e-05,0.0023584905660377353
870,"(3, 6)",tanh,0.0001,0.001,0.1,7e-05,0.0027515723270440245
871,"(3, 7)",tanh,0.0001,0.001,0.1,7e-05,0.0027515723270440245
872,"(7,)",logistic,0.0001,0.001,0.1,7e-05,0.0027515723270440245
873,"(3, 5)",tanh,0.0001,0.001,0.1,7e-05,0.0027515723270440245
874,"(5, 5)",tanh,0.0001,0.001,0.1,7e-05,0.0027515723270440245
875,"(7, 3)",tanh,0.0001,0.001,0.1,7e-05,0.0027515723270440245
876,"(5, 6)",tanh,0.0001,0.003,0.0462,7e-05,0.0027515723270440245
877,"(6, 7)",tanh,0.0001,0.001,0.0462,7e-05,0.0027515723270440245
878,"(4, 6)",logistic,0.0001,0.003,0.0462,7e-05,0.0027515723270440245
879,"(6, 5)",tanh,0.0001,0.001,0.0462,7e-05,0.0027515723270440245
880,"(5,)",tanh,0.0001,0.001,0.1,7e-05,0.0027515723270440245
881,"(4,)",logistic,0.0001,0.001,0.1,7e-05,0.0027515723270440245
882,"(4, 3)",tanh,0.0001,0.003,0.0462,8e-05,0.003144654088050314
883,"(4, 6)",tanh,0.0001,0.003,0.0462,8e-05,0.003144654088050314
884,"(3,)",logistic,0.0001,0.003,0.1,8e-05,0.003144654088050314
885,"(3, 4)",tanh,0.0001,0.003,0.0462,8e-05,0.003144654088050314
886,"(6,)",tanh,0.0001,0.003,0.1,9e-05,0.0035377358490566034
887,"(6, 4)",tanh,0.0001,0.001,0.1,9e-05,0.0035377358490566034
888,"(7, 6)",tanh,0.0001,0.003,0.1,9e-05,0.0035377358490566034
889,"(6, 5)",tanh,0.0001,0.003,0.0462,9e-05,0.0035377358490566034
890,"(2,)",tanh,0.0001,0.001,0.1,0.0001,0.003930817610062892
891,"(3,)",tanh,0.0001,0.003,0.1,0.0001,0.003930817610062892
892,"(6,)",tanh,0.0001,0.003,0.0462,0.0001,0.003930817610062892
893,"(5, 2)",tanh,0.0001,0.001,0.1,0.00011,0.004323899371069181
894,"(7, 4)",tanh,0.0001,0.003,0.1,0.00012,0.004716981132075471
895,"(6, 5)",tanh,0.0001,0.001,0.1,0.00013,0.00511006289308176
896,"(7, 6)",tanh,0.0001,0.003,0.0462,0.00014,0.005503144654088049
