,Arquitetura,FA,Alpha,TA,FV,MSE,NMSE
1,"(3, 7)",tanh,0.0001,0.001,0.0462,1e-05,0.0003930817610062893
2,"(5, 2)",tanh,0.0001,0.003,0.0462,1e-05,0.0003930817610062893
3,"(5, 1)",tanh,0.0001,0.001,0.0462,1e-05,0.0003930817610062893
4,"(7, 1)",tanh,0.0001,0.003,0.1,1e-05,0.0003930817610062893
5,"(2,)",logistic,0.0001,0.003,0.0462,1e-05,0.0003930817610062893
6,"(1, 1)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
7,"(5, 2)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
8,"(5, 2)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
9,"(5, 2)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
10,"(5, 3)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
11,"(5, 3)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
12,"(5, 3)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
13,"(5, 3)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
14,"(5, 3)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
15,"(5, 3)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
16,"(5, 3)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
17,"(5, 3)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
18,"(5, 3)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
19,"(5, 2)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
20,"(5, 2)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
21,"(5, 2)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
22,"(5, 2)",logistic,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
23,"(5, 2)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
24,"(5, 2)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
25,"(5, 1)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
26,"(5, 1)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
27,"(5, 1)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
28,"(5, 1)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
29,"(5, 1)",tanh,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
30,"(5, 1)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
31,"(5, 1)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
32,"(5, 1)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
33,"(5, 1)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
34,"(5, 1)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
35,"(5, 2)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
36,"(5, 4)",logistic,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
37,"(5, 4)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
38,"(5, 4)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
39,"(5, 7)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
40,"(5, 7)",tanh,0.0001,0.001,0.1,2e-05,0.0007861635220125786
41,"(5, 7)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
42,"(5, 7)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
43,"(6, 1)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
44,"(6, 1)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
45,"(5, 7)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
46,"(6, 1)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
47,"(6, 1)",tanh,0.0001,0.003,0.1,2e-05,0.0007861635220125786
48,"(6, 1)",tanh,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
49,"(6, 1)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
50,"(6, 1)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
51,"(6, 2)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
52,"(6, 2)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
53,"(6, 1)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
54,"(5, 1)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
55,"(5, 6)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
56,"(5, 6)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
57,"(5, 4)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
58,"(5, 4)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
59,"(5, 4)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
60,"(5, 5)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
61,"(5, 5)",logistic,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
62,"(5, 5)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
63,"(5, 6)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
64,"(5, 5)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
65,"(5, 5)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
66,"(5, 5)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
67,"(5, 6)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
68,"(5, 6)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
69,"(5, 6)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
70,"(5, 6)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
71,"(5, 5)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
72,"(7,)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
73,"(4, 7)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
74,"(6, 2)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
75,"(3, 7)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
76,"(3, 7)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
77,"(4, 1)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
78,"(4, 1)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
79,"(4, 1)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
80,"(4, 1)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
81,"(3, 7)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
82,"(4, 1)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
83,"(4, 1)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
84,"(4, 1)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
85,"(4, 1)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
86,"(4, 1)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
87,"(4, 2)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
88,"(4, 2)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
89,"(4, 1)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
90,"(4, 2)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
91,"(3, 7)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
92,"(3, 7)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
93,"(3, 5)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
94,"(3, 5)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
95,"(3, 5)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
96,"(3, 5)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
97,"(3, 5)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
98,"(3, 6)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
99,"(3, 7)",tanh,0.0001,0.003,0.1,2e-05,0.0007861635220125786
100,"(3, 6)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
101,"(3, 6)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
102,"(3, 6)",tanh,0.0001,0.003,0.1,2e-05,0.0007861635220125786
103,"(3, 6)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
104,"(3, 6)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
105,"(3, 6)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
106,"(3, 7)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
107,"(3, 6)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
108,"(4, 7)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
109,"(4, 2)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
110,"(4, 2)",tanh,0.0001,0.003,0.1,2e-05,0.0007861635220125786
111,"(4, 4)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
112,"(4, 5)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
113,"(4, 5)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
114,"(4, 5)",tanh,0.0001,0.001,0.1,2e-05,0.0007861635220125786
115,"(4, 5)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
116,"(4, 6)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
117,"(4, 4)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
118,"(4, 6)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
119,"(4, 6)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
120,"(4, 6)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
121,"(4, 6)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
122,"(4, 6)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
123,"(4, 7)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
124,"(4, 7)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
125,"(4, 6)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
126,"(4, 2)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
127,"(4, 4)",tanh,0.0001,0.003,0.1,2e-05,0.0007861635220125786
128,"(4, 4)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
129,"(4, 2)",tanh,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
130,"(4, 2)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
131,"(4, 2)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
132,"(4, 3)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
133,"(4, 3)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
134,"(4, 3)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
135,"(4, 4)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
136,"(4, 3)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
137,"(4, 3)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
138,"(4, 3)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
139,"(4, 3)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
140,"(4, 4)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
141,"(4, 4)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
142,"(4, 4)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
143,"(4, 3)",tanh,0.0001,0.001,0.1,2e-05,0.0007861635220125786
144,"(6, 2)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
145,"(6, 2)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
146,"(3, 5)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
147,"(7, 7)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
148,"(7, 7)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
149,"(7, 7)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
150,"(1,)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
151,"(1,)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
152,"(1,)",logistic,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
153,"(7, 7)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
154,"(1,)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
155,"(1,)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
156,"(1,)",tanh,0.0001,0.003,0.1,2e-05,0.0007861635220125786
157,"(1,)",tanh,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
158,"(1,)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
159,"(1,)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
160,"(1,)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
161,"(1,)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
162,"(2,)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
163,"(7, 7)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
164,"(7, 7)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
165,"(7, 4)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
166,"(7, 5)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
167,"(7, 5)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
168,"(7, 5)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
169,"(7, 5)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
170,"(7, 5)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
171,"(7, 7)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
172,"(7, 6)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
173,"(7, 6)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
174,"(7, 6)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
175,"(7, 6)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
176,"(7, 6)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
177,"(7, 6)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
178,"(7, 6)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
179,"(7, 6)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
180,"(7, 4)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
181,"(2,)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
182,"(2,)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
183,"(5,)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
184,"(5,)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
185,"(5,)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
186,"(5,)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
187,"(5,)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
188,"(6,)",logistic,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
189,"(5,)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
190,"(6,)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
191,"(6,)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
192,"(6,)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
193,"(7,)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
194,"(7,)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
195,"(7,)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
196,"(7,)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
197,"(6,)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
198,"(2,)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
199,"(4,)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
200,"(4,)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
201,"(2,)",tanh,0.0001,0.003,0.1,2e-05,0.0007861635220125786
202,"(2,)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
203,"(2,)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
204,"(3,)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
205,"(3,)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
206,"(3,)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
207,"(4,)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
208,"(3,)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
209,"(3,)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
210,"(3,)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
211,"(3,)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
212,"(4,)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
213,"(4,)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
214,"(4,)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
215,"(3,)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
216,"(6, 2)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
217,"(7, 4)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
218,"(7, 4)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
219,"(6, 4)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
220,"(6, 4)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
221,"(6, 4)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
222,"(6, 5)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
223,"(6, 5)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
224,"(6, 5)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
225,"(6, 4)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
226,"(6, 5)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
227,"(6, 6)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
228,"(6, 6)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
229,"(6, 6)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
230,"(6, 6)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
231,"(6, 6)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
232,"(6, 6)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
233,"(6, 6)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
234,"(6, 7)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
235,"(6, 4)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
236,"(6, 4)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
237,"(6, 2)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
238,"(6, 2)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
239,"(6, 2)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
240,"(6, 3)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
241,"(6, 3)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
242,"(6, 3)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
243,"(6, 4)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
244,"(6, 3)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
245,"(6, 3)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
246,"(6, 4)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
247,"(6, 4)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
248,"(6, 4)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
249,"(6, 4)",logistic,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
250,"(6, 4)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
251,"(6, 3)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
252,"(7, 4)",tanh,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
253,"(6, 7)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
254,"(6, 7)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
255,"(7, 2)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
256,"(7, 3)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
257,"(7, 3)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
258,"(7, 3)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
259,"(7, 3)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
260,"(7, 3)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
261,"(7, 2)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
262,"(7, 3)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
263,"(7, 4)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
264,"(7, 4)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
265,"(7, 4)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
266,"(7, 4)",logistic,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
267,"(7, 4)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
268,"(7, 4)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
269,"(7, 3)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
270,"(6, 7)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
271,"(7, 2)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
272,"(7, 2)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
273,"(6, 7)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
274,"(6, 7)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
275,"(6, 7)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
276,"(7, 1)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
277,"(7, 1)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
278,"(7, 1)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
279,"(7, 2)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
280,"(7, 1)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
281,"(7, 1)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
282,"(7, 1)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
283,"(7, 1)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
284,"(7, 1)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
285,"(7, 2)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
286,"(7, 2)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
287,"(7, 1)",tanh,0.0001,0.001,0.1,2e-05,0.0007861635220125786
288,"(3, 5)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
289,"(4, 7)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
290,"(1, 4)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
291,"(1, 7)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
292,"(2, 1)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
293,"(2, 7)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
294,"(2, 6)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
295,"(2, 1)",logistic,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
296,"(2, 6)",tanh,0.0001,0.003,0.1,2e-05,0.0007861635220125786
297,"(2, 6)",tanh,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
298,"(2, 1)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
299,"(2, 1)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
300,"(2, 6)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
301,"(2, 6)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
302,"(2, 6)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
303,"(2, 6)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
304,"(1, 3)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
305,"(1, 1)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
306,"(2, 1)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
307,"(2, 6)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
308,"(2, 5)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
309,"(2, 1)",logistic,0.01,0.003,0.0462,2e-05,0.0007861635220125786
310,"(1, 1)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
311,"(2, 5)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
312,"(2, 5)",tanh,0.01,0.001,0.1,2e-05,0.0007861635220125786
313,"(2, 5)",tanh,0.0001,0.003,0.1,2e-05,0.0007861635220125786
314,"(2, 7)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
315,"(2, 7)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
316,"(2, 7)",logistic,0.01,0.003,0.1,2e-05,0.0007861635220125786
317,"(1, 7)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
318,"(3, 1)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
319,"(1, 6)",tanh,0.01,0.001,0.0462,2e-05,0.0007861635220125786
320,"(3, 1)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
321,"(1, 6)",tanh,0.01,0.003,0.1,2e-05,0.0007861635220125786
322,"(1, 6)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
323,"(1, 7)",logistic,0.0001,0.001,0.1,2e-05,0.0007861635220125786
324,"(1, 7)",logistic,0.0001,0.001,0.0462,2e-05,0.0007861635220125786
325,"(1, 7)",logistic,0.0001,0.003,0.1,2e-05,0.0007861635220125786
326,"(1, 7)",logistic,0.0001,0.003,0.0462,2e-05,0.0007861635220125786
327,"(1, 7)",logistic,0.01,0.001,0.1,2e-05,0.0007861635220125786
328,"(1, 7)",logistic,0.01,0.001,0.0462,2e-05,0.0007861635220125786
329,"(1, 1)",tanh,0.01,0.003,0.0462,2e-05,0.0007861635220125786
