Year,y,net_0,net_1,net_2,net_3,net_4
2001,-37.2,-3.424131381403214,-5.187670989620337,-1.7214988746686757,-0.2183934629036628,1.422597726267
2002,-16.700000000000003,-3.3555109373433893,-5.095994387571302,-1.7175505983167199,0.06310594087025834,1.9656532939580629
2003,66.19999999999999,-3.3994045010150202,-5.215631604939105,-2.1724229754299884,-0.6161823463407785,1.8169368188655781
2004,89.20000000000002,-2.7341209564784776,-4.825733473516813,-1.9794048400079092,-0.5242693159578522,1.8877506673239353
2005,-35.900000000000006,-3.6114015904882635,-4.955817878647274,-2.39268448260043,-0.32589671345753146,1.1747057926259785
2006,-35.400000000000006,-3.1540405319243945,-5.034708251773914,-1.737838812739966,-0.2502913141390124,1.8709479760419683
2007,81.20000000000002,-3.02321948404353,-4.855480621107951,-1.890372288378373,-1.1007139789409237,1.2569994228802983
2008,6.299999999999997,-3.122733471997769,-5.3545791461984535,-1.4693951640647,-0.7694380019947431,2.0441934836872306
2009,-46.7,-3.6374070332232833,-5.3836518358174885,-1.519582865923077,0.30902631558669214,1.4620745504608479
2010,2.6999999999999957,-4.85363203400815,-5.156331787331496,-2.295581691954375,-0.8205487206560989,1.2619210891879575
2011,12.199999999999996,-3.333676291759538,-5.218770192390103,-1.9913451798580297,-0.37711609647736566,2.0203019817689025
2012,-25.5,-3.2542709352657866,-4.820608959024476,-1.7578291978129954,0.11725984566776759,1.6778711872266783
2013,0.8999999999999986,-3.2491889837136725,-4.933223560514719,-2.1198143328559453,-0.8703516404253548,1.3264316720113882
2014,-19.9,-3.502266091224911,-5.305606683266291,-2.0453493742950357,-0.35152366989499484,1.7841338908802271
2015,-41.400000000000006,-3.96997960957372,-5.072558456600532,-2.187669312378482,0.19580806328926315,1.956349778338783
