Year,y,net_0,net_1,net_2,net_3,net_4
2001,-118.84666666666669,28.213092055011657,13.909749693498213,-0.7041214102724211,-6.944585664925796,-21.846355042168454
2002,69.65333333333331,30.319268734005618,11.555211728266386,-2.0631807301676304,-5.863732387660377,-24.80318071463273
2003,83.05333333333334,27.341875032588177,12.539952016579491,-1.3256845799470511,-6.3825439372898245,-25.234387178621773
2004,-79.84666666666669,28.45387097071108,13.976425547370752,-2.099304246876045,-6.533810122598027,-25.49955130148288
2005,97.75333333333333,27.33583186399568,14.985304714788697,-0.7595729142252026,-6.852093728475438,-23.015770774263558
2006,-54.94666666666669,31.62658240861515,12.048246510095453,-2.7109905650889914,-5.1449031671647845,-24.941146884597686
2007,36.05333333333334,24.631405683958576,12.894421074339675,0.00037042802892983673,-6.10149165562791,-23.30375619148481
2008,38.353333333333296,29.348834643193925,12.828897405188684,-1.8607663121902078,-5.35032531160175,-21.549838397896565
2009,-84.94666666666669,31.781562721591,12.502748191345916,-2.40633278545522,-4.090881541301485,-24.810332515448692
2010,-3.646666666666704,23.73862589298068,14.355829546433313,-0.029116117655178186,-5.811249499584221,-22.694091642143405
2011,208.8533333333333,26.480279560200415,15.951376617690926,-2.294417406938635,-5.40836354535071,-22.690342539302264
2012,-111.44666666666669,29.611081372773413,11.135603510554802,-1.5981195810829263,-5.632078161062964,-23.21491441249293
2013,113.55333333333334,27.882622609262626,13.890782133946288,-2.2263987844918915,-6.402096493341276,-23.261004246314656
2014,-52.04666666666668,30.211534353746742,13.142722343144158,-2.655757426283003,-6.577956464932754,-24.27666505368194
2015,-141.54666666666668,31.89566058896247,10.522181473497938,-2.5044615437265065,-6.86135494689097,-26.297432304135953
