Year,y,net_0,net_1,net_2,net_3,net_4
2001,-89.37333333333333,3.215859396973613,0.9227405586018307,1.7619076760083772,-7.455039368284886,3.1173998159145953
2002,98.62666666666667,4.44872210622141,2.843292800426397,1.9925947101325363,-7.129393218963486,2.639837049246026
2003,-20.573333333333323,3.2010991361815258,1.3227827396357554,-0.5017138703256165,-7.352820265552097,2.756286118989962
2004,-51.47333333333333,3.313495307811621,-0.01651841302694379,1.161342817880893,-7.181137169330725,2.2327512973093633
2005,-42.273333333333326,4.161474786173812,2.282679038352157,2.452061036904567,-6.285715459227461,2.7392820554687347
2006,-51.47333333333333,3.507399096751044,0.5455290805395379,-0.010276272180803403,-7.754880585501894,1.8515951704051332
2007,-88.97333333333333,2.951123457000321,1.4894844551299826,-0.38366717128532457,-6.588105085837128,2.4011972410199007
2008,44.72666666666666,3.153942379858435,0.6332778335743683,3.172059151724582,-7.489504534294269,3.8490042114037095
2009,-91.47333333333333,4.09088608386871,2.364545306208356,1.7233522772759926,-7.895663182515236,4.134842972974539
2010,-0.5733333333333235,4.004716449402366,2.2626418835240116,-0.19905698145498718,-6.842210007731083,4.974358101050797
2011,166.22666666666666,3.407004798203758,2.9300633134619005,2.961895423701776,-6.221918108886115,4.539488999974068
2012,63.82666666666668,3.003819889160525,-0.05539769456923693,4.350119440018773,-6.598348825855027,3.7005562640151055
2013,75.52666666666667,2.838377910391557,0.8158137208135656,1.1185949479086048,-7.105742754156267,0.6700979933426652
2014,73.42666666666668,4.232716720169478,0.9943706869290025,1.0313472237233157,-7.007255100196971,2.5357987037719028
2015,-86.17333333333333,4.4385735830707915,2.124745778215427,1.6579519865217662,-6.615256991108211,2.883012694352999
