Year,y,net_0,net_1,net_2,net_3,net_4
2001,66.02666666666664,3.216019812264733,-9.864205264217333,-2.3728318384509066,5.87135804177916,-4.9184883188306685
2002,98.42666666666668,3.320581101778714,-12.965854830982721,-1.4334923852737802,6.183583509059645,-3.9881935336684364
2003,-176.57333333333332,5.268270222707997,-9.552626259776105,-3.2768189499117284,6.602091681124648,-5.3496647515844415
2004,-102.77333333333334,5.381178841901203,-11.26251299552149,-3.378981119896139,6.162384827587971,-4.276101972333549
2005,-116.67333333333335,2.51535551833382,-9.688140320876983,-2.4647362732061993,6.123743949215111,-4.888750044344079
2006,-109.07333333333332,3.6754981962116062,-10.775447796211836,-1.9867015341866363,6.883500008052465,-4.748475273017505
2007,132.02666666666664,3.6779716771825406,-8.37076992958788,-3.157328470585867,6.425349002077326,-5.239085098454041
2008,115.02666666666664,2.4831488021133623,-9.269560952703841,-2.026971113672232,6.769608579434987,-4.551617112150495
2009,28.426666666666677,2.880121497804737,-10.92121059049515,-2.117622066969716,6.834529215243776,-5.394801622950354
2010,13.426666666666677,3.6855996919625227,-8.106073364825306,-2.653224998494295,6.303162699498557,-5.2802663009240405
2011,-55.57333333333332,1.8516112690094246,-8.09615135697959,-1.7133410635158839,6.170920013547686,-4.169974328902526
2012,82.82666666666665,3.4286194909945493,-10.09052645891694,-2.246767046092714,6.394602033222725,-4.318623921669314
2013,32.22666666666669,5.147427044844505,-9.418975461269156,-2.0361557045874292,6.169087348881533,-4.153206967065216
2014,-29.073333333333323,2.2464835820506437,-9.889329361894909,-1.8593400550443562,6.681741671956047,-3.6741225814722043
2015,21.326666666666654,3.5476412879074246,-11.40171463315022,-2.3059984405541627,6.915378717312706,-4.220002557250382
