Year,y,net_0,net_1,net_2,net_3,net_4
2001,-110.01333333333338,4.238316481650031,-46.72522312581361,-30.167410069746722,19.51180426019272,-3.575895622760413
2002,-131.51333333333338,5.754658054525464,-46.58236697099858,-32.42749786404488,22.44421525408802,-3.7619488556654233
2003,-117.6133333333334,3.3614479347725137,-49.557120819325576,-28.722169148665614,21.48913209157473,-4.370491580364217
2004,97.3866666666666,4.293577845761604,-46.99303298089359,-29.154658143192705,21.024550879229253,-4.2220795844179975
2005,7.186666666666611,2.7375341952975987,-48.29080305107078,-31.660259912529057,21.08361466188103,-4.381800692339368
2006,-61.51333333333338,5.298704966985838,-48.88115398943296,-27.38346263722883,24.714974697242553,-2.92983368246945
2007,9.18666666666661,4.74758583727845,-47.75848306528184,-30.714969022985542,21.39493938778378,-4.504161380884796
2008,226.1866666666666,5.620542883700409,-50.00590119246755,-28.14163824451981,22.066861967222962,-2.855155605801599
2009,-94.31333333333339,4.684116294541013,-48.21995061090712,-28.360593170026505,21.72965752716226,-3.9566667128002564
2010,-120.41333333333338,4.197143787201298,-49.73656604321411,-32.00976354866032,21.358719220091302,-4.83506517085317
2011,-3.513333333333378,3.1956638295651487,-51.71715747590645,-26.887058644951253,23.345020680793994,-3.143299146013021
2012,-49.41333333333341,5.592364754817254,-46.481621134880186,-32.262496572585974,22.690598510419022,-2.197187209558365
2013,100.58666666666659,2.945501894870631,-48.87096367180942,-30.673022109379076,21.502336625878115,-3.44159198278669
2014,200.88666666666666,4.700773907275675,-51.02812452094122,-27.34092116348654,24.11925725913551,-3.887133013084963
2015,46.8866666666666,5.435937621765731,-47.725342466100926,-29.541359095631094,19.945172341529428,-4.500313473899837
