Year,y,net_0,net_1,net_2,net_3,net_4
2001,-77.77999999999997,-0.7707698781591148,-29.71114652941452,11.97711958099626,7.46095485447637,6.493629914397218
2002,-57.37999999999997,0.03880210290492414,-29.35204032890573,14.011616016713333,7.864731916973085,5.674179863815596
2003,43.620000000000005,-3.503066510501526,-28.817491717672794,11.540390480786641,7.690719389301023,4.369400478451723
2004,-146.67999999999998,-3.474168890224803,-29.359678783619813,12.999246643433139,8.154634872314205,5.3698425949228294
2005,34.22000000000003,1.8549396996300516,-30.200806095888993,11.706401858919719,6.931230535630959,5.7588121543375905
2006,49.120000000000005,-2.192010840381215,-29.54438543097575,12.02133888673876,7.549176431135663,5.158277552237848
2007,-159.57999999999998,0.48796212153860097,-31.292219282445387,10.025318977775157,6.693070978584842,5.8844336750975685
2008,1.5200000000000387,-3.084184698155525,-30.113589150158305,11.091567747069746,7.061297592405651,7.2886052583970695
2009,160.62,-1.342420297499416,-29.53008189735482,12.893678297984934,7.248095012369447,3.667379245683833
2010,55.22000000000003,0.5234452286831015,-30.459185034303573,10.73248348907481,6.015039625666304,6.557719355011216
2011,196.02000000000004,-0.7827005735583157,-30.379910691365183,10.814298844748578,6.81375275633701,6.880714916822797
2012,-8.579999999999984,-0.3807114932068316,-29.247499271543518,11.908123309776158,7.631879797672752,5.974345489680502
2013,44.82000000000005,0.8911518193660299,-30.266350713551446,11.699931078123313,6.98981764898673,6.169789831043204
2014,-51.87999999999997,-1.4045457206300398,-29.629197616652448,12.56086888734427,8.21616568162574,5.856112639257333
2015,-83.27999999999997,-0.323307752234939,-28.627806504927435,15.359317074293983,7.566891474453712,3.8947241796621483
