Year,y,net_0,net_1,net_2,net_3,net_4
2001,-37.553333333333335,2.8738737373610945,1.044723885566583,0.11683620293487706,-1.6277347186534428,0.5876018677883224
2002,-64.75333333333333,3.554565279606564,0.3796961795828224,-0.8218044565271896,-1.2679386219820685,0.6090895898437338
2003,24.846666666666664,3.4517177106136785,2.5658242219768823,-1.5669572782381067,-1.6117394777564584,1.11147045331262
2004,-8.553333333333335,3.881667694920992,1.8350634213649641,-1.360334386470612,-1.1248934512793056,0.9752202670231043
2005,-15.753333333333337,3.958715296731768,1.2784206936446338,-1.5235223732215388,-1.0647682834353418,0.7638799868389441
2006,3.4466666666666583,3.2183460590739656,1.6598828828466594,-0.47248980481802505,-1.5458720062347737,0.8061048538526165
2007,53.94666666666666,3.7333500446635526,2.7179976475910763,-0.4717071157013777,-1.3185287786436675,0.971385073571696
2008,12.046666666666667,2.347526204121081,0.5696983542822096,1.1118947237762882,-2.053844360237605,0.8886623493399952
2009,-43.053333333333335,3.2299084086227055,0.6938446056107495,0.3604431452029928,-1.5130792357958995,0.3396058456101656
2010,32.44666666666666,3.531110686296145,2.0587670751064877,-0.5896928188609678,-1.5189817290470415,1.2046524319869434
2011,-47.95333333333333,2.596158205286997,0.9394143102350085,-0.5878795043148131,-1.676745804914873,0.9693396777407628
2012,14.846666666666664,3.111130054629129,0.5476128063266401,-1.1182151976969834,-1.0670569850897351,0.7298102025781077
2013,98.94666666666666,3.149398506347609,2.10270172542279,0.06854671091092257,-1.361410866422304,0.971482075784948
2014,-2.0533333333333417,3.1369967531042278,0.03195919605137476,0.8543843709204566,-1.384014189448692,0.5292576649842573
2015,-20.85333333333334,4.2379854650730095,-0.17408345774825307,0.11312288158991635,-0.9846462968885845,0.41284689910321504
