Year,y,net_0,net_1,net_2,net_3,net_4
2001,43.506666666666675,-1.677941002276242,9.859880664547589,3.6480999517077066,11.133556711569796,1.5229117995732793
2002,38.506666666666675,-1.1750357790169517,10.37969655982728,3.8854920677140683,10.887479465799814,1.3363088002857921
2003,-9.893333333333317,-0.26681595982014983,11.187925375484426,4.397627567698848,10.994526671777109,2.5368534629266577
2004,-0.39333333333331666,-0.8286383094140035,11.084880179927566,4.362937700989477,10.787404271074692,2.09422455867076
2005,-67.09333333333332,-0.38306777324645225,11.50013750495502,3.9225072542225234,10.649031306570905,2.5621782496464363
2006,-33.59333333333332,-0.9478855000740509,10.005568798417457,4.651183026267788,10.772179927134758,1.4139262444893035
2007,-20.393333333333317,-0.9843211582421105,10.824126784380795,4.362102299441048,11.306865882895593,2.454866944799093
2008,82.10666666666667,-1.3718930936345686,9.465969857425918,4.570060720168698,11.32047938927063,1.165612606206551
2009,45.20666666666669,0.12037198759568923,10.156965091771113,3.660327297407335,10.880706245864516,1.2371305750607036
2010,-1.4933333333333252,-0.1642212279336377,12.071740018487148,4.083499669433564,11.123495618598824,2.0571418547454954
2011,0.7066666666666777,-1.2149153164677529,10.066733107574336,4.012071971468643,10.571156631835166,2.528643295087676
2012,-35.193333333333314,-1.9498917193614318,9.581196050475612,3.6421965872897033,10.963585758582653,1.1776052273342117
2013,-88.29333333333332,-0.9795594219481529,10.00332391710593,3.811041420355224,10.945739100325156,1.9660363180946518
2014,91.10666666666667,-1.1496664416888933,9.702781523650017,3.6440534640155136,11.118548052563838,1.884646187439273
2015,-44.79333333333332,0.2242344030920833,11.298340409291441,3.6360086637818796,11.029159773385302,1.3796363745218798
