Year,y,net_0,net_1,net_2,net_3,net_4
2001,-125.71999999999994,60.45949185752781,-4.53520312277837,-2.624999303428865,23.901752652690277,-2.7192467281632844
2002,-99.51999999999994,61.1562294109456,-3.0534930079744242,-4.727096508444106,24.177544230626523,-2.3600596588862572
2003,-61.11999999999995,60.5623524170978,-4.769930268341511,-2.1429980099652255,25.4776965024339,-2.1206048097289454
2004,-167.41999999999993,60.95034416206184,-3.138802150399755,-3.096569341559672,25.625908668044843,-2.340915249193131
2005,30.880000000000052,60.4744971313543,-3.8051283560533875,-4.477107804153803,22.550899045766073,-1.542135917979266
2006,113.28000000000006,60.9451344855743,-3.1606405634414614,-1.6022202121810096,23.99498826035014,-2.394397533493361
2007,45.48000000000005,59.93888263619789,-5.694360170005041,-3.0859160647206636,23.52088845763606,-2.6743276575017205
2008,100.08000000000007,60.35735591241959,-4.3869879168034345,-1.1391322143825562,23.72011159011757,-2.9373059234212917
2009,-48.41999999999993,60.2828188390867,-4.473857524625174,-2.711492282108992,22.9571444649942,-2.17571286270595
2010,-40.11999999999995,60.05189383180726,-4.03140747734227,-4.199800369586171,22.885922635373362,-2.739366426847397
2011,92.08000000000007,59.89059835950451,-3.498790926532962,-4.656744560426603,23.685358074499362,-1.9860585705285132
2012,103.78000000000006,59.70234344944774,-4.3712348320831325,-3.9899639176072412,22.504945339870318,-1.9639479843878007
2013,131.48000000000005,60.58862297014605,-5.6347705301052144,-2.4426292921492916,23.023945543107658,-2.539333013276604
2014,15.280000000000058,60.6094474710072,-2.3826006952021714,-2.917469536341855,23.65357239185363,-2.656926021020894
2015,-90.01999999999994,60.08564262888402,-3.536505851420884,-4.021768091176682,24.220240880974046,-1.744540513918082
