Year,rainfall_05,nino3_01,nino3_02,nino3_03,nino3_04,nino3_11,nino3_12,nino4_01,nino4_02,nino4_03,nino4_04,nino4_11,nino4_12,nino12_01,nino12_02,nino12_03,nino12_04,nino12_11,nino12_12,rainfall_01,rainfall_02,rainfall_03,rainfall_04,rainfall_11,rainfall_12,tsa_01,tsa_02,tsa_03,tsa_04,tsa_11,tsa_12,nino34_01,nino34_02,nino34_03,nino34_04,nino34_11,nino34_12
1950,-4.346987951807137,-1.7318181818181877,-1.2621212121212082,-0.5598484848484837,-0.7592424242424336,-0.8192424242424217,-0.8230303030303077,-0.9907575757575806,-1.237575757575765,-1.2707575757575815,-1.0372727272727218,-1.123636363636361,-1.073030303030297,-1.1100000000000063,-1.5460606060606104,-1.0136363636363654,-1.54303030303031,-1.3859090909090952,-0.9353030303030324,44.23012048192778,-39.581927710843466,123.84457831325308,-25.130120481927747,-47.97951807228912,120.14337349397582,0.0163235294117647,0.08779411764705883,0.035294117647058795,-0.2355882352941177,-0.4770588235294118,-0.956029411764706,-1.612424242424254,-1.4445454545454517,-1.1081818181818228,-1.273181818181822,-0.9525757575757544,-1.174090909090907
1951,74.05301204819284,-0.6118181818181867,-0.5121212121212082,-0.0498484848484857,0.03075757575756555,0.960757575757576,0.6569696969696928,-0.7807575757575798,-0.8975757575757619,-0.3307575757575805,-0.027272727272723785,0.1363636363636367,0.09696969696970116,-0.220000000000006,-0.8360606060606095,-0.7436363636363623,-0.2330303030303078,0.7340909090909022,0.15469696969696756,-4.669879518072207,-118.9819277108435,-0.2554216867469563,104.86987951807224,-32.77951807228911,-13.45662650602415,-1.043676470588235,-0.7622058823529412,-0.9547058823529412,-0.5755882352941177,-0.09705882352941177,-0.036029411764705886,-1.1224242424242554,-0.924545454545452,-0.16818181818182154,-0.023181818181821967,0.4674242424242436,0.2959090909090918
1952,54.55301204819285,0.3881818181818133,0.1678787878787915,0.2001515151515143,0.1907575757575657,-0.6792424242424211,-0.3630303030303068,0.19924242424242067,0.052424242424237384,-0.03075757575758331,0.1227272727272748,-0.15363636363636246,-0.08303030303029857,-0.010000000000008669,0.07393939393939064,0.006363636363637681,-0.5130303030303089,-0.4859090909090966,-0.055303030303033296,63.830120481927786,143.41807228915658,18.144578313253017,140.86987951807225,2.920481927710881,156.54337349397585,-0.0036764705882353092,-0.07220588235294116,-0.1647058823529412,-0.14558823529411768,-0.017058823529411758,-0.1760294117647059,0.2375757575757476,0.15545454545454618,0.17181818181817832,0.3668181818181786,-0.2625757575757568,-0.034090909090906514
1953,-62.246987951807135,0.2181818181818116,0.4478787878787927,0.4301515151515147,0.4307575757575641,0.17075757575757675,0.2669696969696922,0.04924242424241854,-0.04757575757576405,-0.08075757575758047,0.05272727272727806,0.1863636363636374,0.3769696969697023,-0.1200000000000081,0.3639393939393898,0.8663636363636371,1.5369696969696918,0.10409090909090324,-0.3353030303030309,-60.169879518072214,144.91807228915658,-33.05542168674697,-108.53012048192778,0.3204819277108868,-43.95662650602415,-0.2136764705882353,-0.3122058823529412,-0.0747058823529412,-0.35558823529411765,-0.19705882352941176,-0.44602941176470573,0.4275757575757453,0.5454545454545467,0.4518181818181794,0.5668181818181779,0.3374242424242446,0.4759090909090915
1954,-167.7469879518071,0.05818181818181145,0.027878787878794498,-0.26984848484848456,-1.319242424242436,-0.9892424242424234,-1.183030303030307,0.3192424242424181,0.2324242424242371,-0.14075757575758274,-0.2672727272727222,-0.7036363636363632,-0.7130303030302976,-1.6900000000000084,-0.7960606060606104,-1.0736363636363642,-2.5030303030303074,-1.2159090909090968,-1.3453030303030324,32.23012048192777,-6.181927710843468,3.244578313253044,-74.23012048192777,79.6204819277109,-38.45662650602414,-0.4936764705882353,-0.5622058823529412,-0.6047058823529412,-0.4655882352941177,-0.13705882352941176,-0.2660294117647059,0.4675757575757444,0.4054545454545462,-0.14818181818182194,-0.7631818181818204,-0.7225757575757541,-0.9040909090909076
1955,42.95301204819288,-0.6118181818181867,-0.5421212121212058,-0.6998484848484843,-0.9492424242424348,-2.049242424242422,-1.8530303030303088,-0.4907575757575806,-0.6475757575757619,-0.5707575757575825,-0.6672727272727244,-1.613636363636363,-1.193030303030298,-0.6200000000000081,-1.0060606060606077,-1.1436363636363645,-1.1130303030303104,-1.5259090909090958,-1.3453030303030324,-6.669879518072207,84.0180722891565,10.544578313253057,-42.43012048192776,17.120481927710898,64.54337349397585,-0.4836764705882353,-0.6622058823529411,-0.5347058823529413,-0.5855882352941177,-0.21705882352941175,-0.6060294117647058,-0.642424242424255,-0.7845454545454515,-0.7881818181818225,-0.9531818181818216,-2.142575757575756,-1.794090909090908
1956,-78.04698795180715,-0.7518181818181873,-0.3921212121212072,-0.2898484848484841,-0.5192424242424352,-1.009242424242423,-1.0030303030303074,-1.1307575757575812,-1.007575757575765,-0.8107575757575809,-0.7272727272727231,-0.5236363636363635,-0.33303030303029857,-0.8700000000000081,-0.6760606060606094,-0.3436363636363637,-0.9430303030303088,-0.8859090909090952,-1.2853030303030335,-30.8698795180722,-58.48192771084348,-61.95542168674695,-36.03012048192778,18.120481927710895,-11.156626506024168,-0.5636764705882353,-0.7522058823529412,-0.6547058823529411,-0.7955882352941177,-0.4470588235294117,-0.5260294117647059,-0.8324242424242527,-0.5845454545454523,-0.5681818181818201,-0.8331818181818207,-0.8625757575757547,-0.6940909090909066
1957,-156.14698795180715,-0.6418181818181878,-0.2121212121212075,0.3001515151515157,0.4407575757575657,1.1507575757575772,1.3669696969696936,-0.16075757575757876,-0.07757575757576518,-0.0607575757575809,0.19272727272727508,0.4863636363636381,0.556969696969702,-1.620000000000008,0.02393939393938993,0.9263636363636358,1.1969696969696921,0.8640909090909048,0.6846969696969687,130.43012048192782,-79.28192771084345,-44.45542168674695,14.169879518072207,-76.47951807228911,-62.75662650602416,-0.4336764705882353,-0.17220588235294115,-0.1547058823529412,-0.09558823529411767,-0.2770588235294117,-0.1960294117647059,-0.43242424242425415,-0.17454545454545212,0.2418181818181786,0.4868181818181796,1.0774242424242428,1.2659090909090942
1958,-147.94698795180716,1.3381818181818126,1.0378787878787925,0.5901515151515149,0.38075757575756697,0.13075757575757765,-0.20303030303030667,0.9592424242424188,1.1224242424242377,0.9192424242424196,0.5827272727272756,0.2563636363636377,0.436969696969701,0.20999999999999372,0.5939393939393902,0.7763636363636373,0.9869696969696912,-0.04590909090909534,-0.20530303030303187,88.43012048192782,-95.08192771084349,-76.35542168674695,36.66987951807221,-22.279518072289108,60.44337349397583,-0.3236764705882353,-0.3222058823529412,-0.6547058823529411,-0.6955882352941176,-0.40705882352941175,-0.05602941176470588,1.7075757575757464,1.5454545454545467,1.0218181818181795,0.6168181818181786,0.3874242424242453,0.24590909090909466
1959,-110.64698795180716,0.018181818181812304,0.017878787878792934,-0.13984848484848555,0.060757575757566684,-0.43924242424242266,-0.393030303030308,0.4492424242424207,0.33242424242423496,0.16924242424241953,0.26272727272727536,-0.3636363636363633,-0.323030303030297,-0.5800000000000091,-0.11606060606060707,0.4963636363636361,0.2269696969696895,0.2840909090909029,-0.11530303030303203,-65.36987951807221,-51.781927710843455,-53.35542168674698,-122.53012048192778,42.42048192771088,-126.15662650602415,-0.023676470588235302,-0.012205882352941164,0.19529411764705884,0.13441176470588234,-0.23705882352941174,-0.2660294117647059,0.5275757575757467,0.5154545454545456,0.2418181818181786,0.19681818181818045,-0.4425757575757565,-0.3040909090909061
1960,-103.04698795180715,-0.1618181818181874,-0.3021212121212073,-0.1798484848484847,-0.10924242424243502,-0.639242424242422,-0.5730303030303077,-0.5107575757575802,-0.5675757575757636,-0.44075757575758345,-0.3772727272727252,-0.04363636363636303,-0.013030303030298285,-0.010000000000008669,-0.4560606060606069,-0.4736363636363627,-0.8530303030303088,-0.5159090909090978,-0.2653030303030341,-152.66987951807218,-115.28192771084345,-82.35542168674695,100.26987951807224,69.1204819277109,81.04337349397584,-0.3936764705882353,-0.4722058823529411,-0.1747058823529412,-0.2855882352941177,-0.007058823529411762,-0.036029411764705886,-0.20242424242425366,-0.3045454545454547,-0.23818181818182185,-0.033181818181819984,-0.2225757575757541,-0.3340909090909072
1961,95.85301204819284,-0.421818181818189,-0.08212121212120849,-0.23984848484848345,0.05075757575756512,-0.5992424242424228,-0.4830303030303078,-0.13075757575758118,-0.12757575757576234,-0.2707575757575817,-0.4272727272727224,-0.3936363636363645,-0.323030303030297,0.1799999999999926,0.5839393939393922,-0.3736363636363649,-0.3830303030303099,-0.20590909090909548,-0.3353030303030309,6.230120481927769,56.618072289156544,-73.65542168674695,42.76987951807223,-24.879518072289105,133.34337349397586,-0.0636764705882353,-0.1822058823529412,-0.1047058823529412,-0.16558823529411767,-0.07705882352941176,-0.1560294117647059,-0.17242424242425258,-0.1945454545454517,-0.2881818181818225,-0.29318181818182154,-0.5125757575757568,-0.4540909090909082
