Year,rainfall_01,nino12_07,nino12_08,nino12_09,nino12_10,nino12_11,nino12_12,nino3_07,nino3_08,nino3_09,nino3_10,nino3_11,nino3_12,rainfall_07,rainfall_08,rainfall_09,rainfall_10,rainfall_11,rainfall_12,nino4_07,nino4_08,nino4_09,nino4_10,nino4_11,nino4_12,nino34_07,nino34_08,nino34_09,nino34_10,nino34_11,nino34_12,tsa_07,tsa_08,tsa_09,tsa_10,tsa_11,tsa_12
1960,-152.67,-1.12,-0.67,-0.05,-0.38,-0.52,-0.27,-0.32,-0.08,-0.17,-0.64,-0.64,-0.57,-0.74,6.07,10.79,114.93,69.12,81.04,-0.44,-0.39,-0.33,-0.2,-0.04,-0.01,-0.32,-0.01,-0.21,-0.36,-0.22,-0.33,0.03,-0.06,-0.08,-0.13,-0.01,-0.04
1961,6.23,-1.12,-0.89,-0.9,-0.63,-0.21,-0.34,-0.63,-0.79,-1.15,-1.04,-0.6,-0.48,-35.64,-46.23,-21.51,11.93,-24.88,133.34,-0.32,-0.4,-0.37,-0.61,-0.39,-0.32,-0.1,-0.5,-0.73,-0.8,-0.51,-0.45,-0.26,-0.23,0.0,-0.05,-0.08,-0.16
1962,126.43,-0.94,-0.67,-0.51,-0.71,-0.64,-0.85,-0.51,-0.33,-0.69,-0.65,-0.9,-0.97,-21.34,-19.13,-60.41,14.33,-63.18,-87.76,-0.4,-0.44,-0.44,-0.47,-0.44,-0.52,-0.31,-0.39,-0.68,-0.56,-0.79,-0.78,-0.14,-0.07,-0.11,-0.0,-0.01,-0.23
1963,-14.57,-0.12,0.27,0.25,0.1,-0.26,-0.35,0.6,0.64,0.53,0.58,0.64,0.78,-21.94,-47.73,-27.91,-26.77,68.82,-35.46,-0.03,0.29,0.52,0.57,0.37,0.24,0.6,0.69,0.75,0.79,0.77,0.96,0.38,0.41,0.38,0.42,0.67,0.73
1964,-120.67,-1.65,-1.33,-0.92,-1.21,-0.67,-1.04,-0.93,-1.36,-0.96,-0.98,-0.98,-1.32,-7.04,39.47,-32.51,24.13,60.22,92.44,-0.7,-0.88,-1.26,-1.18,-1.31,-1.15,-0.9,-1.06,-1.18,-1.13,-1.23,-1.18,-0.25,-0.25,-0.71,-0.82,-0.65,-0.8
1965,-110.17,1.13,1.32,0.47,0.42,0.34,0.35,0.8,1.03,1.03,1.21,1.28,1.24,-22.94,-49.73,-59.61,27.53,-93.98,-23.76,0.27,0.51,0.46,0.67,0.66,0.59,0.76,1.09,1.23,1.47,1.4,1.3,-0.44,-0.25,-0.06,-0.2,-0.32,-0.29
1966,-6.37,-1.07,-0.82,-0.75,-0.4,-0.58,-0.35,-0.31,-0.54,-0.68,-0.51,-0.71,-0.89,53.56,57.27,30.19,-81.57,147.72,2.54,0.35,0.11,0.15,0.09,0.14,-0.04,0.09,-0.22,-0.24,-0.26,-0.27,-0.44,0.23,-0.1,-0.1,-0.08,0.19,0.56
1967,21.93,-0.69,-0.8,-1.36,-1.43,-1.51,-1.56,-0.4,-0.75,-1.17,-1.11,-1.06,-1.05,-34.44,-50.53,-66.51,-99.87,-38.88,-96.66,-0.16,-0.23,-0.32,-0.21,-0.19,-0.16,-0.17,-0.3,-0.72,-0.59,-0.51,-0.62,-0.67,-0.44,-0.38,-0.64,-0.42,-0.17
1968,2.53,-0.45,0.0,0.47,-0.09,-0.14,0.23,0.28,0.2,0.07,0.13,0.22,0.53,33.86,-11.23,169.59,-73.57,95.02,-24.66,-0.07,0.06,0.05,0.14,0.49,0.58,0.38,0.19,0.06,0.06,0.54,0.6,0.19,0.16,0.26,0.41,0.47,0.46
1969,-21.97,0.56,0.06,0.2,0.79,0.74,0.72,0.16,0.39,0.54,0.69,0.68,0.77,18.96,-1.73,-46.91,-29.27,-58.38,-38.06,0.02,0.24,0.47,0.61,0.55,0.39,0.08,0.37,0.54,0.73,0.55,0.55,-0.2,-0.03,-0.12,-0.09,-0.09,-0.23
1970,107.03,-1.83,-1.62,-1.25,-0.87,-0.98,-0.86,-1.64,-1.6,-1.14,-1.2,-1.27,-1.16,-0.23,-10.43,22.99,-12.27,8.82,-76.36,0.06,-0.32,-0.64,-0.73,-0.73,-1.2,-0.78,-1.09,-0.98,-1.06,-1.04,-1.22,-0.16,-0.28,-0.25,-0.42,-0.22,-0.38
1971,8.13,-0.75,-1.08,-1.14,-1.08,-0.61,-0.87,-0.87,-1.05,-0.85,-1.15,-1.06,-1.31,-32.54,-44.63,-32.71,71.23,91.12,-125.46,-0.82,-0.86,-1.04,-0.9,-0.66,-0.45,-0.87,-0.82,-0.85,-1.0,-0.86,-1.08,-0.28,-0.24,-0.19,-0.41,-0.7,-0.83
1972,-81.97,2.07,2.42,1.38,1.51,1.42,1.72,1.29,1.65,1.45,1.81,1.98,2.14,5.06,-7.43,-0.81,-16.87,-96.98,-50.66,0.34,0.24,0.4,0.58,0.72,0.8,0.97,1.19,1.29,1.68,1.92,1.96,0.2,0.22,0.2,0.26,0.42,0.85
1973,-86.97,-0.91,-1.33,-1.13,-1.06,-0.92,-0.85,-1.33,-1.34,-1.37,-1.52,-1.58,-1.53,74.66,55.47,12.89,70.73,137.92,1.14,-0.61,-0.8,-0.99,-1.29,-1.54,-1.71,-1.19,-1.27,-1.49,-1.78,-2.14,-2.03,0.62,0.54,0.72,0.64,0.52,0.36
1974,33.43,-0.36,-0.35,-0.47,-0.9,-0.73,-1.1,-0.36,-0.19,-0.43,-0.76,-0.82,-0.78,-2.64,-26.43,-4.81,-86.67,24.12,65.34,-0.77,-0.49,-0.72,-0.89,-0.87,-0.84,-0.71,-0.38,-0.44,-0.75,-0.88,-0.79,0.53,0.38,0.11,0.08,0.23,0.07
1975,49.83,-0.7,-0.8,-1.29,-1.61,-1.95,-1.65,-0.92,-0.89,-1.17,-1.37,-1.3,-1.62,134.56,3.47,-36.81,-56.07,-70.88,-6.16,-1.04,-1.22,-1.6,-1.69,-1.64,-1.59,-1.03,-1.25,-1.45,-1.61,-1.47,-1.73,-0.03,-0.06,-0.27,-0.21,-0.05,-0.38
1976,14.63,1.48,0.99,0.93,0.54,0.42,0.56,0.47,0.74,0.75,0.96,0.8,0.66,-36.04,-15.73,-43.71,11.93,-13.78,-43.46,-0.31,-0.12,-0.08,0.33,0.32,0.02,-0.02,0.17,0.34,0.83,0.73,0.66,-0.72,-0.52,-0.35,-0.38,-0.47,-0.25
1977,-82.97,-0.18,-0.62,-0.76,-0.46,-0.3,-0.3,-0.09,-0.3,0.0,0.32,0.28,0.37,-51.24,-10.23,3.79,79.73,-86.08,7.54,0.35,0.32,0.48,0.45,0.46,0.58,0.33,0.12,0.39,0.65,0.62,0.76,-0.19,-0.03,0.0,-0.12,-0.1,-0.11
1978,15.73,-0.71,-0.93,-0.63,-0.76,0.1,0.17,-0.61,-0.81,-0.59,-0.28,-0.15,0.07,39.86,-2.73,87.79,4.53,-125.08,-93.76,-0.3,-0.37,-0.25,-0.33,-0.15,-0.0,-0.41,-0.62,-0.57,-0.37,-0.24,-0.03,-0.13,-0.24,-0.38,-0.41,-0.45,-0.2
1979,78.53,0.07,0.17,0.38,0.51,0.19,0.05,-0.02,0.24,0.71,0.58,0.61,0.55,-55.74,37.87,9.99,142.13,-20.88,49.04,0.01,-0.05,0.11,0.16,0.37,0.33,-0.13,0.06,0.45,0.25,0.44,0.58,0.09,0.23,0.26,0.02,0.04,-0.06
1980,-97.67,-0.65,-0.25,-0.22,-0.19,-0.13,-0.27,0.03,-0.08,-0.01,-0.23,0.04,0.16,-10.84,58.47,-13.41,62.23,109.02,-71.36,0.31,0.02,0.03,0.19,0.15,0.09,0.29,-0.05,-0.06,-0.1,0.03,0.21,-0.11,-0.01,0.08,-0.06,-0.27,-0.63
1981,-14.37,-0.59,-0.67,-0.31,-0.14,-0.08,0.09,-0.31,-0.49,-0.1,-0.02,-0.18,0.13,14.66,170.67,124.49,-43.47,166.32,-77.56,-0.37,-0.39,-0.2,-0.08,-0.03,0.04,-0.39,-0.34,-0.12,-0.14,-0.21,-0.04,-0.28,0.08,0.17,0.32,0.24,0.06
1982,58.43,0.62,1.01,1.53,1.89,2.92,3.15,0.61,1.02,1.82,2.29,2.51,2.86,-0.84,-41.63,18.69,-65.47,-47.98,148.34,0.35,0.36,0.5,0.77,0.68,0.67,0.58,0.88,1.54,2.0,2.02,2.27,-0.49,-0.61,-0.34,-0.14,-0.3,-0.21
1983,-247.07,3.99,3.1,1.74,1.35,0.8,0.5,1.08,0.94,0.41,-0.19,-0.61,-0.45,65.46,81.47,25.99,84.73,-101.28,152.34,0.03,-0.08,-0.33,-0.52,-0.6,-0.54,0.07,-0.03,-0.27,-0.78,-0.92,-0.73,-0.36,-0.12,0.01,-0.11,0.04,0.35
1984,-11.67,-0.17,-0.18,0.15,-0.13,0.11,-0.08,-0.49,-0.22,-0.21,-0.49,-0.78,-1.0,24.36,9.67,62.29,12.13,-70.38,-71.66,-0.32,-0.3,-0.16,-0.36,-0.58,-0.6,-0.22,-0.11,-0.22,-0.49,-1.02,-1.15,0.5,0.73,0.81,0.56,0.29,0.21
1985,-9.97,-0.93,-0.87,-0.74,-0.61,-0.42,-0.05,-0.77,-0.68,-0.69,-0.58,-0.52,-0.56,34.76,9.97,-7.31,50.63,-33.88,171.64,-0.26,-0.18,-0.23,-0.06,-0.03,0.06,-0.38,-0.34,-0.51,-0.29,-0.17,-0.23,0.22,0.06,-0.01,0.24,0.22,0.25
1986,-12.57,-0.33,0.14,0.52,0.41,0.49,0.74,0.05,0.23,0.37,0.59,0.8,0.91,115.26,-51.53,-2.11,103.53,151.02,27.14,0.2,0.47,0.54,0.57,0.65,0.55,0.09,0.43,0.68,0.89,1.0,1.09,0.14,0.17,0.27,0.11,-0.19,-0.02
1987,11.83,1.3,1.09,1.28,1.71,1.25,0.78,1.3,1.56,1.72,1.34,1.17,1.16,-47.94,23.67,-8.61,-64.77,-42.48,-24.56,0.74,0.8,0.98,1.03,1.05,0.95,1.36,1.63,1.69,1.4,1.2,1.03,0.45,0.39,0.29,0.39,0.61,0.35
1988,-9.97,-1.12,-1.1,-0.9,-0.88,-0.64,-0.54,-1.65,-1.26,-0.88,-1.29,-1.37,-1.33,13.66,-17.53,37.39,0.43,56.12,192.34,-0.58,-0.29,-0.49,-1.26,-1.39,-1.36,-1.43,-1.06,-0.89,-1.66,-1.82,-1.72,0.41,0.46,0.27,0.34,0.12,0.15
1989,12.33,-0.49,-0.17,-0.45,-0.17,0.04,-0.12,-0.24,-0.22,-0.13,-0.23,-0.36,-0.23,88.86,-37.33,63.19,74.53,155.62,0.34,-0.47,-0.39,-0.17,-0.15,-0.24,0.13,-0.32,-0.32,-0.19,-0.26,-0.34,0.01,0.21,0.35,0.18,0.25,-0.08,-0.29
1990,-45.37,-0.45,-0.2,-0.48,-0.46,-0.26,-0.03,0.22,0.24,0.27,0.07,-0.01,0.1,45.46,19.17,-50.41,-55.07,-53.88,-52.46,0.41,0.55,0.51,0.63,0.62,0.7,0.33,0.33,0.34,0.41,0.23,0.44,-0.16,-0.17,-0.1,0.07,0.15,0.18
1991,-1.17,0.67,0.55,0.73,0.83,0.84,0.96,0.98,0.76,0.47,0.77,1.05,1.28,105.26,2.27,-34.21,-31.67,-132.88,-81.86,0.76,0.77,0.68,0.91,0.89,0.91,0.91,0.93,0.66,1.04,1.32,1.69,0.0,-0.37,-0.39,-0.39,-0.36,-0.12
1992,-43.17,0.33,0.17,0.42,0.38,0.2,0.19,0.23,0.16,0.1,-0.04,-0.11,-0.02,21.66,47.17,16.79,-23.67,-99.58,45.84,0.59,0.51,0.36,0.26,0.26,0.39,0.58,0.31,0.17,-0.0,0.02,0.15,-0.65,-0.7,-0.59,-0.55,-0.81,-0.4
1993,156.83,0.84,0.61,0.42,0.69,0.52,0.38,0.4,0.3,0.36,0.36,0.2,0.26,-34.04,-5.43,-51.31,-11.27,85.52,31.54,0.41,0.42,0.52,0.27,0.38,0.4,0.41,0.24,0.5,0.36,0.23,0.33,0.0,0.0,0.41,0.66,0.73,0.46
1994,91.43,-0.46,-0.54,-0.03,0.9,0.74,1.01,-0.03,-0.03,0.08,0.62,0.95,0.98,-35.64,43.57,-10.61,-19.27,36.52,2.74,0.76,0.98,0.81,0.9,1.01,1.09,0.46,0.65,0.44,0.77,1.21,1.34,-0.31,-0.21,-0.18,-0.08,0.06,0.16
1995,6.33,-0.48,-0.3,-0.15,-0.28,0.05,-0.48,-0.18,-0.6,-0.78,-0.7,-0.8,-0.76,8.26,-18.93,-0.81,-30.07,141.22,-59.26,0.31,0.15,-0.02,-0.09,-0.22,-0.25,0.02,-0.29,-0.58,-0.71,-0.87,-0.78,0.3,-0.11,-0.07,-0.08,0.1,-0.04
1996,291.63,-0.85,-0.67,-0.34,-0.37,-0.82,-0.86,-0.29,-0.17,-0.27,-0.34,-0.38,-0.75,-51.74,11.87,40.79,74.93,-7.78,-77.56,-0.06,0.09,-0.0,-0.01,0.05,0.12,-0.08,0.0,-0.19,-0.19,-0.24,-0.45,0.61,0.31,0.1,0.09,0.1,-0.1
1997,-59.07,3.51,3.79,3.89,3.78,4.18,4.26,2.06,2.53,2.76,3.09,3.26,3.26,-68.64,58.37,-32.71,-50.17,11.52,41.74,0.8,0.81,0.91,0.86,0.9,0.81,1.57,1.91,2.16,2.41,2.45,2.36,-0.32,-0.13,0.18,0.66,0.77,0.99
1998,22.93,1.56,1.2,0.62,0.67,0.06,0.25,0.03,-0.3,-0.65,-0.56,-0.44,-0.73,23.36,-11.33,42.39,-37.57,-17.18,-28.76,-0.24,-0.44,-0.45,-0.87,-1.03,-1.18,-0.63,-0.97,-0.97,-1.12,-1.09,-1.4,0.8,0.55,0.38,0.18,0.3,0.07
1999,131.93,-0.07,-0.05,-0.79,-0.67,-1.07,-0.47,-0.57,-0.62,-0.82,-1.03,-1.23,-1.28,-43.34,-12.53,25.59,21.23,32.72,-21.46,-0.64,-0.58,-0.49,-0.53,-0.82,-0.99,-0.82,-0.94,-0.81,-0.97,-1.32,-1.48,0.59,0.51,0.21,0.25,0.31,0.32
2000,70.53,-0.21,-0.6,-0.06,-0.11,-0.74,-0.58,-0.45,-0.38,-0.25,-0.3,-0.46,-0.4,-27.84,86.87,144.89,-63.87,-1.08,-27.46,-0.28,-0.24,-0.18,-0.3,-0.45,-0.62,-0.43,-0.36,-0.35,-0.59,-0.64,-0.72,0.1,0.16,-0.01,0.07,0.05,-0.05
2001,68.73,-0.37,-0.61,-0.65,-0.76,-0.51,-0.64,0.01,-0.07,-0.38,-0.28,-0.52,-0.48,-38.04,-38.23,14.99,-82.97,-115.78,-6.76,0.47,0.51,0.61,0.55,0.38,0.29,0.2,0.09,0.02,0.03,-0.16,-0.32,0.1,0.1,0.08,0.17,0.14,-0.03
2002,101.13,0.08,-0.07,0.25,0.67,1.05,0.83,0.67,0.7,0.93,1.06,1.32,1.27,-65.24,-17.73,-13.11,105.03,-89.58,91.44,0.95,0.94,0.88,0.94,1.12,1.05,0.91,1.03,1.17,1.34,1.48,1.41,0.42,-0.03,-0.11,0.11,-0.09,0.31
2003,-173.87,-0.58,0.12,-0.17,0.36,0.31,0.32,0.37,0.4,0.27,0.54,0.8,0.86,24.36,65.17,-12.31,-14.17,-51.18,-129.86,0.52,0.54,0.58,0.72,0.7,0.68,0.39,0.39,0.41,0.59,0.54,0.5,0.35,0.45,0.46,0.5,0.53,0.52
2004,-100.07,-0.74,-0.36,0.07,0.42,0.85,0.7,0.3,0.41,0.52,0.65,0.75,0.83,-9.04,88.17,38.79,-45.07,-157.48,-79.76,0.67,0.83,0.99,1.01,1.02,1.09,0.72,0.91,0.96,0.9,0.83,0.86,0.03,0.18,0.3,0.11,0.22,0.39
2005,-113.97,-0.18,-0.27,-0.53,-0.83,-0.77,-0.43,0.35,0.36,0.07,-0.05,-0.73,-0.86,-16.24,-36.93,-27.31,-35.87,40.82,72.04,0.23,0.39,0.46,0.45,0.15,-0.06,0.04,0.23,0.21,0.14,-0.32,-0.59,-0.37,-0.03,-0.12,-0.03,-0.09,-0.06
2006,-106.37,0.2,0.86,1.08,1.18,0.89,0.93,0.19,0.56,0.96,1.13,1.3,1.32,2.96,-36.43,-40.41,-45.07,123.22,97.64,0.54,0.71,0.89,0.91,1.05,1.04,0.24,0.51,0.76,0.86,1.13,1.21,0.25,0.29,0.24,0.2,0.06,0.28
2007,134.73,-0.61,-0.71,-0.55,-1.2,-1.39,-1.13,-0.47,-0.75,-0.88,-0.92,-1.04,-1.07,53.46,80.17,-1.51,-82.57,55.42,106.14,0.23,0.11,-0.17,-0.34,-0.54,-0.61,-0.18,-0.34,-0.68,-0.93,-1.08,-1.11,0.18,0.11,0.24,0.08,0.08,0.16
2008,88.95,0.96,0.95,0.8,0.34,0.08,0.14,0.36,0.55,0.45,0.37,0.11,-0.26,6.5,20.23,11.5,14.04,67.06,224.0,-0.5,-0.35,-0.3,-0.26,-0.38,-0.46,-0.13,0.01,-0.06,-0.13,-0.24,-0.62,0.61,0.47,0.25,0.24,0.29,0.37
2009,2.35,1.13,0.83,0.54,0.32,0.34,0.39,0.84,0.94,0.88,0.92,1.12,1.18,-48.6,-32.78,-40.3,-122.16,-81.44,28.3,0.59,0.79,0.95,1.21,1.33,1.3,0.68,0.72,0.81,1.09,1.45,1.55,0.34,0.2,0.16,0.42,0.28,0.66
2010,-12.65,-0.63,-1.09,-1.03,-0.97,-1.05,-0.52,-0.56,-0.72,-0.87,-0.89,-0.99,-0.88,26.9,16.62,-17.9,-31.26,-73.14,56.0,-0.32,-0.76,-0.95,-1.03,-1.0,-0.95,-0.66,-0.99,-1.24,-1.21,-1.2,-1.23,0.55,0.44,0.2,0.4,0.38,0.37
2011,-81.65,0.23,-0.22,-0.53,-0.47,-0.53,-0.72,0.06,-0.15,-0.39,-0.69,-0.71,-0.57,-53.5,26.12,-3.0,135.54,59.06,-39.6,-0.07,-0.23,-0.46,-0.46,-0.58,-0.64,-0.08,-0.35,-0.61,-0.7,-0.8,-0.73,0.22,0.16,0.21,0.25,-0.07,-0.52
2012,56.75,0.66,0.62,0.68,0.08,-0.27,-0.36,0.66,0.65,0.68,0.41,0.25,-0.28,9.3,-11.57,45.8,33.14,70.76,32.1,0.15,0.35,0.57,0.63,0.58,0.31,0.28,0.46,0.68,0.61,0.44,-0.15,-0.08,-0.12,-0.01,-0.0,0.01,0.14
2013,6.15,-1.22,-0.6,-0.35,-0.29,0.0,0.07,-0.33,-0.3,-0.14,0.05,0.03,0.08,93.4,14.83,76.5,44.84,98.46,-132.8,0.05,0.22,0.26,0.28,0.14,0.11,-0.08,0.0,0.02,-0.0,-0.03,-0.08,0.18,0.21,0.0,0.01,-0.09,0.07
2014,-55.15,1.27,1.12,0.84,0.77,0.81,0.6,0.62,0.35,0.47,0.8,1.0,0.89,-7.6,-5.97,-43.9,42.74,-17.74,-60.3,0.39,0.57,0.69,0.71,0.83,0.91,0.1,0.11,0.34,0.58,0.86,0.8,0.12,0.2,0.23,0.13,-0.34,-0.16
2015,-4.75,2.45,1.92,2.33,2.19,2.29,2.1,1.72,2.0,2.23,2.45,2.69,2.65,-26.4,-27.48,-28.7,-116.86,-123.04,-107.7,0.92,1.03,1.08,1.16,1.45,1.45,1.32,1.68,1.93,2.2,2.48,2.44,0.02,-0.15,-0.07,0.25,0.35,0.66
