Year,rainfall_04,nino12_01,nino12_02,nino12_03,nino12_10,nino12_11,nino12_12,nino3_01,nino3_02,nino3_03,nino3_10,nino3_11,nino3_12,rainfall_01,rainfall_02,rainfall_03,rainfall_10,rainfall_11,rainfall_12,nino4_01,nino4_02,nino4_03,nino4_10,nino4_11,nino4_12,nino34_01,nino34_02,nino34_03,nino34_10,nino34_11,nino34_12,tsa_01,tsa_02,tsa_03,tsa_10,tsa_11,tsa_12
1974,214.27,-0.85,-0.8,-0.44,-0.9,-0.73,-1.1,-1.47,-1.09,-0.79,-0.76,-0.82,-0.78,33.43,-78.78,-63.76,-86.67,24.12,65.34,-1.63,-1.21,-0.93,-0.89,-0.87,-0.84,-1.81,-1.48,-1.25,-0.75,-0.88,-0.79,0.28,0.08,0.07,0.08,0.23,0.07
1975,-78.23,-0.86,-0.71,-0.14,-1.61,-1.95,-1.65,-0.32,-0.64,-0.72,-1.37,-1.3,-1.62,49.83,83.02,84.84,-56.07,-70.88,-6.16,-0.42,-0.24,-0.44,-1.69,-1.64,-1.59,-0.31,-0.53,-0.81,-1.61,-1.47,-1.73,-0.19,-0.25,-0.23,-0.21,-0.05,-0.38
1976,-99.13,-0.88,-0.45,-0.21,0.54,0.42,0.56,-1.63,-1.0,-0.54,0.96,0.8,0.66,14.63,269.92,146.14,11.93,-13.78,-43.46,-1.24,-0.86,-0.63,0.33,0.32,0.02,-1.74,-1.13,-0.61,0.83,0.73,0.66,-0.47,-0.46,-0.56,-0.38,-0.47,-0.25
1977,-43.53,0.51,-0.11,-0.23,-0.46,-0.3,-0.3,0.9,0.62,0.4,0.32,0.28,0.37,-82.97,-13.28,20.84,79.73,-86.08,7.54,0.12,0.06,0.04,0.45,0.46,0.58,0.85,0.52,0.37,0.65,0.62,0.76,-0.25,-0.06,-0.08,-0.12,-0.1,-0.11
1978,-80.83,0.04,-0.12,-0.68,-0.76,0.1,0.17,0.3,0.13,-0.22,-0.28,-0.15,0.07,15.73,-72.18,92.84,4.53,-125.08,-93.76,0.53,0.32,0.01,-0.33,-0.15,-0.0,0.72,0.43,0.0,-0.37,-0.24,-0.03,-0.25,-0.35,-0.53,-0.41,-0.45,-0.2
1979,46.27,0.56,-0.14,-0.18,0.51,0.19,0.05,-0.18,-0.15,0.18,0.58,0.61,0.55,78.53,-58.68,-25.36,142.13,-20.88,49.04,0.21,0.14,0.09,0.16,0.37,0.33,-0.04,-0.11,0.22,0.25,0.44,0.58,-0.22,-0.3,-0.39,0.02,0.04,-0.06
1980,-19.83,0.16,-0.04,0.34,-0.19,-0.13,-0.27,0.61,0.25,0.03,-0.23,0.04,0.16,-97.67,-163.38,-49.76,62.23,109.02,-71.36,0.45,0.44,0.31,0.19,0.15,0.09,0.63,0.4,0.19,-0.1,0.03,0.21,-0.21,-0.4,-0.34,-0.06,-0.27,-0.63
1981,-54.73,-1.13,-0.73,-0.06,-0.14,-0.08,0.09,-0.4,-0.61,-0.37,-0.02,-0.18,0.13,-14.37,-79.48,-24.46,-43.47,166.32,-77.56,-0.02,-0.11,-0.09,-0.08,-0.03,0.04,-0.13,-0.42,-0.39,-0.14,-0.21,-0.04,-0.33,-0.53,-0.72,0.32,0.24,0.06
1982,-53.63,0.21,-0.25,-0.59,1.89,2.92,3.15,0.43,0.19,0.15,2.29,2.51,2.86,58.43,-73.48,124.04,-65.47,-47.98,148.34,0.12,0.07,0.26,0.77,0.68,0.67,0.32,-0.01,0.33,2.0,2.02,2.27,-0.03,-0.26,-0.29,-0.14,-0.3,-0.21
1983,-117.83,2.79,2.28,2.75,1.35,0.8,0.5,2.9,2.31,1.76,-0.19,-0.61,-0.45,-247.07,-168.18,106.94,84.73,-101.28,152.34,0.58,0.54,0.4,-0.52,-0.6,-0.54,2.3,1.98,1.53,-0.78,-0.92,-0.73,0.27,0.31,-0.22,-0.11,0.04,0.35
1984,23.07,-0.01,-0.44,-0.19,-0.13,0.11,-0.08,-0.26,0.14,0.03,-0.49,-0.78,-1.0,-11.67,65.32,-87.86,12.13,-70.38,-71.66,-0.48,-0.4,-0.51,-0.36,-0.58,-0.6,-0.44,0.02,-0.21,-0.49,-1.02,-1.15,0.62,0.59,0.71,0.56,0.29,0.21
1985,-164.93,-0.46,-0.75,-0.43,-0.61,-0.42,-0.05,-0.92,-0.56,-0.59,-0.58,-0.52,-0.56,-9.97,42.42,-30.36,50.63,-33.88,171.64,-0.34,-0.46,-0.6,-0.06,-0.03,0.06,-0.85,-0.47,-0.54,-0.29,-0.17,-0.23,0.26,0.46,0.06,0.24,0.22,0.25
1986,-30.73,0.2,0.13,-0.35,0.41,0.49,0.74,-0.65,-0.3,-0.1,0.59,0.8,0.91,-12.57,19.22,-6.86,103.53,151.02,27.14,0.02,-0.04,0.01,0.57,0.65,0.55,-0.4,-0.45,-0.17,0.89,1.0,1.09,0.14,0.41,0.3,0.11,-0.19,-0.02
1987,-19.03,1.25,1.13,1.7,1.71,1.25,0.78,1.13,1.22,1.24,1.34,1.17,1.16,11.83,13.42,-33.66,-64.77,-42.48,-24.56,0.49,0.65,0.67,1.03,1.05,0.95,1.22,1.27,1.28,1.4,1.2,1.03,-0.04,0.02,0.08,0.39,0.61,0.35
1988,-55.53,0.44,-0.05,-0.39,-0.88,-0.64,-0.54,0.94,0.28,0.15,-1.29,-1.37,-1.33,-9.97,270.32,-45.66,0.43,56.12,192.34,0.83,0.61,0.33,-1.26,-1.39,-1.36,0.98,0.41,0.21,-1.66,-1.82,-1.72,0.57,0.6,0.69,0.34,0.12,0.15
1989,60.57,-0.12,0.1,0.06,-0.17,0.04,-0.12,-1.14,-0.74,-0.78,-0.23,-0.36,-0.23,12.33,141.32,-59.06,74.53,155.62,0.34,-1.36,-1.17,-0.83,-0.15,-0.24,0.13,-1.71,-1.27,-0.99,-0.26,-0.34,0.01,0.35,0.17,0.27,0.25,-0.08,-0.29
1990,-73.83,-0.14,0.32,0.02,-0.46,-0.26,-0.03,-0.08,0.2,-0.11,0.07,-0.01,0.1,-45.37,-85.68,-12.06,-55.07,-53.88,-52.46,0.38,0.53,0.5,0.63,0.62,0.7,0.16,0.3,0.18,0.41,0.23,0.44,-0.4,0.07,0.24,0.07,0.15,0.18
1991,32.67,-0.1,0.09,0.19,0.83,0.84,0.96,0.27,0.12,0.02,0.77,1.05,1.28,-1.17,-51.88,-2.06,-31.67,-132.88,-81.86,0.74,0.67,0.54,0.91,0.89,0.91,0.6,0.48,0.25,1.04,1.32,1.69,0.06,-0.0,0.06,-0.39,-0.36,-0.12
1992,-91.63,0.74,0.99,1.36,0.38,0.2,0.19,1.41,1.25,1.07,-0.04,-0.11,-0.02,-43.17,-12.98,36.54,-23.67,-99.58,45.84,0.8,0.95,0.77,0.26,0.26,0.39,1.88,1.82,1.46,-0.0,0.02,0.15,-0.33,-0.32,-0.48,-0.55,-0.81,-0.4
1993,60.07,0.27,0.54,0.63,0.69,0.52,0.38,0.13,0.55,0.55,0.36,0.2,0.26,156.83,341.72,-81.96,-11.27,85.52,31.54,0.58,0.35,0.31,0.27,0.38,0.4,0.35,0.54,0.59,0.36,0.23,0.33,-0.31,-0.19,-0.17,0.66,0.73,0.46
1994,-51.53,0.23,0.05,-0.42,0.9,0.74,1.01,0.39,0.14,-0.11,0.62,0.95,0.98,91.43,123.82,-51.76,-19.27,36.52,2.74,0.38,0.17,0.34,0.9,1.01,1.09,0.34,0.3,0.3,0.77,1.21,1.34,0.26,0.06,0.16,-0.08,0.06,0.16
1995,170.27,0.98,0.34,-0.05,-0.28,0.05,-0.48,0.95,0.6,0.14,-0.7,-0.8,-0.76,6.33,-143.68,-9.86,-30.07,141.22,-59.26,0.96,0.95,0.89,-0.09,-0.22,-0.25,1.16,0.88,0.61,-0.71,-0.87,-0.78,0.34,0.55,0.66,-0.08,0.1,-0.04
1996,118.27,-0.39,-0.11,0.07,-0.37,-0.82,-0.86,-0.54,-0.47,-0.23,-0.34,-0.38,-0.75,291.63,-18.08,26.84,74.93,-7.78,-77.56,-0.2,-0.26,-0.14,-0.01,0.05,0.12,-0.65,-0.63,-0.43,-0.19,-0.24,-0.45,0.12,0.37,0.39,0.09,0.1,-0.1
1997,0.57,-0.47,0.28,0.82,3.78,4.18,4.26,-0.6,-0.49,-0.18,3.09,3.26,3.26,-59.07,68.82,223.64,-50.17,11.52,41.74,0.24,0.38,0.46,0.86,0.9,0.81,-0.36,-0.21,-0.16,2.41,2.45,2.36,-0.28,-0.4,-0.55,0.66,0.77,0.99
1998,96.97,3.6,2.95,2.87,0.67,0.06,0.25,3.1,2.5,2.06,-0.56,-0.44,-0.73,22.93,-103.98,-100.46,-37.57,-17.18,-28.76,0.81,0.79,0.47,-0.87,-1.03,-1.18,2.41,2.07,1.49,-1.12,-1.09,-1.4,0.66,0.68,0.61,0.18,0.3,0.07
1999,110.97,-0.23,-0.17,-0.07,-0.67,-1.07,-0.47,-0.83,-0.51,-0.21,-1.03,-1.23,-1.28,131.93,-14.88,-78.06,21.23,32.72,-21.46,-1.29,-1.21,-0.88,-0.53,-0.82,-0.99,-1.39,-1.06,-0.68,-0.97,-1.32,-1.48,0.07,-0.01,0.25,0.25,0.31,0.32
2000,225.17,-0.61,-0.41,-0.42,-0.11,-0.74,-0.58,-1.34,-0.81,-0.28,-0.3,-0.46,-0.4,70.53,68.72,29.44,-63.87,-1.08,-27.46,-0.94,-1.09,-1.1,-0.3,-0.45,-0.62,-1.52,-1.28,-0.84,-0.59,-0.64,-0.72,0.15,0.33,0.32,0.07,0.05,-0.05
2001,-122.03,-0.26,-0.16,0.48,-0.76,-0.51,-0.64,-0.17,-0.01,0.23,-0.28,-0.52,-0.48,68.73,-56.18,-94.46,-82.97,-115.78,-6.76,-0.63,-0.55,-0.36,0.55,0.38,0.29,-0.54,-0.39,-0.23,0.03,-0.16,-0.32,0.1,0.11,0.21,0.17,0.14,-0.03
2002,66.47,-0.22,0.47,0.9,0.67,1.05,0.83,-0.32,-0.13,0.26,1.06,1.32,1.27,101.13,-35.78,-115.96,105.03,-89.58,91.44,0.58,0.63,0.52,0.94,1.12,1.05,0.03,0.15,0.21,1.34,1.48,1.41,0.08,-0.12,0.21,0.11,-0.09,0.31
2003,79.87,0.21,0.13,0.36,0.36,0.31,0.32,0.86,0.63,0.41,0.54,0.8,0.86,-173.87,65.22,-102.06,-14.17,-51.18,-129.86,0.8,0.82,0.78,0.72,0.7,0.68,0.92,0.85,0.6,0.59,0.54,0.5,0.5,0.51,0.55,0.5,0.53,0.52
2004,-83.03,0.34,0.51,-0.37,0.42,0.85,0.7,0.63,0.52,0.36,0.65,0.75,0.83,-100.07,-125.08,112.94,-45.07,-157.48,-79.76,0.68,0.59,0.39,1.01,1.02,1.09,0.43,0.36,0.26,0.9,0.83,0.86,0.35,0.16,-0.09,0.11,0.22,0.39
2005,94.57,0.45,-0.39,-0.53,-0.83,-0.77,-0.43,0.61,0.25,0.35,-0.05,-0.73,-0.86,-113.97,55.82,22.74,-35.87,40.82,72.04,1.11,0.88,0.82,0.45,0.15,-0.06,0.87,0.63,0.7,0.14,-0.32,-0.59,0.55,0.43,0.53,-0.03,-0.09,-0.06
2006,-58.13,0.13,0.52,0.18,1.18,0.89,0.93,-0.54,0.06,-0.03,1.13,1.3,1.32,-106.37,70.72,-45.96,-45.07,123.22,97.64,-0.23,-0.42,-0.29,0.91,1.05,1.04,-0.61,-0.38,-0.36,0.86,1.13,1.21,-0.02,0.17,0.33,0.2,0.06,0.28
2007,32.87,0.93,0.5,0.07,-1.2,-1.39,-1.13,1.08,0.34,-0.02,-0.92,-1.04,-1.07,134.73,-137.98,24.74,-82.57,55.42,106.14,0.87,0.7,0.63,-0.34,-0.54,-0.61,0.92,0.39,0.18,-0.93,-1.08,-1.11,0.18,0.15,-0.04,0.08,0.08,0.16
2008,42.46,-0.1,0.57,0.62,0.34,0.08,0.14,-1.02,-0.81,-0.4,0.37,0.11,-0.26,88.95,-37.79,187.83,14.04,67.06,224.0,-0.89,-1.13,-0.88,-0.26,-0.38,-0.46,-1.31,-1.29,-0.92,-0.13,-0.24,-0.62,0.13,0.3,0.52,0.24,0.29,0.37
2009,-80.84,0.3,-0.04,-0.15,0.32,0.34,0.39,-0.25,-0.15,-0.19,0.92,1.12,1.18,2.35,121.31,-132.67,-122.16,-81.44,28.3,-0.53,-0.44,-0.2,1.21,1.33,1.3,-0.72,-0.52,-0.23,1.09,1.45,1.55,0.39,0.29,0.46,0.42,0.28,0.66
2010,0.46,0.34,0.47,0.45,-0.97,-1.05,-0.52,1.07,1.0,0.78,-0.89,-0.99,-0.88,-12.65,15.91,-158.77,-31.26,-73.14,56.0,1.22,1.0,0.96,-1.03,-1.0,-0.95,1.45,1.3,1.05,-1.21,-1.2,-1.23,0.73,0.62,0.81,0.4,0.38,0.37
2011,212.96,0.25,0.41,-0.32,-0.47,-0.53,-0.72,-0.91,-0.46,-0.38,-0.69,-0.71,-0.57,-81.65,156.71,-41.87,135.54,59.06,-39.6,-0.85,-0.53,-0.24,-0.46,-0.58,-0.64,-1.28,-0.88,-0.6,-0.7,-0.8,-0.73,0.39,0.53,0.64,0.25,-0.07,-0.52
2012,-107.34,-0.28,0.44,0.41,0.08,-0.27,-0.36,-0.19,0.09,0.2,0.41,0.25,-0.28,56.75,-47.89,-87.77,33.14,70.76,32.1,-0.57,-0.41,-0.33,0.63,0.58,0.31,-0.59,-0.42,-0.27,0.61,0.44,-0.15,-0.38,-0.57,-0.16,-0.0,0.01,0.14
2013,117.66,0.06,0.06,-0.18,-0.29,0.0,0.07,-0.46,-0.29,-0.01,0.05,0.03,0.08,6.15,5.51,62.23,44.84,98.46,-132.8,0.28,0.04,-0.22,0.28,0.14,0.11,-0.37,-0.31,-0.23,-0.0,-0.03,-0.08,0.33,0.19,0.18,0.01,-0.09,0.07
2014,-47.94,0.3,-0.14,0.01,0.77,0.81,0.6,-0.14,-0.34,0.0,0.8,1.0,0.89,-55.15,-91.19,162.53,42.74,-17.74,-60.3,-0.02,0.16,0.26,0.71,0.83,0.91,-0.4,-0.54,-0.3,0.58,0.86,0.8,0.05,0.16,0.14,0.13,-0.34,-0.16
2015,-137.44,0.27,-0.04,0.44,2.19,2.29,2.1,0.68,0.35,0.42,2.45,2.69,2.65,-4.75,-122.59,8.53,-116.86,-123.04,-107.7,0.93,0.92,0.98,1.16,1.45,1.45,0.69,0.53,0.58,2.2,2.48,2.44,0.37,0.36,0.15,0.25,0.35,0.66
