,Arquitetura,FA,Alpha,TA,FV,MSE,NMSE
652,"(1, 4)",tanh,0.0001,0.001,0.0462,0.47872,0.0011557810139742743
653,"(4, 7)",tanh,0.0001,0.001,0.1,0.47991,0.0011586540491652613
654,"(3, 1)",tanh,0.01,0.003,0.1,0.4805,0.0011600784951843223
655,"(1, 5)",tanh,0.01,0.003,0.1,0.48198,0.0011636516818084072
656,"(6, 3)",logistic,0.01,0.003,0.0462,0.48232,0.0011644725490058323
657,"(7, 1)",logistic,0.0001,0.001,0.1,0.4824,0.0011646656942287557
658,"(3, 1)",logistic,0.0001,0.001,0.1,0.48322,0.0011666454327637216
659,"(7, 5)",tanh,0.01,0.001,0.1,0.48416,0.0011689148891330728
660,"(1,)",tanh,0.0001,0.001,0.1,0.48439,0.001169470181648978
661,"(5, 2)",tanh,0.01,0.003,0.0462,0.48454,0.0011698323289419596
662,"(4,)",logistic,0.01,0.003,0.1,0.48486,0.0011706049098336535
663,"(2, 6)",logistic,0.0001,0.003,0.0462,0.48551,0.001172174214769907
664,"(1, 2)",logistic,0.01,0.001,0.1,0.48552,0.0011721983579227725
665,"(7, 7)",tanh,0.01,0.003,0.1,0.48565,0.0011725122189100233
666,"(6,)",tanh,0.0001,0.001,0.0462,0.48582,0.0011729226525087355
667,"(5, 3)",logistic,0.01,0.001,0.1,0.48593,0.0011731882271902555
668,"(6, 7)",logistic,0.01,0.001,0.0462,0.48624,0.001173936664929084
669,"(2, 4)",logistic,0.01,0.003,0.1,0.48697,0.001175699115088261
670,"(4, 4)",tanh,0.0001,0.003,0.1,0.48818,0.0011786204365849791
671,"(7, 5)",logistic,0.0001,0.001,0.1,0.4882,0.00117866872289071
672,"(1,)",tanh,0.01,0.003,0.1,0.48895,0.001180479459355618
673,"(2,)",logistic,0.01,0.001,0.1,0.48947,0.0011817349033046208
674,"(7, 6)",tanh,0.01,0.001,0.0462,0.48971,0.001182314338973391
675,"(4, 2)",logistic,0.01,0.001,0.1,0.48989,0.0011827489157249691
676,"(6,)",logistic,0.0001,0.003,0.0462,0.49079,0.0011849217994828586
677,"(4, 2)",logistic,0.0001,0.003,0.1,0.49155,0.0011867566791006318
678,"(4,)",logistic,0.01,0.001,0.1,0.4916,0.0011868773948649591
679,"(7, 3)",logistic,0.01,0.001,0.0462,0.49224,0.0011884225566483472
680,"(2, 6)",tanh,0.0001,0.001,0.0462,0.4934,0.0011912231623807381
681,"(3, 2)",tanh,0.01,0.001,0.0462,0.49431,0.001193420189291493
682,"(2, 3)",tanh,0.0001,0.001,0.0462,0.49434,0.0011934926187500893
683,"(7,)",logistic,0.01,0.001,0.0462,0.49586,0.001197162377985636
684,"(4, 7)",logistic,0.0001,0.003,0.1,0.49671,0.0011992145459791981
685,"(3, 2)",tanh,0.0001,0.001,0.1,0.49677,0.0011993594048963908
686,"(1, 5)",logistic,0.01,0.001,0.0462,0.49736,0.0012007838509154518
687,"(2, 3)",tanh,0.0001,0.003,0.0462,0.49752,0.0012011701413612989
688,"(3, 5)",tanh,0.01,0.003,0.0462,0.4978,0.001201846149641531
689,"(5, 3)",logistic,0.01,0.003,0.0462,0.49786,0.0012019910085587237
690,"(4, 7)",tanh,0.0001,0.003,0.0462,0.49933,0.001205540052029943
691,"(5, 5)",tanh,0.0001,0.001,0.0462,0.50001,0.0012071817864247928
692,"(5, 6)",logistic,0.0001,0.003,0.1,0.50083,0.0012091615249597589
693,"(4,)",logistic,0.0001,0.001,0.1,0.5012,0.00121005482161578
694,"(5, 3)",tanh,0.0001,0.001,0.0462,0.50198,0.0012119379875392842
695,"(2, 2)",logistic,0.0001,0.001,0.1,0.50213,0.0012123001348322657
696,"(1, 7)",logistic,0.0001,0.003,0.1,0.5025,0.001213193431488287
697,"(1, 7)",logistic,0.01,0.001,0.0462,0.50349,0.0012155836036219655
698,"(7, 5)",tanh,0.01,0.003,0.1,0.50426,0.0012174426263926045
699,"(5, 2)",tanh,0.0001,0.001,0.1,0.50448,0.001217973775755644
700,"(4, 4)",tanh,0.0001,0.001,0.1,0.50463,0.0012183359230486257
701,"(7, 3)",tanh,0.01,0.001,0.1,0.50636,0.0012225126884943464
702,"(6, 6)",tanh,0.01,0.001,0.1,0.50651,0.001222874835787328
703,"(2, 2)",tanh,0.0001,0.003,0.0462,0.50675,0.0012234542714560986
704,"(5, 3)",tanh,0.0001,0.001,0.1,0.50694,0.0012239129913605418
705,"(2, 7)",tanh,0.0001,0.001,0.0462,0.50921,0.0012293934870609964
706,"(5, 1)",logistic,0.0001,0.003,0.0462,0.50962,0.0012303833563284794
707,"(7, 6)",logistic,0.0001,0.001,0.1,0.51158,0.0012351154142901054
708,"(5, 5)",tanh,0.01,0.003,0.0462,0.51174,0.0012355017047359523
709,"(3, 6)",logistic,0.01,0.003,0.1,0.51222,0.0012366605760734935
710,"(7, 6)",tanh,0.0001,0.003,0.0462,0.51283,0.0012381333083982852
711,"(5, 2)",tanh,0.01,0.003,0.1,0.5134,0.001239509468111615
712,"(1, 3)",tanh,0.0001,0.003,0.1,0.5145,0.0012421652149268133
713,"(4, 3)",logistic,0.0001,0.001,0.1,0.51508,0.0012435655177930089
714,"(2, 2)",logistic,0.01,0.001,0.1,0.51768,0.001249842737538023
715,"(5, 5)",tanh,0.0001,0.001,0.1,0.52019,0.001255902668907248
716,"(3, 1)",tanh,0.0001,0.001,0.1,0.52105,0.0012579789800536757
717,"(1, 4)",tanh,0.0001,0.003,0.1,0.52201,0.0012602967227287576
718,"(1, 1)",logistic,0.0001,0.001,0.1,0.52203,0.0012603450090344886
719,"(2, 6)",logistic,0.0001,0.001,0.0462,0.52204,0.001260369152187354
720,"(6, 6)",logistic,0.01,0.001,0.1,0.52254,0.001261576309830626
721,"(6,)",tanh,0.01,0.001,0.1,0.52305,0.0012628076106267633
722,"(5, 1)",logistic,0.01,0.001,0.1,0.52566,0.0012691089735246428
723,"(3, 3)",tanh,0.01,0.003,0.0462,0.52576,0.0012693504050532971
724,"(6, 5)",logistic,0.0001,0.001,0.0462,0.5258,0.001269446977664759
725,"(5, 3)",tanh,0.0001,0.003,0.0462,0.52699,0.001272320012855746
726,"(7,)",tanh,0.01,0.003,0.1,0.5292,0.001277655649639008
727,"(5, 1)",tanh,0.0001,0.003,0.0462,0.53303,0.001286902477186471
728,"(2, 3)",tanh,0.01,0.003,0.1,0.5346,0.0012906929521863447
729,"(6, 5)",logistic,0.0001,0.001,0.1,0.53675,0.001295883730052414
730,"(7, 3)",tanh,0.01,0.003,0.1,0.53811,0.0012991671988421137
731,"(5, 4)",tanh,0.0001,0.001,0.1,0.53934,0.0013021368066445627
732,"(4,)",tanh,0.01,0.001,0.1,0.53968,0.0013029576738419878
733,"(1, 5)",tanh,0.01,0.001,0.1,0.54192,0.0013083657400838457
734,"(3, 6)",logistic,0.0001,0.003,0.1,0.54305,0.0013110939163576405
735,"(6, 1)",tanh,0.01,0.003,0.1,0.54792,0.0013228516318031089
736,"(2, 5)",logistic,0.0001,0.001,0.0462,0.54952,0.001326714536261579
737,"(1, 7)",tanh,0.0001,0.003,0.1,0.55006,0.0013280182665163127
738,"(1, 1)",tanh,0.01,0.003,0.1,0.55139,0.0013312293058474164
739,"(2, 6)",logistic,0.01,0.003,0.1,0.55414,0.0013378686728854118
740,"(7, 2)",tanh,0.01,0.003,0.1,0.55425,0.0013381342475669317
741,"(4, 7)",logistic,0.01,0.001,0.1,0.5565,0.0013435664569616552
742,"(3, 6)",logistic,0.01,0.003,0.0462,0.55685,0.0013444114673119454
743,"(4, 7)",tanh,0.01,0.001,0.0462,0.55789,0.0013469223552099513
744,"(3, 3)",tanh,0.0001,0.001,0.0462,0.55824,0.0013477673655602415
745,"(6, 7)",logistic,0.0001,0.003,0.1,0.56283,0.001358849072725478
746,"(6, 5)",logistic,0.01,0.001,0.1,0.56938,0.00137466283785234
747,"(4, 5)",tanh,0.0001,0.001,0.1,0.5702,0.0013766425763873061
748,"(3,)",tanh,0.0001,0.001,0.1,0.5703,0.0013768840079159605
749,"(6, 6)",tanh,0.0001,0.003,0.0462,0.57325,0.001384006238011265
750,"(4, 2)",logistic,0.01,0.001,0.0462,0.57325,0.001384006238011265
751,"(1, 5)",tanh,0.0001,0.003,0.0462,0.57409,0.0013860342628519617
752,"(4, 3)",tanh,0.0001,0.003,0.0462,0.57548,0.0013893901611002576
753,"(6, 3)",tanh,0.0001,0.001,0.0462,0.57576,0.00139006616938049
754,"(5, 2)",logistic,0.0001,0.001,0.0462,0.57714,0.0013933979244759205
755,"(2, 1)",tanh,0.01,0.003,0.1,0.57719,0.0013935186402402476
756,"(4, 5)",tanh,0.01,0.001,0.1,0.57764,0.0013946050821191925
757,"(5, 5)",tanh,0.0001,0.003,0.0462,0.57945,0.0013989749927878368
758,"(3, 2)",logistic,0.01,0.003,0.0462,0.58334,0.0014083666792524922
759,"(4, 7)",logistic,0.01,0.003,0.1,0.58388,0.001409670409507226
760,"(2, 6)",tanh,0.0001,0.003,0.0462,0.58566,0.001413967890717274
761,"(2, 2)",logistic,0.01,0.003,0.1,0.58819,0.00142007610839223
762,"(6, 6)",tanh,0.01,0.003,0.1,0.59037,0.0014253393157168954
763,"(3, 3)",logistic,0.01,0.001,0.1,0.59194,0.0014291297907167695
764,"(5, 4)",tanh,0.01,0.003,0.1,0.59445,0.0014351897220859946
765,"(2, 5)",logistic,0.0001,0.003,0.0462,0.59989,0.0014483235972447932
766,"(3, 5)",tanh,0.0001,0.003,0.0462,0.60209,0.0014536350908751897
767,"(5, 1)",tanh,0.01,0.001,0.0462,0.60258,0.001454818105365596
768,"(4, 6)",logistic,0.0001,0.003,0.1,0.60351,0.001457063418582082
769,"(2, 4)",logistic,0.0001,0.003,0.0462,0.60629,0.001463775215078674
770,"(1, 3)",tanh,0.01,0.001,0.0462,0.6078,0.0014674208311613551
771,"(3, 6)",logistic,0.0001,0.001,0.1,0.60783,0.0014674932606199512
772,"(1, 6)",tanh,0.0001,0.001,0.0462,0.60918,0.0014707525862567856
773,"(7,)",logistic,0.01,0.001,0.1,0.60923,0.001470873302021113
774,"(4, 3)",tanh,0.01,0.003,0.0462,0.60939,0.0014712595924669598
775,"(4, 6)",tanh,0.01,0.003,0.0462,0.616,0.0014872182165110146
776,"(3, 4)",tanh,0.01,0.003,0.1,0.61625,0.0014878217953326505
777,"(3, 6)",tanh,0.0001,0.003,0.1,0.61739,0.0014905741147593105
778,"(6, 5)",logistic,0.0001,0.003,0.1,0.61826,0.0014926745690586039
779,"(7, 3)",tanh,0.01,0.001,0.0462,0.62035,0.0014977204880074803
780,"(2, 6)",logistic,0.0001,0.001,0.1,0.62213,0.0015020179692175283
781,"(3, 7)",tanh,0.0001,0.003,0.1,0.62278,0.001503587274153782
782,"(1, 2)",logistic,0.01,0.001,0.0462,0.62753,0.0015150552717648653
783,"(4, 1)",logistic,0.0001,0.001,0.1,0.62913,0.0015189181762233354
784,"(1, 6)",logistic,0.01,0.001,0.0462,0.63258,0.001527247563961912
785,"(2, 2)",tanh,0.01,0.001,0.0462,0.63268,0.001527488995490566
786,"(4, 5)",tanh,0.0001,0.003,0.1,0.634,0.0015306758916688041
787,"(5, 5)",logistic,0.01,0.001,0.0462,0.63948,0.0015439063394390644
788,"(2, 2)",tanh,0.01,0.003,0.0462,0.64065,0.0015467310883243207
789,"(1, 7)",tanh,0.01,0.003,0.0462,0.64212,0.0015502801317955402
790,"(4, 3)",logistic,0.01,0.001,0.0462,0.64251,0.0015512217147572924
791,"(3, 4)",logistic,0.0001,0.003,0.1,0.64367,0.001554022320489683
792,"(6, 7)",tanh,0.0001,0.003,0.1,0.64517,0.001557643793419499
793,"(7, 5)",logistic,0.01,0.001,0.0462,0.64815,0.0015648384529733995
794,"(3, 3)",tanh,0.0001,0.003,0.1,0.64906,0.0015670354798841544
795,"(6, 6)",tanh,0.01,0.003,0.0462,0.65163,0.0015732402701705724
796,"(6, 2)",logistic,0.0001,0.001,0.1,0.6575,0.0015874123009025846
797,"(7, 1)",tanh,0.0001,0.003,0.0462,0.65847,0.0015897541867305322
798,"(3, 4)",tanh,0.0001,0.003,0.0462,0.66155,0.001597190277813087
799,"(6, 5)",tanh,0.01,0.003,0.1,0.66507,0.0016056886676217217
800,"(4, 3)",logistic,0.01,0.001,0.1,0.66743,0.001611386451697965
801,"(4, 6)",logistic,0.0001,0.003,0.0462,0.67047,0.0016187259701690585
802,"(5, 4)",tanh,0.01,0.001,0.1,0.67059,0.0016190156880034436
803,"(2, 7)",logistic,0.01,0.003,0.1,0.67728,0.0016351674572704221
804,"(2, 1)",tanh,0.0001,0.003,0.0462,0.67858,0.001638306067142929
805,"(1, 3)",logistic,0.01,0.003,0.1,0.68031,0.00164248283258865
806,"(3, 7)",logistic,0.0001,0.001,0.1,0.6807,0.001643424415550402
807,"(6, 2)",logistic,0.01,0.003,0.0462,0.68081,0.001643689990231922
808,"(6, 1)",tanh,0.01,0.003,0.0462,0.68468,0.0016530333903908465
809,"(6, 7)",logistic,0.01,0.003,0.1,0.68605,0.0016563410023334119
810,"(4, 7)",tanh,0.01,0.001,0.1,0.69489,0.0016776835494664594
811,"(2,)",tanh,0.01,0.003,0.1,0.6994,0.0016885721114087721
812,"(6,)",tanh,0.01,0.003,0.0462,0.70067,0.0016916382918226829
813,"(7, 3)",logistic,0.0001,0.001,0.0462,0.70627,0.0017051584574273282
814,"(6, 7)",tanh,0.0001,0.003,0.0462,0.70788,0.0017090455050386638
815,"(6, 3)",tanh,0.01,0.001,0.0462,0.71028,0.0017148398617263694
816,"(2, 7)",logistic,0.0001,0.003,0.0462,0.71182,0.0017185579072676468
817,"(2, 4)",tanh,0.0001,0.003,0.1,0.71183,0.0017185820504205121
818,"(3, 5)",logistic,0.01,0.001,0.0462,0.71244,0.0017200547827453038
819,"(5, 3)",tanh,0.01,0.003,0.0462,0.71309,0.0017216240876815575
820,"(7, 2)",tanh,0.0001,0.003,0.0462,0.7131,0.0017216482308344229
821,"(2, 1)",logistic,0.0001,0.003,0.0462,0.71395,0.001723700398827985
822,"(3, 4)",tanh,0.01,0.001,0.0462,0.7207,0.0017399970270121563
823,"(4, 4)",tanh,0.01,0.003,0.0462,0.7357,0.001776211756310314
824,"(6, 6)",logistic,0.0001,0.001,0.0462,0.73714,0.0017796883703229372
825,"(2, 5)",tanh,0.01,0.003,0.1,0.74383,0.0017958401395899155
826,"(6,)",tanh,0.0001,0.001,0.1,0.74839,0.0018068494172965555
827,"(5, 5)",logistic,0.01,0.003,0.1,0.74841,0.0018068977036022865
828,"(6, 4)",tanh,0.01,0.003,0.0462,0.75402,0.0018204420123597975
829,"(1, 5)",logistic,0.0001,0.001,0.0462,0.75413,0.0018207075870413172
830,"(4,)",tanh,0.01,0.001,0.0462,0.75633,0.0018260190806717136
831,"(6,)",logistic,0.0001,0.003,0.1,0.77642,0.0018745226747783799
832,"(4,)",tanh,0.0001,0.003,0.0462,0.78019,0.0018836246434086503
833,"(6, 2)",logistic,0.01,0.001,0.1,0.78315,0.00189077101665682
834,"(1, 6)",logistic,0.0001,0.003,0.0462,0.79249,0.0019133207214331396
835,"(1, 3)",tanh,0.0001,0.003,0.0462,0.7963,0.0019225192626748718
836,"(2, 4)",tanh,0.01,0.003,0.0462,0.79658,0.0019231952709551038
837,"(6, 3)",logistic,0.01,0.001,0.0462,0.79771,0.0019259234472288986
838,"(6, 1)",logistic,0.0001,0.003,0.0462,0.80584,0.0019455518305085
839,"(6, 2)",logistic,0.0001,0.003,0.1,0.81313,0.0019631521889474047
840,"(2, 4)",logistic,0.01,0.003,0.0462,0.81327,0.001963490193087521
841,"(2, 5)",tanh,0.01,0.003,0.0462,0.8142,0.0019657355063040067
842,"(6, 5)",tanh,0.0001,0.003,0.0462,0.82991,0.0020036643994556106
843,"(2, 5)",logistic,0.0001,0.003,0.1,0.82991,0.0020036643994556106
844,"(6, 4)",tanh,0.01,0.003,0.1,0.83298,0.0020110763473853003
845,"(2, 1)",tanh,0.01,0.003,0.0462,0.8385,0.0020244033677670223
846,"(5, 2)",logistic,0.0001,0.003,0.1,0.84525,0.0020406999959511935
847,"(6, 4)",logistic,0.0001,0.003,0.1,0.84922,0.0020502848276387725
848,"(1, 2)",logistic,0.0001,0.001,0.1,0.84938,0.0020506711180846198
849,"(7, 6)",tanh,0.01,0.001,0.1,0.85436,0.002062694408211608
850,"(5, 7)",logistic,0.01,0.003,0.1,0.8683,0.002096349963306029
851,"(5, 7)",logistic,0.0001,0.003,0.1,0.88548,0.002137827899928853
852,"(6, 1)",tanh,0.0001,0.003,0.0462,0.89244,0.002154631534323198
853,"(4, 5)",logistic,0.01,0.001,0.0462,0.90104,0.002175394645787475
854,"(1, 1)",tanh,0.0001,0.003,0.1,0.92299,0.0022283888663271125
855,"(3,)",logistic,0.0001,0.003,0.1,0.93488,0.0022570950750841192
856,"(2, 7)",tanh,0.0001,0.003,0.1,0.93861,0.002266100471102928
857,"(1, 5)",tanh,0.0001,0.001,0.0462,0.94157,0.0022732468443510973
858,"(7,)",tanh,0.01,0.003,0.0462,0.95662,0.0023095822894135826
859,"(6,)",logistic,0.01,0.001,0.0462,0.96533,0.0023306109755593797
860,"(5, 4)",logistic,0.0001,0.003,0.0462,0.9678,0.0023365743343171427
861,"(5, 7)",logistic,0.01,0.003,0.0462,0.98586,0.0023801768683921246
862,"(7,)",tanh,0.01,0.001,0.0462,1.0144,0.0024490814266700865
863,"(6, 2)",tanh,0.0001,0.003,0.0462,1.01507,0.0024506990179120705
864,"(5,)",tanh,0.01,0.003,0.1,1.0186,0.0024592215508735704
865,"(2, 4)",tanh,0.0001,0.001,0.1,1.04544,0.0025240217731644075
866,"(4,)",tanh,0.01,0.003,0.0462,1.06155,0.0025629163924306294
867,"(5, 4)",tanh,0.01,0.003,0.0462,1.07206,0.002588290846092205
868,"(7, 5)",tanh,0.0001,0.003,0.1,1.08173,0.0026116372749130845
869,"(1, 4)",logistic,0.0001,0.003,0.1,1.08344,0.0026157657540530743
870,"(2, 7)",tanh,0.01,0.001,0.1,1.08571,0.0026212462497535284
871,"(6,)",tanh,0.0001,0.003,0.0462,1.10794,0.0026749164785733986
872,"(6, 3)",tanh,0.0001,0.003,0.1,1.11718,0.002697224751821064
873,"(4, 1)",tanh,0.01,0.003,0.0462,1.13638,0.002743579605322706
874,"(4, 6)",logistic,0.01,0.003,0.1,1.13748,0.0027462353521379044
875,"(2, 1)",tanh,0.0001,0.001,0.1,1.13773,0.0027468389309595396
876,"(4, 1)",logistic,0.0001,0.003,0.0462,1.15217,0.0027817016436972332
877,"(6, 3)",tanh,0.0001,0.003,0.0462,1.18079,0.0028507993471981186
878,"(6, 6)",tanh,0.0001,0.001,0.1,1.18357,0.0028575111436947103
879,"(3, 4)",logistic,0.01,0.003,0.0462,1.20044,0.002898240642578705
880,"(6, 7)",logistic,0.0001,0.001,0.0462,1.24391,0.003003190928084767
881,"(7, 2)",tanh,0.0001,0.003,0.1,1.25053,0.003019173695281687
882,"(6, 3)",tanh,0.01,0.003,0.0462,1.25625,0.003032983578720718
883,"(1, 1)",logistic,0.01,0.001,0.1,1.26057,0.0030434134207585873
884,"(3, 1)",logistic,0.01,0.001,0.1,1.26092,0.0030442584311088775
885,"(1, 2)",tanh,0.01,0.003,0.1,1.26459,0.0030531189682104936
886,"(1, 2)",tanh,0.0001,0.001,0.0462,1.27146,0.0030697053142290497
887,"(7, 2)",logistic,0.01,0.001,0.0462,1.30129,0.003141724339226653
888,"(1,)",logistic,0.01,0.003,0.1,1.34647,0.0032508031038727043
889,"(5, 6)",tanh,0.0001,0.003,0.0462,1.357,0.003276225843840011
890,"(1, 2)",logistic,0.0001,0.001,0.0462,1.35922,0.003281585623776139
891,"(7, 1)",logistic,0.01,0.001,0.0462,1.40876,0.0034011908030715213
892,"(1,)",tanh,0.0001,0.001,0.0462,1.52028,0.003670435243826892
893,"(7, 2)",tanh,0.01,0.001,0.0462,1.78033,0.0042982779340926215
894,"(5, 3)",logistic,0.01,0.001,0.0462,1.83878,0.00443939466259111
895,"(5, 4)",tanh,0.0001,0.003,0.0462,1.89958,0.004586185032012976
896,"(4, 2)",tanh,0.0001,0.001,0.0462,1.98956,0.004803425121496192
