Year,rainfall_01,rainfall_02,rainfall_03,rainfall_04,rainfall_05,rainfall_06,rainfall_07,rainfall_08,rainfall_09,rainfall_10,rainfall_11,rainfall_12,nino12_01,nino12_02,nino12_03,nino12_04,nino12_05,nino12_06,nino12_07,nino12_08,nino12_09,nino12_10,nino12_11,nino12_12,nino3_01,nino3_02,nino3_03,nino3_04,nino3_05,nino3_06,nino3_07,nino3_08,nino3_09,nino3_10,nino3_11,nino3_12,nino34_01,nino34_02,nino34_03,nino34_04,nino34_05,nino34_06,nino34_07,nino34_08,nino34_09,nino34_10,nino34_11,nino34_12,nino4_01,nino4_02,nino4_03,nino4_04,nino4_05,nino4_06,nino4_07,nino4_08,nino4_09,nino4_10,nino4_11,nino4_12,tsa_01,tsa_02,tsa_03,tsa_04,tsa_05,tsa_06,tsa_07,tsa_08,tsa_09,tsa_10,tsa_11,tsa_12
1960,0.006763089507093255,0.008637773565397208,0.010784858793264292,0.01953868707638413,0.00810977839998991,0.0234764303035148,0.014504177160299994,0.01643987781171897,0.0179265013444876,0.030219559810659748,0.020419280431026414,0.020289092589220074,0.015145308058048736,0.014884472602499093,0.014878169835058925,0.014643129589014972,0.014691460588532912,0.014465877818767363,0.014373972916189963,0.014667198086887209,0.015118124118476727,0.014878491113529197,0.014789221985800662,0.014974864333988081,0.01505563653169327,0.014977608417853401,0.01505092481249266,0.015091105151104596,0.015001427907471596,0.014846721349035422,0.014965536776508354,0.015102689826542764,0.015049312066236456,0.014760596260000489,0.014764548134606188,0.014806748170966503,0.015035875874045975,0.014978723404255318,0.015018780441591153,0.015133334429157696,0.015081212821757076,0.014941518862226126,0.014971712048159194,0.01514594515109183,0.015029485716880361,0.014944618006248226,0.015025032249265513,0.014961244283460622,0.014876806488568093,0.01484512486099565,0.014914539794508394,0.014950643708270773,0.015023132778989746,0.014956668334957724,0.01492016495717458,0.014944310544365756,0.014975191700496165,0.01504712502850839,0.01512835212433913,0.015144569064778885,-0.33,-0.41,-0.09,-0.22,0.01,-0.23,0.08,-0.02,-0.05,-0.1,0.01,0.0
1961,0.015224939291952453,0.017894838876443216,0.011194768236258609,0.0168018429670246,0.02065281824258706,0.013083912916033788,0.007049158266419732,0.0019161344071091367,0.011033334756071536,0.01644692856951836,0.012418395226705936,0.023816750642465453,0.015263242833910591,0.015493436076401496,0.014935881898034327,0.014923238295031945,0.014791402497298442,0.014650660929591034,0.014373972916189963,0.014507772020725392,0.014493711800658204,0.014697134566557852,0.015006917086256417,0.014928255151979227,0.014901584367260358,0.015104244615083522,0.015017366451706725,0.015179583598307848,0.015163817384633476,0.015133116436786878,0.014782598432631478,0.014673430027629818,0.014452696943869477,0.014517423339736888,0.014788762235687952,0.014860897189064307,0.015053014030437366,0.015041134751773051,0.014990916284927719,0.014990877262192417,0.015113926949353079,0.015221569381143264,0.01509433962264151,0.014868816206953106,0.014734344758693889,0.014694689008804319,0.014860234240480073,0.014892902094118586,0.015081187777998892,0.01508264685877158,0.01500594108380423,0.014924022191696218,0.014959899670133949,0.015125253536338016,0.01498361002432061,0.014939001730673265,0.014953965347979516,0.014829665696055502,0.01494256534386479,0.014979316815216005,-0.0,-0.12,-0.02,-0.1,0.03,-0.1,-0.21,-0.19,0.03,-0.02,-0.06,-0.12
1962,0.02162591062071316,0.02150827158366362,0.014507024999764419,0.014231589368669561,0.016427661533416578,0.014456258160790896,0.010103793515201614,0.009441821716189949,0.002731657347731444,0.016767844248923594,0.009158460084945568,0.008903458184099234,0.015033580375653294,0.014808352168261292,0.014226023523436868,0.014124630494898446,0.014491576771001852,0.014498874802843018,0.01449878310070102,0.014667198086887209,0.014780206864127881,0.01463910047152702,0.014704952914656498,0.014588673968771849,0.014960835199734556,0.01498336460863659,0.014860760768039018,0.014748251168191997,0.014743844598869993,0.014800898134995188,0.014853413275422528,0.014951542010024122,0.014732740776817244,0.014754516936993898,0.014607156477574714,0.01456608586830959,0.014938759654494767,0.014910638297872342,0.014940760802933536,0.014914169556903419,0.014830404510187726,0.014930536488935258,0.01497728602881748,0.01493102882706588,0.014762723696981051,0.014831013916500995,0.014701118921652753,0.014704961073427988,0.014925212583433283,0.014947691178217074,0.015038200362379229,0.01501985965136462,0.014917744264230084,0.014988278060216527,0.014941313312889925,0.014917766475903297,0.014916819231075379,0.014903920102258926,0.0149160243752256,0.014872702460659306,-0.08,-0.16,-0.11,-0.01,0.18,0.08,-0.09,-0.03,-0.08,0.03,0.01,-0.19
1963,0.014117283687641119,0.009811735309322762,0.011284288689326334,0.014912230599345063,0.015342994437928036,0.016308258054200976,0.009975627001266711,0.001499583449041933,0.009667506082205813,0.011272163239108924,0.020393745691012623,0.012431116237344613,0.014884610132459373,0.014919605110608847,0.014907025866546625,0.01450605511585773,0.0149225762525532,0.014822245246784443,0.015067362830140275,0.015348382187760431,0.015338504936530323,0.01522669568371418,0.014971804973279683,0.014921596697406532,0.014771232535817127,0.014856728411406468,0.01505651787262365,0.015218292918959271,0.015130219561772398,0.015270586078907576,0.015508450571239731,0.015537995538116453,0.015475465725070015,0.015502273666804466,0.015539399369222667,0.01561898344243358,0.01481879255975504,0.014927659574468084,0.015130237068244892,0.015210042134446693,0.01504304633956174,0.015166657514688923,0.015484518268721608,0.015541843642718576,0.01557436133199385,0.015597841522294806,0.01558761855511925,0.015695922818887504,0.014892941853523158,0.014947691178217074,0.015075836187383396,0.015089075594458465,0.015033671630465713,0.014983009772673394,0.015136935603256848,0.01530530987545523,0.015426251691474966,0.015455524262627229,0.0153459880671805,0.015277837007974757,-0.05,0.01,0.27,0.21,0.42,0.45,0.43,0.45,0.41,0.45,0.69,0.77
1964,0.00846717505218762,0.007555359296915388,0.02007142789834246,0.014055479399893383,0.01690693304072547,0.016774588962613586,0.0131584287639835,0.025715079144682036,0.008685816722864826,0.018078249939828307,0.019661749810617347,0.02105802761421046,0.01485978175859372,0.01459755711960277,0.014491499013123722,0.014583531991990084,0.01386693984121729,0.01414250737482594,0.014006476261796297,0.014188919888401756,0.0144790197461213,0.014276387377584328,0.014683885646870457,0.014462163331890668,0.015411141526538448,0.015161806522915395,0.01495024973013485,0.014593413885586307,0.014385467821685156,0.0144285845209183,0.014605561325653856,0.014328813005967313,0.014568367222695729,0.014553899277776429,0.014558728275411185,0.014355506353484792,0.015612860472556098,0.015438297872340426,0.015074508754918024,0.014821024486195353,0.014726809772800385,0.014644994783372686,0.014648421169978542,0.014552097413651708,0.014478934314109442,0.014507242260721387,0.014451080563495537,0.014477153775621204,0.015366245892205005,0.015276983038770068,0.015054330001666729,0.015057129774569,0.015007324501775797,0.01486183915918131,0.01478270064502485,0.014684178673433636,0.014481679004484067,0.014527344185084412,0.014454211520903667,0.014536867243805708,0.65,0.31,0.33,0.06,-0.22,-0.14,-0.2,-0.21,-0.68,-0.79,-0.63,-0.76
1965,0.009026328121671708,0.013339005686713767,0.025089284872928073,0.013527149493564847,0.01695738267307377,0.008553841234311296,0.009762016144708537,0.0009441821716189948,0.002902385931964659,0.018532880485652395,0.006536893443529923,0.01322028639457159,0.014828746291261652,0.01513040015926737,0.015207128594018722,0.015781443692190332,0.01607815457265464,0.01595074210217186,0.015934100222578164,0.01610927932171456,0.015500117536436297,0.015458832063837502,0.0153931503290005,0.01538768851749509,0.014670506120610995,0.014931558891587903,0.01506770399288563,0.01520170321010866,0.015432599967522104,0.015534069559638914,0.015626475309224813,0.015773786131885535,0.015779861195665414,0.015885271016219636,0.015926824986530905,0.01589574509048903,0.01472738905900096,0.014939007092198581,0.015035498935589215,0.015062105845675055,0.01525023581433642,0.015424743287024324,0.015573701959254203,0.015768071352219575,0.01584679913955059,0.01598409542743539,0.015945628022480722,0.01588955902202327,0.014833778848687924,0.014963885859883614,0.015000564537375062,0.014908049281751485,0.015102174165059492,0.015267497300002635,0.015295548271121921,0.015422103776690062,0.015394412162699992,0.015508563124201102,0.01549992568528781,0.01546441212844898,-0.39,-0.08,0.11,0.1,0.15,-0.17,-0.39,-0.21,-0.03,-0.17,-0.3,-0.25
1966,0.01455395560857155,0.009590944339134929,0.008146361229162936,0.013926966719975632,0.022645578720345082,0.0215311642284222,0.026103246671408824,0.030658150513746187,0.02206666951214307,0.003944588559356029,0.02710938231463907,0.014994232987312573,0.015517733666033541,0.015106978487194202,0.014653092789454852,0.01456565271288262,0.014410373970129859,0.014380085660170659,0.01440864241188748,0.014558498496322335,0.014603902209685002,0.014863982589771486,0.014747087450228579,0.014921596697406532,0.015754796354888786,0.015438103680508387,0.015218716616422346,0.015157463986507035,0.014783042058874585,0.014898272464830685,0.014971438013407608,0.014824577844148461,0.014738828686229152,0.014839627459086157,0.014722173457713098,0.014614218328840972,0.015801380192861387,0.01561985815602837,0.015659656044850145,0.015418248763088253,0.015081212821757076,0.015238042941079567,0.015200245255148966,0.015027175603603804,0.015012458353908064,0.015001420051121843,0.01499661879947492,0.014898597276563756,0.015457679626950362,0.015492912127657276,0.015629620469587564,0.015333993546944385,0.015265526362936967,0.015304375312804574,0.015337844982552609,0.01520975122899037,0.015229907930695959,0.015200937727072627,0.01522389961144022,0.01512857691159538,-0.19,-0.28,-0.39,0.08,0.13,0.62,0.28,-0.06,-0.07,-0.05,0.21,0.6
1967,0.016061006262514377,0.013419782870928827,0.02049547214971589,0.02357969690046455,0.012883574860948203,0.01657473285900818,0.0073054912942895405,0.0007220216606498196,0.0014298518929531778,0.0014976065038911025,0.01122677402606246,0.008303149261080422,0.014760468263131106,0.014984014708810063,0.014641550376859772,0.0148934394965195,0.014928822621851046,0.014663859723221295,0.014672130579188597,0.014572991775064319,0.014155794546309356,0.014116793616249545,0.014094002148861315,0.014115923694110598,0.014860108784528422,0.015017901753335713,0.014782457926205165,0.014698482041640168,0.014979029358897543,0.015121660633276818,0.014918326881314323,0.0146976136782728,0.014440521125045661,0.014474868078690757,0.014510300073247655,0.014517953407778207,0.014881632466523468,0.014876595744680851,0.014773575862952932,0.01470596292826186,0.0149558086659724,0.015139201581461753,0.0150553217580335,0.014981930061703603,0.01474002054635132,0.014813973303038911,0.014860234240480073,0.014796083992550703,0.01486067112361303,0.014801939043218209,0.014979058351658395,0.015099724201088289,0.015107443590797475,0.01505676579827727,0.015068203447181983,0.015029251563445633,0.014980498288625329,0.015041821142351001,0.015048729218421557,0.015064608298861363,0.3,0.3,-0.03,-0.2,-0.37,-0.61,-0.62,-0.4,-0.35,-0.61,-0.4,-0.13
1968,0.015027904400800918,0.009833275891780112,0.02981502247434532,0.014402939608559899,0.02694640987803802,0.017067711247901508,0.0218951127972128,0.011635656762010553,0.05181612531478083,0.005014307490706816,0.022623779652216843,0.013159580997861822,0.014394249748612713,0.014591701701584478,0.014514583838313883,0.014434537999427864,0.014279200214875101,0.014472477215582494,0.01483854415853667,0.015152722924743655,0.015500117536436297,0.015088864708015957,0.015056074044423846,0.015307787062622764,0.01443942787396163,0.014350183622485984,0.014458060438607777,0.014726131556391183,0.01469904750172189,0.015098749026256702,0.015319610990463601,0.015271975381043645,0.015195421892122248,0.015228704131507917,0.015285151307864134,0.01546856950327301,0.01469882546501531,0.014581560283687943,0.014639827910968446,0.014837461851614423,0.014890380410780396,0.015325901927406512,0.01536189069423929,0.015259059005842329,0.015182731983631029,0.015183186594717412,0.015456916686082523,0.015490896250861396,0.015016646318178641,0.015007071677661056,0.015022070723091729,0.01502518395467953,0.014933552541444033,0.015177936411769354,0.015115787247541505,0.015183207160527911,0.015176842049404336,0.015227457157859565,0.01540968639191456,0.015459081410721142,-0.03,-0.24,-0.26,-0.01,-0.01,0.08,0.24,0.2,0.29,0.44,0.49,0.5
1969,0.013723213905338046,0.010522574530415302,0.018215056397885433,0.02439837026882949,0.020293364612105392,0.012910704292909105,0.018712311034496013,0.01427381282976951,0.005612702206666952,0.010937876073061802,0.00956701592516619,0.012255745091294172,0.015257035740444177,0.015013291798901525,0.01556494338446622,0.01579336321159531,0.01610938641914387,0.015924344514911336,0.015538867971626487,0.015196202760969604,0.015301774800188057,0.015727239753355094,0.015674047232814375,0.015634051336684756,0.015500017775249742,0.015420835108158825,0.015397694540614008,0.015395249813365774,0.015583790170396957,0.015442423131558448,0.01524879614767255,0.015386847721597811,0.015481553634481922,0.015569146219876956,0.015563613470304431,0.015612966884867156,0.015652849504136007,0.01574468085106383,0.015531480924198348,0.015451123493926393,0.015435615870713768,0.015320410740761077,0.015194671274490678,0.015360861475117777,0.015455169791187773,0.015563760295370635,0.015462599376040644,0.015462420338635548,0.015656682461396138,0.015714239443766667,0.015516712994575063,0.01539788518672332,0.015312951194578815,0.01523588757474383,0.015163371047901027,0.015278765806992771,0.015399718750829154,0.015476739807256779,0.01544153555428159,0.01535779777389228,0.32,0.53,0.38,0.35,0.2,-0.05,-0.15,0.01,-0.09,-0.06,-0.07,-0.19
1970,0.0205928087589997,0.017566344993968634,0.01804072709454302,0.019191226867717615,0.011634946460327672,0.01758733711727556,0.014613118697144661,0.01185781727297973,0.020530112254044133,0.013211028802182225,0.015286797688254871,0.009672393209089622,0.015499112385634301,0.015136255577285663,0.014762745709108117,0.014923238295031945,0.014454098555214779,0.014221700136607512,0.013881666077285242,0.013978767346642999,0.01423660084626234,0.014523032281465358,0.014466190546414704,0.014582015514199154,0.015517793024992002,0.015288442720145515,0.01506770399288563,0.015068985539303784,0.014861436978883768,0.014548870457773908,0.014186573505806816,0.014183711102109418,0.014458784853281385,0.014420154171631448,0.01438317604256839,0.014451771274547557,0.015418628033453681,0.015387234042553192,0.015258412188896689,0.015281270717929332,0.015141188722349748,0.014908571742353521,0.014715308937877985,0.014535130335439133,0.014592450067258084,0.014547003692132918,0.01455905167269979,0.014454373045840524,0.015360867437219984,0.015406540492102393,0.015301651137408397,0.015291399120425092,0.015244448659985034,0.01518320469931249,0.01518451940361637,0.014981472240213203,0.014810687468492133,0.014766019062166852,0.014762086757118289,0.014510213655166533,-0.34,-0.26,-0.2,-0.28,-0.19,-0.33,-0.11,-0.24,-0.22,-0.39,-0.2,-0.34
