Year,rainfall_01,rainfall_07,rainfall_08,rainfall_09,rainfall_10,rainfall_11,rainfall_12,nino12_07,nino12_08,nino12_09,nino12_10,nino12_11,nino12_12,nino3_07,nino3_08,nino3_09,nino3_10,nino3_11,nino3_12,nino34_07,nino34_08,nino34_09,nino34_10,nino34_11,nino34_12,nino4_07,nino4_08,nino4_09,nino4_10,nino4_11,nino4_12,tsa_07,tsa_08,tsa_09,tsa_10,tsa_11,tsa_12
1950,0.45,-0.57,-1.06,-1.07,0.35,-0.67,1.37,-1.09,-0.59,-1.0,-0.77,-1.37,-0.94,-0.89,-0.66,-0.82,-0.53,-0.78,-0.75,-1.24,-1.22,-1.18,-0.85,-0.92,-1.1,-1.7,-1.81,-1.79,-1.61,-1.51,-1.44,-0.59,-1.21,-1.81,-1.78,-1.42,-2.42
1951,-0.11,-0.18,-0.7,1.44,0.19,-0.49,-0.22,1.66,1.28,0.87,0.91,0.73,0.16,1.19,0.97,0.96,0.83,0.91,0.6,0.63,0.39,0.71,0.47,0.45,0.28,0.21,-0.54,-0.18,-0.09,0.18,0.13,-0.45,0.03,0.07,-0.04,-0.3,-0.11
1952,0.68,-0.45,0.73,-0.87,-0.62,-0.05,1.8,-0.42,-0.58,-0.92,-0.19,-0.48,-0.06,-0.6,-0.52,-0.49,-0.35,-0.64,-0.33,-0.4,-0.43,-0.2,-0.12,-0.25,-0.03,-0.85,-1.03,-0.36,-0.56,-0.21,-0.11,-0.34,-0.16,-0.23,-0.37,-0.07,-0.46
1953,-0.75,1.85,-1.2,-0.87,0.3,-0.08,-0.58,0.21,0.46,0.45,0.16,0.1,-0.34,0.38,0.24,0.55,0.32,0.16,0.24,0.68,0.47,0.52,0.5,0.32,0.44,0.65,0.63,0.14,0.22,0.25,0.51,-0.34,-0.32,0.03,-0.04,-0.6,-1.14
1954,0.32,-0.67,-0.58,-0.27,-0.3,0.88,-0.51,-1.92,-1.47,-1.51,-1.59,-1.2,-1.35,-1.36,-1.46,-1.52,-1.22,-0.94,-1.08,-1.18,-1.44,-1.43,-1.03,-0.7,-0.84,-1.32,-1.52,-1.57,-1.54,-0.94,-0.96,-1.99,-1.36,-0.94,-0.56,-0.42,-0.69
1955,-0.13,-0.0,-1.22,0.11,0.07,0.12,0.71,-0.93,-1.05,-1.08,-1.45,-1.51,-1.35,-1.23,-1.3,-1.53,-2.15,-1.94,-1.69,-1.18,-1.25,-1.28,-2.07,-2.06,-1.68,-1.05,-1.45,-1.07,-1.75,-2.16,-1.6,-0.9,-1.58,-1.47,-0.99,-0.66,-1.54
1956,-0.41,-0.22,-0.08,0.77,0.85,0.13,-0.19,-0.22,-0.12,-0.67,-1.13,-0.88,-1.29,-0.77,-0.85,-0.85,-0.87,-0.95,-0.92,-1.07,-1.18,-0.86,-0.83,-0.83,-0.65,-1.45,-1.81,-1.63,-1.07,-0.7,-0.45,-0.87,-0.73,-0.73,-1.48,-1.33,-1.34
1957,1.45,-1.41,-0.45,-1.08,0.41,-1.02,-0.8,1.53,1.19,1.18,0.93,0.85,0.69,1.78,1.36,0.9,0.77,1.09,1.25,1.52,1.27,0.9,0.75,1.04,1.18,-0.33,0.36,0.51,0.68,0.65,0.75,-1.01,-0.79,-1.27,-1.29,-0.83,-0.51
1958,0.96,-0.62,0.15,-0.75,-0.39,-0.36,0.66,0.33,-0.25,0.13,0.21,-0.05,-0.21,0.1,0.04,-0.2,-0.13,0.12,-0.19,0.3,0.08,-0.07,0.12,0.37,0.23,0.42,0.42,0.29,0.42,0.34,0.59,-1.57,-2.15,-2.21,-1.63,-1.21,-0.16
1959,-0.81,-0.83,0.07,-0.62,-1.65,0.43,-1.56,-0.27,-0.74,-0.37,-0.05,0.28,-0.12,-0.92,-0.78,-0.66,-0.34,-0.42,-0.36,-0.99,-0.72,-0.72,-0.38,-0.43,-0.28,-0.47,-0.25,-0.26,-0.24,-0.49,-0.43,-0.82,-0.76,-0.43,-0.53,-0.71,-0.69
1960,-1.81,-0.07,0.11,0.26,1.8,0.75,0.9,-0.96,-0.64,-0.05,-0.39,-0.51,-0.27,-0.42,-0.1,-0.19,-0.66,-0.6,-0.52,-0.51,-0.01,-0.26,-0.38,-0.21,-0.31,-0.91,-0.71,-0.54,-0.28,-0.06,-0.02,0.07,-0.19,-0.27,-0.43,-0.04,-0.11
1961,0.02,-0.83,-1.1,-0.39,0.15,-0.39,1.53,-0.96,-0.85,-0.94,-0.64,-0.2,-0.34,-0.84,-0.96,-1.31,-1.07,-0.57,-0.44,-0.16,-0.69,-0.9,-0.84,-0.49,-0.42,-0.66,-0.73,-0.6,-0.86,-0.53,-0.43,-0.73,-0.73,0.0,-0.19,-0.24,-0.41
1962,1.4,-0.52,-0.48,-1.18,0.19,-0.85,-1.1,-0.81,-0.64,-0.53,-0.72,-0.63,-0.85,-0.68,-0.4,-0.79,-0.67,-0.85,-0.89,-0.5,-0.54,-0.83,-0.59,-0.76,-0.73,-0.83,-0.8,-0.71,-0.66,-0.59,-0.7,-0.4,-0.23,-0.37,-0.04,-0.04,-0.59
1963,-0.22,-0.53,-1.14,-0.52,-0.46,0.75,-0.48,-0.1,0.26,0.27,0.11,-0.25,-0.35,0.81,0.78,0.61,0.59,0.61,0.71,0.95,0.95,0.91,0.82,0.74,0.89,-0.06,0.53,0.83,0.81,0.49,0.32,1.05,1.29,1.27,1.25,1.96,1.83
1964,-1.44,-0.2,0.88,-0.61,0.35,0.64,1.04,-1.42,-1.27,-0.96,-1.24,-0.66,-1.04,-1.24,-1.66,-1.1,-1.01,-0.93,-1.21,-1.43,-1.46,-1.44,-1.18,-1.19,-1.11,-1.45,-1.6,-2.03,-1.67,-1.76,-1.55,-0.7,-0.79,-2.37,-2.55,-1.92,-2.02
1965,-1.32,-0.55,-1.19,-1.16,0.4,-1.23,-0.34,0.97,1.26,0.5,0.43,0.34,0.36,1.08,1.25,1.18,1.24,1.21,1.13,1.2,1.5,1.49,1.53,1.35,1.21,0.57,0.92,0.74,0.95,0.88,0.79,-1.23,-0.79,-0.2,-0.65,-0.95,-0.74
1966,-0.13,1.12,1.29,0.66,-1.34,1.71,-0.03,-0.92,-0.78,-0.78,-0.41,-0.57,-0.35,-0.41,-0.66,-0.78,-0.53,-0.67,-0.81,0.14,-0.3,-0.3,-0.28,-0.26,-0.41,0.73,0.2,0.24,0.13,0.18,-0.06,0.63,-0.32,-0.33,-0.28,0.55,1.4
1967,0.2,-0.8,-1.2,-1.3,-1.63,-0.56,-1.21,-0.59,-0.76,-1.42,-1.46,-1.49,-1.56,-0.53,-0.91,-1.34,-1.14,-1.0,-0.96,-0.27,-0.41,-0.88,-0.62,-0.49,-0.58,-0.33,-0.42,-0.52,-0.29,-0.26,-0.22,-1.87,-1.39,-1.27,-2.0,-1.24,-0.43
1968,-0.03,0.69,-0.29,3.49,-1.21,1.07,-0.35,-0.39,0.0,0.5,-0.09,-0.13,0.24,0.38,0.24,0.08,0.13,0.21,0.48,0.6,0.26,0.07,0.06,0.52,0.56,-0.14,0.11,0.08,0.2,0.65,0.78,0.52,0.5,0.87,1.22,1.38,1.15
1969,-0.31,0.36,-0.07,-0.91,-0.5,-0.8,-0.51,0.48,0.06,0.21,0.81,0.74,0.73,0.22,0.47,0.62,0.7,0.64,0.7,0.12,0.51,0.65,0.76,0.53,0.51,0.05,0.43,0.75,0.87,0.73,0.52,-0.57,-0.1,-0.4,-0.31,-0.27,-0.59
1970,1.18,-0.05,-0.27,0.51,-0.23,0.02,-0.96,-1.57,-1.55,-1.31,-0.89,-0.96,-0.86,-2.2,-1.95,-1.3,-1.23,-1.2,-1.06,-1.24,-1.5,-1.2,-1.11,-1.0,-1.14,0.13,-0.58,-1.03,-1.03,-0.98,-1.62,-0.45,-0.89,-0.84,-1.32,-0.66,-0.96
1971,0.04,-0.76,-1.07,-0.62,1.1,1.02,-1.55,-0.64,-1.03,-1.19,-1.1,-0.6,-0.87,-1.16,-1.28,-0.97,-1.18,-1.0,-1.2,-1.39,-1.13,-1.04,-1.05,-0.83,-1.01,-1.7,-1.56,-1.68,-1.27,-0.89,-0.61,-0.79,-0.76,-0.63,-1.29,-2.07,-2.09
