Year,rainfall_11,rainfall_05,rainfall_06,rainfall_07,rainfall_08,rainfall_09,rainfall_10,nino12_05,nino12_06,nino12_07,nino12_08,nino12_09,nino12_10,nino3_05,nino3_06,nino3_07,nino3_08,nino3_09,nino3_10,nino34_05,nino34_06,nino34_07,nino34_08,nino34_09,nino34_10,nino4_05,nino4_06,nino4_07,nino4_08,nino4_09,nino4_10,tsa_05,tsa_06,tsa_07,tsa_08,tsa_09,tsa_10
1950,-0.67,-0.13,0.95,-0.57,-1.06,-1.07,0.35,-1.16,-1.14,-1.09,-0.59,-1.0,-0.77,-1.72,-1.18,-0.89,-0.66,-0.82,-0.53,-2.68,-1.73,-1.24,-1.22,-1.18,-0.85,-1.76,-1.1,-1.7,-1.81,-1.79,-1.61,-1.0,-0.71,-0.59,-1.21,-1.81,-1.78
1951,-0.49,0.65,2.74,-0.18,-0.7,1.44,0.19,0.25,1.35,1.66,1.28,0.87,0.91,0.13,0.24,1.19,0.97,0.96,0.83,0.35,-0.14,0.63,0.39,0.71,0.47,0.73,0.63,0.21,-0.54,-0.18,-0.09,-1.07,-0.78,-0.45,0.03,0.07,-0.04
1952,-0.05,0.46,-0.41,-0.45,0.73,-0.87,-0.62,-0.23,-0.34,-0.42,-0.58,-0.92,-0.19,0.13,-0.49,-0.6,-0.52,-0.49,-0.35,0.65,-0.19,-0.4,-0.43,-0.2,-0.12,0.01,-0.47,-0.85,-1.03,-0.36,-0.56,-0.64,0.0,-0.34,-0.16,-0.23,-0.37
1953,-0.08,-0.71,-1.86,1.85,-1.2,-0.87,0.3,0.96,0.45,0.21,0.46,0.45,0.16,0.58,0.64,0.38,0.24,0.55,0.32,0.96,1.01,0.68,0.47,0.52,0.5,0.34,0.83,0.65,0.63,0.14,0.22,-0.52,-0.4,-0.34,-0.32,0.03,-0.04
1954,0.88,-1.76,-0.29,-0.67,-0.58,-0.27,-0.3,-1.97,-1.6,-1.92,-1.47,-1.51,-1.59,-1.73,-1.59,-1.36,-1.46,-1.52,-1.22,-1.16,-0.95,-1.18,-1.44,-1.43,-1.03,-0.71,-0.87,-1.32,-1.52,-1.57,-1.54,-1.65,-1.51,-1.99,-1.36,-0.94,-0.56
1955,0.12,0.34,-0.89,-0.0,-1.22,0.11,0.07,-1.54,-1.39,-0.93,-1.05,-1.08,-1.45,-1.91,-1.63,-1.23,-1.3,-1.53,-2.15,-1.42,-1.33,-1.18,-1.25,-1.28,-2.07,-1.17,-1.05,-1.05,-1.45,-1.07,-1.75,-1.0,-1.2,-0.9,-1.58,-1.47,-0.99
1956,0.13,-0.87,0.11,-0.22,-0.08,0.77,0.85,-0.88,-0.71,-0.22,-0.12,-0.67,-1.13,-0.39,-0.51,-0.77,-0.85,-0.85,-0.87,-0.76,-0.88,-1.07,-1.18,-0.86,-0.83,-1.62,-1.39,-1.45,-1.81,-1.63,-1.07,-1.26,-1.18,-0.87,-0.73,-0.73,-1.48
1957,-1.02,-1.65,-0.64,-1.41,-0.45,-1.08,0.41,1.82,1.53,1.53,1.19,1.18,0.93,1.05,1.28,1.78,1.36,0.9,0.77,1.1,1.19,1.52,1.27,0.9,0.75,0.65,-0.13,-0.33,0.36,0.51,0.68,-0.81,-0.42,-1.01,-0.79,-1.27,-1.29
1958,-0.36,-1.57,-0.88,-0.62,0.15,-0.75,-0.39,0.51,0.49,0.33,-0.25,0.13,0.21,0.42,0.37,0.1,0.04,-0.2,-0.13,0.94,0.98,0.3,0.08,-0.07,0.12,0.89,0.81,0.42,0.42,0.29,0.42,-2.74,-2.66,-1.57,-2.15,-2.21,-1.63
1959,0.43,-1.19,-0.1,-0.83,0.07,-0.62,-1.65,-0.04,-0.28,-0.27,-0.74,-0.37,-0.05,-0.29,-0.48,-0.92,-0.78,-0.66,-0.34,-0.09,-0.42,-0.99,-0.72,-0.72,-0.38,0.08,-0.65,-0.47,-0.25,-0.26,-0.24,-0.6,-0.49,-0.82,-0.76,-0.43,-0.53
1960,0.75,-1.12,1.26,-0.07,0.11,0.26,1.8,-0.64,-0.87,-0.96,-0.64,-0.05,-0.39,-0.39,-0.77,-0.42,-0.1,-0.19,-0.66,-0.22,-0.66,-0.51,-0.01,-0.26,-0.38,-0.53,-0.83,-0.91,-0.71,-0.54,-0.28,-0.17,-0.71,0.07,-0.19,-0.27,-0.43
1961,-0.39,0.87,-0.31,-0.83,-1.1,-0.39,0.15,-0.5,-0.63,-0.96,-0.85,-0.94,-0.64,0.03,-0.05,-0.84,-0.96,-1.31,-1.07,-0.12,0.22,-0.16,-0.69,-0.9,-0.84,-0.79,-0.11,-0.66,-0.73,-0.6,-0.86,-0.12,-0.4,-0.73,-0.73,0.0,-0.19
1962,-0.85,0.2,-0.11,-0.52,-0.48,-1.18,0.19,-0.91,-0.83,-0.81,-0.64,-0.53,-0.72,-1.05,-0.88,-0.68,-0.4,-0.79,-0.67,-1.02,-0.69,-0.5,-0.54,-0.83,-0.59,-0.97,-0.7,-0.83,-0.8,-0.71,-0.66,0.24,0.03,-0.4,-0.23,-0.37,-0.04
1963,0.75,0.03,0.18,-0.53,-1.14,-0.52,-0.46,-0.32,-0.42,-0.1,0.26,0.27,0.11,-0.06,0.3,0.81,0.78,0.61,0.59,-0.35,0.05,0.95,0.95,0.91,0.82,-0.49,-0.72,-0.06,0.53,0.83,0.81,0.81,0.9,1.05,1.29,1.27,1.25
1964,0.64,0.28,0.25,-0.2,0.88,-0.61,0.35,-1.78,-1.28,-1.42,-1.27,-0.96,-1.24,-1.98,-1.82,-1.24,-1.66,-1.1,-1.01,-1.35,-1.59,-1.43,-1.46,-1.44,-1.18,-0.6,-1.23,-1.45,-1.6,-2.03,-1.67,-0.71,-0.49,-0.7,-0.79,-2.37,-2.55
1965,-1.23,0.29,-1.0,-0.55,-1.19,-1.16,0.4,1.28,1.01,0.97,1.26,0.5,0.43,0.73,0.96,1.08,1.25,1.18,1.24,0.31,0.86,1.2,1.5,1.49,1.53,-0.2,0.49,0.57,0.92,0.74,0.95,0.17,-0.56,-1.23,-0.79,-0.2,-0.65
1966,1.71,1.19,0.97,1.12,1.29,0.66,-1.34,-1.03,-0.98,-0.92,-0.78,-0.78,-0.41,-0.95,-0.64,-0.41,-0.66,-0.78,-0.53,-0.22,0.27,0.14,-0.3,-0.3,-0.28,0.47,0.65,0.73,0.2,0.24,0.13,0.12,1.3,0.63,-0.32,-0.33,-0.28
1967,-0.56,-0.36,0.22,-0.8,-1.2,-1.3,-1.63,-0.31,-0.62,-0.59,-0.76,-1.42,-1.46,-0.45,-0.07,-0.53,-0.91,-1.34,-1.14,-0.62,-0.04,-0.27,-0.41,-0.88,-0.62,-0.18,-0.4,-0.33,-0.42,-0.52,-0.29,-1.07,-1.6,-1.87,-1.39,-1.27,-2.0
