Year,rainfall_02,rainfall_01,rainfall_08,rainfall_09,rainfall_10,rainfall_11,rainfall_12,nino12_01,nino12_08,nino12_09,nino12_10,nino12_11,nino12_12,nino3_01,nino3_08,nino3_09,nino3_10,nino3_11,nino3_12,nino34_01,nino34_08,nino34_09,nino34_10,nino34_11,nino34_12,nino4_01,nino4_08,nino4_09,nino4_10,nino4_11,nino4_12,tsa_01,tsa_08,tsa_09,tsa_10,tsa_11,tsa_12
1950,-0.42,0.45,-1.06,-1.07,0.35,-0.67,1.37,-1.33,-0.59,-1.0,-0.77,-1.37,-0.94,-1.83,-0.66,-0.82,-0.53,-0.78,-0.75,-1.61,-1.22,-1.18,-0.85,-0.92,-1.1,-1.41,-1.81,-1.79,-1.61,-1.51,-1.44,0.02,-1.21,-1.81,-1.78,-1.42,-2.42
1951,-1.14,-0.11,-0.7,1.44,0.19,-0.49,-0.22,-0.26,1.28,0.87,0.91,0.73,0.16,-0.65,0.97,0.96,0.83,0.91,0.6,-1.12,0.39,0.71,0.47,0.45,0.28,-1.11,-0.54,-0.18,-0.09,0.18,0.13,-2.92,0.03,0.07,-0.04,-0.3,-0.11
1952,1.26,0.68,0.73,-0.87,-0.62,-0.05,1.8,-0.01,-0.58,-0.92,-0.19,-0.48,-0.06,0.41,-0.52,-0.49,-0.35,-0.64,-0.33,0.24,-0.43,-0.2,-0.12,-0.25,-0.03,0.28,-1.03,-0.36,-0.56,-0.21,-0.11,-0.03,-0.16,-0.23,-0.37,-0.07,-0.46
1953,1.28,-0.75,-1.2,-0.87,0.3,-0.08,-0.58,-0.14,0.46,0.45,0.16,0.1,-0.34,0.23,0.24,0.55,0.32,0.16,0.24,0.43,0.47,0.52,0.5,0.32,0.44,0.07,0.63,0.14,0.22,0.25,0.51,-0.62,-0.32,0.03,-0.04,-0.6,-1.14
1954,-0.11,0.32,-0.58,-0.27,-0.3,0.88,-0.51,-2.03,-1.47,-1.51,-1.59,-1.2,-1.35,0.06,-1.46,-1.52,-1.22,-0.94,-1.08,0.47,-1.44,-1.43,-1.03,-0.7,-0.84,0.45,-1.52,-1.57,-1.54,-0.94,-0.96,-1.39,-1.36,-0.94,-0.56,-0.42,-0.69
1955,0.72,-0.13,-1.22,0.11,0.07,0.12,0.71,-0.74,-1.05,-1.08,-1.45,-1.51,-1.35,-0.65,-1.3,-1.53,-2.15,-1.94,-1.69,-0.64,-1.25,-1.28,-2.07,-2.06,-1.68,-0.7,-1.45,-1.07,-1.75,-2.16,-1.6,-1.36,-1.58,-1.47,-0.99,-0.66,-1.54
1956,-0.59,-0.41,-0.08,0.77,0.85,0.13,-0.19,-1.05,-0.12,-0.67,-1.13,-0.88,-1.29,-0.79,-0.85,-0.85,-0.87,-0.95,-0.92,-0.83,-1.18,-0.86,-0.83,-0.83,-0.65,-1.61,-1.81,-1.63,-1.07,-0.7,-0.45,-1.59,-0.73,-0.73,-1.48,-1.33,-1.34
1957,-0.78,1.45,-0.45,-1.08,0.41,-1.02,-0.8,-1.95,1.19,1.18,0.93,0.85,0.69,-0.68,1.36,0.9,0.77,1.09,1.25,-0.43,1.27,0.9,0.75,1.04,1.18,-0.23,0.36,0.51,0.68,0.65,0.75,-1.23,-0.79,-1.27,-1.29,-0.83,-0.51
1958,-0.92,0.96,0.15,-0.75,-0.39,-0.36,0.66,0.25,-0.25,0.13,0.21,-0.05,-0.21,1.41,0.04,-0.2,-0.13,0.12,-0.19,1.71,0.08,-0.07,0.12,0.37,0.23,1.36,0.42,0.29,0.42,0.34,0.59,-0.92,-2.15,-2.21,-1.63,-1.21,-0.16
1959,-0.53,-0.81,0.07,-0.62,-1.65,0.43,-1.56,-0.7,-0.74,-0.37,-0.05,0.28,-0.12,0.02,-0.78,-0.66,-0.34,-0.42,-0.36,0.53,-0.72,-0.72,-0.38,-0.43,-0.28,0.64,-0.25,-0.26,-0.24,-0.49,-0.43,-0.09,-0.76,-0.43,-0.53,-0.71,-0.69
