0,380.7852140148864
1,105.78521401488639
2,179.58521401488633
3,165.68521401488636
4,173.2852140148864
5,414.38521401488634
6,397.3852140148863
7,310.7852140148863
8,295.7852140148864
9,226.78521401488635
10,365.18521401488636
11,314.5852140148864
12,253.28521401488635
13,303.6852140148863
0,343.1479365645266
1,257.8848251933243
2,263.64104798737634
3,272.8887686845603
4,279.84653678338617
5,279.7251258957149
6,284.8935711337101
7,309.75289060101045
8,286.5814473824774
9,264.1017091851191
10,298.32706668519984
11,292.364954292009
12,275.8161681873217
13,321.9432425062972
0,265.11951571259954
1,269.67324261777935
2,282.1329613423239
3,292.4680978889356
4,278.44595827861565
5,281.5846620219928
6,270.66534869559376
7,261.285555745037
8,266.69240187282935
9,287.9387239003374
10,281.49522094729116
11,282.91301584655287
12,289.2702461681333
13,262.7053153945458
0,283.9200405568975
1,285.13679245306054
2,285.55993311650025
3,286.8869116089542
4,285.19198515851645
5,285.8927133426183
6,283.59653931225233
7,284.006964551189
8,284.03254085681357
9,288.56823683815446
10,286.01609607676954
11,284.96459556913425
12,287.1958974356685
13,284.2812483106336
0,286.740277657024
1,336.01475553543827
2,308.8548760434791
3,267.79947585943034
4,310.0457682612948
5,308.486056152305
6,337.99589921813936
7,301.46320280115754
8,332.64270422381827
9,314.75585438676785
10,278.15184302527507
11,299.7164086328424
12,296.4065587879865
13,274.55302533688433
0,256.0826566310274
1,233.24473307435875
2,258.4155648642249
3,291.18561946615455
4,245.6407938974841
5,261.94195934427535
6,237.30879208410144
7,236.48109922542568
8,238.54295380935017
9,270.2971369053357
10,280.39241114795817
11,263.3251798087019
12,251.90802972778505
13,267.70059688545274
