0,380.7852140148864
1,105.78521401488639
2,179.58521401488633
3,165.68521401488636
4,173.2852140148864
5,414.38521401488634
6,397.3852140148863
7,310.7852140148863
8,295.7852140148864
9,226.78521401488635
10,365.18521401488636
11,314.5852140148864
12,253.28521401488635
13,303.6852140148863
0,286.42126290739816
1,286.2348186812797
2,286.255835935437
3,286.329748976831
4,286.3281030684444
5,286.3210787628463
6,286.3363170054696
7,286.3050610010533
8,286.3268851787819
9,286.3970516506945
10,286.3336231762479
11,286.3824468182634
12,286.39173346119424
13,286.28499943901863
0,299.71361599833153
1,283.02341796764233
2,285.2151173775659
3,275.6296996184262
4,281.44407394889146
5,286.7496179747318
6,291.88141039189816
7,291.92206743198614
8,289.41935843649003
9,270.47199597948173
10,291.27090301211535
11,283.5710472852469
12,267.8302215922222
13,303.2735875749659
0,287.2328317715763
1,281.8599545829865
2,285.25886909075797
3,286.2356585256366
4,284.791966957882
5,285.7036285100223
6,283.85227230752656
7,284.3197367277275
8,282.7992666391238
9,283.0528702658293
10,286.7737565836878
11,286.27999439977765
12,285.42071684976
13,285.8977650983705
0,299.108253466037
1,301.6048038325453
2,277.4477663874985
3,264.2072175898454
4,295.54563357751965
5,291.93009391117477
6,338.6361270160015
7,283.2215137598735
8,330.9279306899245
9,312.8283991802985
10,269.50957844912983
11,305.81575389904145
12,285.0150526672616
13,258.6784202970865
0,288.05268705889017
1,288.07296855223393
2,288.07237391913867
3,288.0718207830716
4,288.066762927045
5,288.06788928103293
6,288.06275297430534
7,288.06242158574173
8,288.0636841458794
9,288.06960515164485
10,288.0669713993721
11,288.06345578275034
12,288.06691940878136
13,288.0637897033885
