rainfall_01,18778.399999999998
rainfall_07,4681.410000000003
rainfall_08,3601.0
rainfall_09,4685.8
rainfall_10,7478.6
rainfall_11,11748.7
rainfall_12,14825.699999999999
nino12_07,1442.1899999999998
nino12_08,1379.9499999999996
nino12_09,1361.2799999999995
nino12_10,1378.4999999999995
nino12_11,1424.0100000000004
nino12_12,1501.8500000000001
nino3_07,1694.56
nino3_08,1654.01
nino3_09,1642.5999999999995
nino3_10,1644.9199999999996
nino3_11,1651.9299999999998
nino3_12,1662.0800000000002
nino34_07,1794.0499999999993
nino34_08,1768.1299999999999
nino34_09,1761.87
nino34_10,1760.4999999999998
nino34_11,1759.7299999999998
nino34_12,1755.87
nino4_07,1891.4
nino4_08,1883.6599999999994
nino4_09,1884.4499999999998
nino4_10,1885.4099999999994
nino4_11,1883.8799999999999
nino4_12,1875.9199999999996
tsa_07,3.5100000000000002
tsa_08,2.7499999999999996
tsa_09,1.95
tsa_10,2.749999999999999
tsa_11,1.4899999999999998
tsa_12,2.8200000000000003
