,Norm,Year,from
0,0.018553231372214884,2001,y
1,0.020278617986622928,2002,y
2,0.00563413283346824,2003,y
3,0.009564180121842115,2004,y
4,0.00882396796319175,2005,y
5,0.009228688280151665,2006,y
6,0.02206790780897201,2007,y
7,0.021162612363140626,2008,y
8,0.016550930856729006,2009,y
9,0.015752140757466025,2010,y
10,0.012077706300856302,2011,y
11,0.019447876283389426,2012,y
12,0.016753291015208963,2013,y
13,0.013488902142887572,2014,y
14,0.01617283687641119,2015,y
0,0.01431339061454609,2001,net_0
1,0.013368391466497848,2002,net_0
2,0.011749185855999628,2003,net_0
3,0.01340803722907441,2004,net_0
4,0.01572298050148925,2005,net_0
5,0.013678579052334078,2006,net_0
6,0.013945480713356884,2007,net_0
7,0.013105750820587625,2008,net_0
8,0.011443292204296934,2009,net_0
9,0.012585989257796165,2010,net_0
10,0.015792759388972025,2011,net_0
11,0.014215561318019765,2012,net_0
12,0.01513616427184386,2013,net_0
13,0.015677926933134953,2014,net_0
14,0.011461219718435611,2015,net_0
0,0.013474971639554967,2001,net_1
1,0.012587949770876683,2002,net_1
2,0.00913057312897475,2003,net_1
3,0.012694393383227531,2004,net_1
4,0.016484581896386574,2005,net_1
5,0.012842338127602826,2006,net_1
6,0.013383055867505878,2007,net_1
7,0.010288207576934383,2008,net_1
8,0.00964997545150803,2009,net_1
9,0.009460244523867789,2010,net_1
10,0.015619042414487305,2011,net_1
11,0.014639454089242054,2012,net_1
12,0.014658843710294855,2013,net_1
13,0.016571277997361522,2014,net_1
14,0.010286321173526236,2015,net_1
0,0.01545933611658739,2001,net_2
1,0.015599741703819048,2002,net_2
2,0.01599102388321813,2003,net_2
3,0.01558650716598433,2004,net_2
4,0.015118076664120742,2005,net_2
5,0.015780842759314895,2006,net_2
6,0.01563965956797242,2007,net_2
7,0.015914413496165947,2008,net_2
8,0.015822371540829057,2009,net_2
9,0.015896875454113446,2010,net_2
10,0.015718472110412905,2011,net_2
11,0.015310873128125489,2012,net_2
12,0.015542462303467258,2013,net_2
13,0.015791254225920225,2014,net_2
14,0.0153351541308859,2015,net_2
