,Arquitetura,FA,Alpha,TA,FV,MSE,NMSE
1,"(3, 3)",tanh,0.01,0.003,0.1,0.15143,0.00035904620748996517
2,"(2, 7)",tanh,0.01,0.001,0.0462,0.1529,0.0003625316326039469
3,"(1, 7)",tanh,0.01,0.001,0.1,0.154,0.0003651397738457019
4,"(1, 3)",logistic,0.01,0.001,0.0462,0.15734,0.00037305903907066713
5,"(5, 2)",tanh,0.01,0.001,0.0462,0.15794,0.0003744816615661698
6,"(3, 7)",logistic,0.0001,0.001,0.0462,0.15837,0.00037550120768794685
7,"(6, 6)",logistic,0.0001,0.003,0.1,0.15876,0.0003764259123100236
8,"(1, 4)",logistic,0.0001,0.001,0.0462,0.15879,0.00037649704343479867
9,"(3, 7)",tanh,0.0001,0.001,0.1,0.1588,0.00037652075380972377
10,"(5, 3)",tanh,0.01,0.003,0.0462,0.16055,0.00038067006942160675
11,"(4, 2)",tanh,0.01,0.001,0.1,0.16112,0.00038202156079233436
12,"(5, 4)",tanh,0.0001,0.001,0.0462,0.16156,0.0003830648172890364
13,"(3, 7)",logistic,0.01,0.003,0.0462,0.16183,0.0003837049974120126
14,"(3, 3)",logistic,0.01,0.001,0.1,0.16469,0.0003904861646405756
15,"(4, 7)",logistic,0.01,0.003,0.0462,0.1647,0.0003905098750155007
16,"(2, 6)",tanh,0.01,0.001,0.0462,0.16612,0.0003938767482548571
17,"(2,)",tanh,0.01,0.003,0.0462,0.16716,0.00039634262724706185
18,"(4, 1)",tanh,0.01,0.003,0.0462,0.16749,0.0003971250696195884
19,"(6, 1)",tanh,0.01,0.001,0.0462,0.16797,0.0003982631676159906
20,"(4, 5)",logistic,0.01,0.001,0.0462,0.1697,0.0004023650624780234
21,"(1, 5)",tanh,0.01,0.001,0.0462,0.17006,0.00040321863597532503
22,"(3, 6)",tanh,0.01,0.001,0.1,0.17054,0.0004043567339717273
23,"(2, 5)",tanh,0.01,0.001,0.1,0.17068,0.0004046886792206779
24,"(1,)",tanh,0.0001,0.001,0.0462,0.1722,0.0004082926562092848
25,"(2, 5)",tanh,0.0001,0.001,0.0462,0.17264,0.0004093359127059868
26,"(7, 3)",tanh,0.01,0.003,0.1,0.17379,0.0004120626058223671
27,"(1, 2)",tanh,0.01,0.001,0.0462,0.17406,0.0004127027859453433
28,"(7, 5)",logistic,0.0001,0.001,0.1,0.17504,0.0004150264026879978
29,"(4, 3)",logistic,0.0001,0.003,0.1,0.17512,0.00041521608568739814
30,"(5, 2)",tanh,0.0001,0.003,0.0462,0.1757,0.0004165912874330508
31,"(3, 1)",logistic,0.0001,0.003,0.0462,0.17584,0.0004169232326820014
32,"(6, 1)",tanh,0.0001,0.003,0.1,0.18081,0.00042870728901974907
33,"(5, 1)",logistic,0.0001,0.001,0.0462,0.18183,0.0004311257472621037
34,"(7, 3)",logistic,0.0001,0.001,0.0462,0.18314,0.0004342318063772847
35,"(6,)",logistic,0.01,0.003,0.0462,0.1835,0.0004350853798745863
36,"(3, 5)",logistic,0.0001,0.001,0.0462,0.18355,0.00043520393174921153
37,"(7,)",tanh,0.01,0.001,0.1,0.18476,0.0004380728871151421
38,"(1, 3)",tanh,0.01,0.001,0.1,0.18523,0.0004391872747366192
39,"(2, 7)",tanh,0.0001,0.003,0.0462,0.18651,0.0004422222027270251
40,"(3, 1)",tanh,0.0001,0.003,0.0462,0.18663,0.00044250672722612557
41,"(4, 7)",logistic,0.0001,0.003,0.1,0.18692,0.0004431943280989519
42,"(4, 3)",logistic,0.0001,0.001,0.1,0.18786,0.0004454231033419062
43,"(1, 7)",tanh,0.0001,0.003,0.0462,0.18897,0.00044805495495858625
44,"(5, 1)",logistic,0.01,0.001,0.0462,0.18925,0.00044871884545648756
45,"(1,)",logistic,0.0001,0.001,0.1,0.19071,0.0004521805601955442
46,"(4, 4)",tanh,0.01,0.003,0.0462,0.19076,0.00045229911207016947
47,"(1, 3)",logistic,0.0001,0.001,0.0462,0.19219,0.0004556896956844509
48,"(2, 6)",logistic,0.01,0.003,0.0462,0.19436,0.00046083484704318584
49,"(3, 7)",tanh,0.01,0.003,0.1,0.19457,0.0004613327649166118
50,"(3, 5)",tanh,0.01,0.001,0.0462,0.19516,0.00046273167703718947
51,"(6, 3)",logistic,0.01,0.003,0.0462,0.1958,0.0004642491410323924
52,"(5, 5)",logistic,0.0001,0.003,0.1,0.20155,0.00047788260661429363
53,"(5, 2)",logistic,0.01,0.001,0.1,0.20352,0.0004825535504745276
54,"(6,)",logistic,0.0001,0.003,0.1,0.20438,0.0004845926427180815
55,"(4, 6)",logistic,0.0001,0.001,0.0462,0.20562,0.00048753272920878715
56,"(5, 2)",tanh,0.01,0.001,0.1,0.20624,0.00048900277245414
57,"(2, 7)",tanh,0.0001,0.003,0.1,0.20631,0.0004891687450786152
58,"(2, 2)",logistic,0.0001,0.001,0.1,0.20698,0.0004907573401985933
59,"(6, 7)",logistic,0.01,0.003,0.0462,0.2085,0.0004943613171872002
60,"(1, 4)",tanh,0.0001,0.003,0.1,0.20859,0.0004945747105615256
61,"(5, 7)",tanh,0.01,0.003,0.0462,0.20916,0.0004959262019322533
62,"(3, 4)",tanh,0.01,0.003,0.0462,0.21052,0.0004991508129220595
63,"(4, 3)",logistic,0.01,0.003,0.1,0.21136,0.0005011424844157632
64,"(1, 3)",logistic,0.01,0.003,0.1,0.21197,0.0005025888172861911
65,"(5,)",tanh,0.0001,0.001,0.1,0.21246,0.0005037506256575184
66,"(4, 5)",tanh,0.01,0.001,0.0462,0.21396,0.0005073071818962752
67,"(2, 7)",tanh,0.01,0.003,0.0462,0.21401,0.0005074257337709004
68,"(2,)",tanh,0.01,0.001,0.0462,0.21476,0.0005092040118902788
69,"(4,)",tanh,0.01,0.003,0.0462,0.21727,0.0005151553159964652
70,"(7, 2)",tanh,0.0001,0.003,0.0462,0.21855,0.000518190243986871
71,"(7, 3)",tanh,0.01,0.001,0.0462,0.21864,0.0005184036373611964
72,"(6, 2)",tanh,0.0001,0.001,0.0462,0.21941,0.000520229336230425
73,"(5, 1)",tanh,0.0001,0.003,0.1,0.21968,0.0005208695163534012
74,"(4, 3)",tanh,0.01,0.003,0.0462,0.22158,0.0005253744875891599
75,"(1, 4)",tanh,0.01,0.001,0.1,0.22178,0.0005258486950876608
76,"(7, 1)",tanh,0.01,0.003,0.0462,0.22424,0.000531681447319222
77,"(4, 1)",tanh,0.0001,0.003,0.1,0.22593,0.0005356885006815547
78,"(6, 6)",tanh,0.01,0.001,0.1,0.22614,0.0005361864185549807
79,"(6, 6)",tanh,0.01,0.001,0.0462,0.22668,0.0005374667788009331
80,"(4, 2)",tanh,0.0001,0.003,0.1,0.22713,0.0005385337456725602
81,"(3, 1)",logistic,0.0001,0.001,0.1,0.22745,0.0005392924776701617
82,"(1, 7)",logistic,0.01,0.003,0.0462,0.23483,0.0005567907343648453
83,"(6, 5)",logistic,0.0001,0.001,0.0462,0.23505,0.0005573123626131963
84,"(5, 4)",logistic,0.0001,0.001,0.0462,0.23718,0.000562362672472231
85,"(6, 7)",tanh,0.01,0.001,0.0462,0.2377,0.0005635956119683334
86,"(2, 2)",logistic,0.01,0.001,0.0462,0.23886,0.0005663460154596386
87,"(1, 5)",logistic,0.0001,0.003,0.0462,0.2399,0.0005688118944518434
88,"(4, 6)",logistic,0.0001,0.003,0.0462,0.24229,0.0005744786740589293
89,"(3,)",logistic,0.0001,0.001,0.1,0.24425,0.0005791259075442382
90,"(5, 5)",logistic,0.0001,0.001,0.0462,0.24741,0.0005866183860205526
91,"(3, 4)",tanh,0.0001,0.001,0.0462,0.24775,0.0005874245387680042
92,"(3, 2)",tanh,0.01,0.001,0.1,0.24935,0.0005912181987560114
93,"(2, 2)",tanh,0.0001,0.003,0.0462,0.24981,0.0005923088760025636
94,"(6,)",tanh,0.01,0.001,0.1,0.25178,0.0005969798198627975
95,"(1, 6)",tanh,0.01,0.003,0.0462,0.25624,0.0006075546470793679
96,"(6, 7)",logistic,0.0001,0.001,0.0462,0.25639,0.0006079103027032436
97,"(3, 5)",logistic,0.01,0.003,0.0462,0.2567,0.00060864532432592
98,"(5, 6)",tanh,0.0001,0.003,0.0462,0.26032,0.0006172284800487865
99,"(5, 1)",tanh,0.01,0.001,0.0462,0.2614,0.0006197892005406914
100,"(4, 1)",logistic,0.01,0.003,0.1,0.26285,0.0006232272049048229
101,"(7,)",logistic,0.0001,0.003,0.1,0.2638,0.0006254796905227022
102,"(3, 1)",tanh,0.01,0.003,0.0462,0.26387,0.0006256456631471777
103,"(6, 5)",logistic,0.0001,0.001,0.1,0.26433,0.0006267363403937297
104,"(2, 3)",logistic,0.01,0.001,0.1,0.26556,0.0006296527165095103
105,"(2, 4)",logistic,0.01,0.003,0.0462,0.26593,0.000630530000381737
106,"(2, 2)",tanh,0.0001,0.001,0.0462,0.26623,0.0006312413116294884
107,"(1, 6)",logistic,0.01,0.003,0.1,0.26635,0.0006315258361285889
108,"(1, 7)",tanh,0.0001,0.001,0.0462,0.26702,0.000633114431248567
109,"(4, 4)",tanh,0.0001,0.003,0.0462,0.26836,0.0006362916214885231
110,"(5, 2)",tanh,0.0001,0.001,0.1,0.26974,0.0006395636532281793
111,"(5, 7)",tanh,0.0001,0.001,0.0462,0.26981,0.0006397296258526547
112,"(7, 1)",logistic,0.0001,0.001,0.1,0.26994,0.0006400378607266803
113,"(1, 5)",logistic,0.01,0.001,0.0462,0.27256,0.0006462499789570423
114,"(3, 7)",tanh,0.01,0.003,0.0462,0.27363,0.0006487869890740221
115,"(4, 1)",logistic,0.0001,0.001,0.0462,0.2739,0.0006494271691969983
116,"(2,)",tanh,0.01,0.003,0.1,0.27607,0.0006545723205557332
117,"(4, 3)",tanh,0.01,0.001,0.0462,0.27636,0.0006552599214285596
118,"(7, 6)",logistic,0.01,0.003,0.1,0.27647,0.0006555207355527351
119,"(5, 6)",tanh,0.01,0.003,0.0462,0.27699,0.0006567536750488375
120,"(3, 5)",logistic,0.0001,0.001,0.1,0.2788,0.0006610452529102707
121,"(5, 6)",logistic,0.01,0.003,0.0462,0.27918,0.0006619462471574224
122,"(2, 5)",tanh,0.0001,0.003,0.0462,0.27951,0.0006627286895299489
123,"(5, 2)",logistic,0.0001,0.003,0.1,0.27994,0.0006637482356517259
124,"(7, 3)",tanh,0.0001,0.001,0.1,0.28083,0.000665858459020055
125,"(5, 6)",tanh,0.01,0.001,0.0462,0.28241,0.0006696046982582121
126,"(1, 5)",tanh,0.01,0.001,0.1,0.28253,0.0006698892227573127
127,"(1, 2)",tanh,0.0001,0.001,0.0462,0.28256,0.0006699603538820877
128,"(5,)",tanh,0.01,0.001,0.1,0.28427,0.0006740148279942707
129,"(3, 4)",logistic,0.01,0.001,0.1,0.28456,0.0006747024288670969
130,"(3, 5)",tanh,0.0001,0.003,0.1,0.28633,0.0006788991652288299
131,"(5, 5)",tanh,0.01,0.001,0.1,0.28717,0.0006808908367225338
132,"(1, 6)",logistic,0.0001,0.003,0.1,0.28969,0.0006868658512036453
133,"(3,)",logistic,0.01,0.003,0.0462,0.29557,0.0007008075516595721
134,"(5, 3)",logistic,0.01,0.003,0.0462,0.29802,0.0007066165935162083
135,"(4, 5)",logistic,0.0001,0.003,0.0462,0.29821,0.0007070670906397841
136,"(1, 3)",tanh,0.0001,0.003,0.0462,0.3003,0.0007120225589991187
137,"(6, 7)",logistic,0.0001,0.003,0.1,0.30156,0.0007150100662396744
138,"(6, 2)",tanh,0.01,0.003,0.0462,0.30164,0.0007151997492390748
139,"(2, 3)",logistic,0.01,0.001,0.0462,0.30188,0.0007157687982372758
140,"(5, 3)",tanh,0.0001,0.001,0.1,0.30251,0.0007172625518575538
141,"(3, 1)",logistic,0.0001,0.001,0.0462,0.30254,0.0007173336829823288
142,"(2, 7)",logistic,0.01,0.001,0.0462,0.30324,0.000718993409227082
143,"(2, 4)",logistic,0.01,0.001,0.0462,0.30407,0.0007209613703458609
144,"(2, 3)",tanh,0.01,0.003,0.0462,0.30442,0.0007217912334682375
145,"(1, 4)",logistic,0.0001,0.001,0.1,0.30463,0.0007222891513416635
146,"(6, 4)",logistic,0.01,0.001,0.0462,0.30543,0.000724185981335667
147,"(7, 2)",logistic,0.0001,0.001,0.0462,0.30649,0.0007266992810777219
148,"(5, 5)",logistic,0.01,0.003,0.0462,0.30703,0.0007279796413236744
149,"(7, 6)",logistic,0.01,0.001,0.1,0.30731,0.0007286435318215757
150,"(2, 3)",logistic,0.01,0.003,0.0462,0.30927,0.0007332907653068845
151,"(7, 1)",logistic,0.0001,0.003,0.0462,0.30929,0.0007333381860567346
152,"(7, 2)",tanh,0.0001,0.003,0.1,0.31074,0.0007367761904208663
153,"(3, 4)",tanh,0.0001,0.001,0.1,0.31116,0.0007377720261677181
154,"(6, 7)",logistic,0.0001,0.001,0.1,0.31119,0.0007378431572924933
155,"(1, 3)",logistic,0.0001,0.001,0.1,0.31181,0.0007393132005378461
156,"(7, 5)",tanh,0.01,0.003,0.0462,0.31222,0.0007402853259097729
157,"(3, 5)",logistic,0.01,0.001,0.1,0.31454,0.0007457861328923835
158,"(3, 3)",logistic,0.01,0.003,0.0462,0.3154,0.0007478252251359375
159,"(5, 1)",logistic,0.01,0.003,0.0462,0.31565,0.0007484179845090636
160,"(1, 3)",logistic,0.01,0.003,0.0462,0.31593,0.0007490818750069649
161,"(2, 7)",tanh,0.01,0.003,0.1,0.31615,0.0007496035032553158
162,"(5,)",logistic,0.0001,0.003,0.0462,0.31709,0.0007518322784982701
163,"(6, 1)",logistic,0.01,0.003,0.0462,0.31725,0.0007522116444970709
164,"(2, 7)",logistic,0.01,0.003,0.0462,0.31802,0.0007540373433662995
165,"(4, 6)",logistic,0.01,0.003,0.0462,0.322,0.0007634740725864676
166,"(6, 3)",tanh,0.0001,0.001,0.1,0.3222,0.0007639482800849684
167,"(6, 2)",logistic,0.0001,0.001,0.1,0.32238,0.0007643750668336193
168,"(3, 6)",logistic,0.01,0.001,0.1,0.32353,0.0007671017599499995
169,"(6, 5)",logistic,0.01,0.003,0.1,0.32496,0.0007704923435642811
170,"(2, 4)",tanh,0.0001,0.003,0.1,0.32545,0.0007716541519356083
171,"(1, 6)",tanh,0.01,0.003,0.1,0.32694,0.00077518699779944
172,"(1, 4)",tanh,0.0001,0.001,0.1,0.32826,0.0007783167672895461
173,"(3, 5)",tanh,0.0001,0.003,0.0462,0.32919,0.0007805218321575753
174,"(2, 5)",tanh,0.01,0.003,0.1,0.32975,0.0007818496131533778
175,"(6, 6)",logistic,0.01,0.003,0.1,0.33145,0.0007858803768906356
176,"(1, 4)",logistic,0.01,0.001,0.1,0.33171,0.0007864968466386868
177,"(7,)",tanh,0.01,0.003,0.1,0.33318,0.0007899822717526685
178,"(7, 6)",logistic,0.0001,0.003,0.0462,0.33382,0.0007914997357478715
179,"(1, 3)",logistic,0.0001,0.003,0.0462,0.33626,0.0007972850672295826
180,"(3,)",logistic,0.01,0.001,0.1,0.33643,0.0007976881436033083
181,"(3, 3)",logistic,0.0001,0.003,0.1,0.33708,0.0007992293179734363
182,"(4, 3)",tanh,0.01,0.001,0.1,0.33814,0.0008017426177154911
183,"(1, 2)",logistic,0.0001,0.001,0.0462,0.33849,0.0008025724808378678
184,"(7, 5)",logistic,0.0001,0.001,0.0462,0.33941,0.0008047538353309719
185,"(1, 7)",tanh,0.01,0.003,0.0462,0.34156,0.0008098515659398566
186,"(3,)",logistic,0.01,0.001,0.0462,0.34257,0.0008122463138072863
187,"(5, 3)",tanh,0.01,0.001,0.0462,0.3435,0.0008144513786753156
188,"(6, 3)",tanh,0.01,0.001,0.1,0.34405,0.0008157554492961932
189,"(6, 7)",tanh,0.0001,0.001,0.1,0.34552,0.0008192408744101747
190,"(2, 1)",logistic,0.01,0.003,0.1,0.34591,0.0008201655790322515
191,"(5,)",tanh,0.01,0.003,0.1,0.34671,0.0008220624090262553
192,"(6, 4)",tanh,0.0001,0.003,0.0462,0.34728,0.0008234139003969827
193,"(3, 7)",tanh,0.01,0.001,0.1,0.34799,0.0008250973370166611
194,"(5, 3)",logistic,0.01,0.001,0.0462,0.3498,0.0008293889148780943
195,"(5, 5)",logistic,0.01,0.003,0.1,0.34988,0.0008295785978774947
196,"(2, 4)",logistic,0.0001,0.001,0.1,0.35102,0.0008322815806189499
197,"(4, 2)",tanh,0.01,0.003,0.0462,0.3512,0.0008327083673676007
198,"(2,)",tanh,0.0001,0.001,0.1,0.35432,0.000840106004344215
199,"(2,)",logistic,0.01,0.003,0.0462,0.35448,0.0008404853703430157
200,"(6, 2)",logistic,0.01,0.001,0.1,0.35557,0.0008430698012098455
201,"(7, 6)",tanh,0.01,0.003,0.0462,0.35576,0.0008435202983334215
202,"(6, 6)",tanh,0.01,0.003,0.1,0.35655,0.0008453934179525
203,"(1, 1)",logistic,0.01,0.003,0.1,0.35736,0.0008473139583214288
204,"(3, 5)",tanh,0.01,0.003,0.1,0.35758,0.0008478355865697797
205,"(1, 7)",logistic,0.01,0.001,0.1,0.35938,0.0008521034540562879
206,"(1, 6)",tanh,0.01,0.001,0.1,0.36083,0.0008555414584204195
207,"(1,)",logistic,0.01,0.001,0.1,0.36323,0.0008612319484024304
208,"(6, 5)",tanh,0.0001,0.003,0.1,0.36605,0.0008679182741312933
209,"(7, 4)",tanh,0.01,0.001,0.1,0.36606,0.0008679419845062184
210,"(6, 4)",tanh,0.0001,0.001,0.1,0.36719,0.0008706212568727486
211,"(4, 6)",logistic,0.0001,0.003,0.1,0.36742,0.0008711665954960246
212,"(4, 3)",tanh,0.0001,0.003,0.0462,0.36887,0.0008746045998601561
213,"(2, 6)",tanh,0.01,0.001,0.1,0.36919,0.0008753633318577577
214,"(6, 5)",tanh,0.01,0.003,0.1,0.36964,0.0008764302987293847
215,"(2, 6)",logistic,0.0001,0.001,0.0462,0.36979,0.0008767859543532604
216,"(6,)",tanh,0.0001,0.001,0.1,0.37043,0.0008783034183484633
217,"(4, 6)",logistic,0.01,0.001,0.1,0.37062,0.0008787539154720391
218,"(1, 2)",logistic,0.01,0.003,0.1,0.37136,0.0008805084832164925
219,"(6, 7)",tanh,0.0001,0.003,0.1,0.37146,0.000880745586965743
220,"(6, 1)",tanh,0.01,0.001,0.1,0.37232,0.0008827846792092968
221,"(6, 5)",tanh,0.0001,0.003,0.0462,0.37242,0.0008830217829585473
222,"(4, 5)",logistic,0.01,0.003,0.0462,0.37276,0.0008838279357059989
223,"(5, 3)",logistic,0.0001,0.001,0.1,0.3732,0.0008848711922027009
224,"(6, 2)",logistic,0.01,0.003,0.1,0.37421,0.0008872659400701305
225,"(1, 1)",tanh,0.01,0.001,0.0462,0.37502,0.0008891864804390592
226,"(5, 1)",logistic,0.0001,0.003,0.1,0.37597,0.0008914389660569386
227,"(3, 3)",logistic,0.0001,0.003,0.0462,0.37713,0.0008941893695482439
228,"(2, 2)",tanh,0.01,0.001,0.1,0.37719,0.0008943316317977941
229,"(3, 1)",logistic,0.0001,0.003,0.1,0.37753,0.0008951377845452456
230,"(1,)",logistic,0.01,0.001,0.0462,0.37774,0.0008956357024186717
231,"(3, 4)",tanh,0.01,0.003,0.1,0.37833,0.0008970346145392494
232,"(2, 4)",tanh,0.01,0.001,0.1,0.37884,0.0008982438436604266
233,"(6, 4)",logistic,0.01,0.001,0.1,0.37909,0.0008988366030335528
234,"(3, 7)",logistic,0.01,0.003,0.1,0.3794,0.0008995716246562292
235,"(5, 4)",logistic,0.01,0.003,0.0462,0.38005,0.0009011127990263572
236,"(3, 5)",tanh,0.0001,0.001,0.0462,0.38008,0.0009011839301511322
237,"(1, 7)",logistic,0.0001,0.001,0.1,0.38062,0.0009024642903970848
238,"(4, 1)",tanh,0.0001,0.001,0.1,0.38069,0.00090263026302156
239,"(6, 7)",logistic,0.01,0.001,0.1,0.38102,0.0009034127053940866
240,"(5, 1)",tanh,0.01,0.001,0.1,0.38228,0.0009064002126346423
241,"(1, 3)",tanh,0.01,0.003,0.0462,0.38273,0.0009074671795062693
242,"(5, 1)",tanh,0.01,0.003,0.0462,0.38321,0.0009086052775026715
243,"(5, 4)",logistic,0.01,0.003,0.1,0.3838,0.0009100041896232491
244,"(6, 7)",logistic,0.0001,0.003,0.0462,0.38535,0.0009136792977366314
245,"(2,)",logistic,0.0001,0.001,0.1,0.38542,0.0009138452703611066
246,"(2, 7)",logistic,0.01,0.001,0.1,0.38574,0.0009146040023587081
247,"(3, 7)",logistic,0.01,0.001,0.1,0.38586,0.0009148885268578086
248,"(1, 2)",tanh,0.01,0.001,0.1,0.38607,0.0009153864447312346
249,"(5, 3)",tanh,0.0001,0.001,0.0462,0.38607,0.0009153864447312346
250,"(5, 2)",logistic,0.01,0.001,0.0462,0.38706,0.0009177337718488141
251,"(7, 6)",tanh,0.0001,0.003,0.0462,0.38726,0.000918207979347315
252,"(2, 4)",logistic,0.0001,0.003,0.0462,0.38726,0.000918207979347315
253,"(5, 6)",logistic,0.0001,0.001,0.1,0.38745,0.0009186584764708909
254,"(3, 1)",logistic,0.01,0.003,0.1,0.38792,0.000919772864092368
255,"(6, 5)",tanh,0.01,0.003,0.0462,0.38793,0.000919796574467293
256,"(6, 1)",logistic,0.0001,0.001,0.0462,0.388,0.0009199625470917685
257,"(4, 1)",logistic,0.01,0.003,0.0462,0.38806,0.0009201048093413187
258,"(3, 3)",logistic,0.0001,0.001,0.1,0.3882,0.0009204367545902692
259,"(2,)",tanh,0.0001,0.001,0.0462,0.38823,0.0009205078857150445
260,"(1, 4)",tanh,0.01,0.003,0.1,0.38825,0.0009205553064648945
261,"(4, 1)",logistic,0.0001,0.001,0.1,0.38826,0.0009205790168398195
262,"(2, 4)",logistic,0.0001,0.003,0.1,0.38838,0.0009208635413389202
263,"(7, 2)",logistic,0.01,0.003,0.1,0.38845,0.0009210295139633955
264,"(2, 3)",logistic,0.0001,0.003,0.0462,0.38941,0.0009233057099561998
265,"(3, 3)",logistic,0.0001,0.001,0.0462,0.3904,0.0009256530370737794
266,"(5, 4)",logistic,0.0001,0.003,0.1,0.39041,0.0009256767474487043
267,"(3, 2)",logistic,0.0001,0.001,0.0462,0.39041,0.0009256767474487043
268,"(7, 7)",logistic,0.0001,0.001,0.1,0.39067,0.0009262932171967556
269,"(6, 4)",tanh,0.01,0.001,0.0462,0.39085,0.0009267200039454063
270,"(5,)",logistic,0.01,0.003,0.1,0.3914,0.000928024074566284
271,"(3, 7)",tanh,0.01,0.001,0.0462,0.39197,0.0009293755659370114
272,"(7, 5)",logistic,0.01,0.001,0.0462,0.39233,0.0009302291394343131
273,"(3, 5)",logistic,0.01,0.001,0.0462,0.39252,0.0009306796365578889
274,"(3, 7)",logistic,0.01,0.001,0.0462,0.39291,0.0009316043411799657
275,"(7, 6)",logistic,0.0001,0.003,0.1,0.39296,0.000931722893054591
276,"(5,)",tanh,0.01,0.001,0.0462,0.39297,0.000931746603429516
277,"(5, 7)",logistic,0.0001,0.001,0.1,0.39376,0.0009336197230485946
278,"(1, 6)",logistic,0.01,0.001,0.1,0.39389,0.0009339279579226202
279,"(2,)",logistic,0.01,0.001,0.0462,0.39435,0.0009350186351691723
280,"(2, 1)",logistic,0.01,0.001,0.1,0.39476,0.0009359907605410992
281,"(4, 7)",logistic,0.01,0.003,0.1,0.39477,0.0009360144709160243
282,"(1,)",logistic,0.0001,0.003,0.1,0.3953,0.0009372711207870516
283,"(4, 5)",tanh,0.0001,0.001,0.0462,0.39666,0.0009404957317768579
284,"(7, 4)",logistic,0.01,0.003,0.1,0.39674,0.0009406854147762582
285,"(4, 5)",logistic,0.01,0.001,0.1,0.39698,0.0009412544637744592
286,"(1, 6)",logistic,0.0001,0.001,0.1,0.39699,0.0009412781741493844
287,"(3, 4)",logistic,0.01,0.001,0.0462,0.39701,0.0009413255948992344
288,"(5, 7)",logistic,0.01,0.001,0.1,0.39731,0.0009420369061469858
289,"(2, 1)",tanh,0.0001,0.003,0.0462,0.39732,0.0009420606165219109
290,"(3, 2)",logistic,0.01,0.003,0.1,0.39756,0.000942629665520112
291,"(1, 7)",logistic,0.0001,0.003,0.0462,0.3977,0.0009429616107690626
292,"(4, 2)",logistic,0.0001,0.001,0.1,0.39807,0.0009438388946412892
293,"(6, 3)",tanh,0.0001,0.003,0.1,0.39854,0.0009449532822627664
294,"(7, 2)",logistic,0.01,0.003,0.0462,0.39864,0.0009451903860120169
295,"(5, 6)",logistic,0.01,0.001,0.1,0.39907,0.0009462099321337938
296,"(6, 5)",logistic,0.0001,0.003,0.0462,0.39917,0.0009464470358830444
297,"(2, 6)",logistic,0.01,0.001,0.0462,0.39935,0.0009468738226316951
298,"(7, 1)",tanh,0.0001,0.001,0.1,0.39969,0.0009476799753791466
299,"(3, 6)",logistic,0.01,0.003,0.0462,0.39971,0.0009477273961289968
300,"(4, 7)",logistic,0.01,0.001,0.1,0.39979,0.000947917079128397
301,"(7, 4)",tanh,0.0001,0.003,0.1,0.40001,0.000948438707376748
302,"(1, 3)",logistic,0.01,0.001,0.1,0.40026,0.0009490314667498742
303,"(2, 5)",logistic,0.0001,0.001,0.1,0.40062,0.0009498850402471758
304,"(5, 7)",tanh,0.01,0.001,0.0462,0.4007,0.0009500747232465762
305,"(7, 7)",tanh,0.0001,0.001,0.0462,0.40095,0.0009506674826197023
306,"(2, 3)",logistic,0.01,0.003,0.1,0.40097,0.0009507149033695525
307,"(6,)",logistic,0.01,0.001,0.1,0.4018,0.0009526828644883312
308,"(2, 4)",logistic,0.0001,0.001,0.0462,0.4018,0.0009526828644883312
309,"(1,)",tanh,0.01,0.003,0.0462,0.40184,0.0009527777059880314
310,"(5, 7)",logistic,0.0001,0.001,0.0462,0.40207,0.0009533230446113074
311,"(6, 5)",logistic,0.01,0.001,0.1,0.40219,0.0009536075691104081
312,"(1, 2)",logistic,0.01,0.001,0.1,0.40228,0.0009538209624847335
313,"(1, 2)",logistic,0.0001,0.003,0.0462,0.40233,0.0009539395143593587
314,"(5, 6)",logistic,0.01,0.001,0.0462,0.40235,0.0009539869351092087
315,"(2, 1)",logistic,0.0001,0.001,0.1,0.40236,0.0009540106454841338
316,"(3, 1)",tanh,0.0001,0.001,0.1,0.40238,0.0009540580662339839
317,"(3, 6)",tanh,0.0001,0.001,0.1,0.40243,0.0009541766181086092
318,"(1, 5)",logistic,0.01,0.003,0.0462,0.40265,0.0009546982463569601
319,"(3, 4)",tanh,0.01,0.001,0.0462,0.40289,0.0009552672953551613
320,"(4,)",logistic,0.01,0.003,0.1,0.403,0.0009555281094793368
321,"(2, 1)",tanh,0.0001,0.001,0.0462,0.40312,0.0009558126339784372
322,"(5,)",logistic,0.01,0.001,0.1,0.40352,0.0009567610489754391
323,"(7, 6)",logistic,0.0001,0.001,0.1,0.40372,0.00095723525647394
324,"(2, 1)",logistic,0.0001,0.003,0.1,0.40403,0.0009579702780966164
325,"(4,)",logistic,0.0001,0.001,0.0462,0.4048,0.000959795976965845
326,"(7, 1)",logistic,0.01,0.001,0.0462,0.40485,0.0009599145288404702
327,"(6, 2)",logistic,0.0001,0.003,0.0462,0.40498,0.0009602227637144958
328,"(6, 1)",logistic,0.0001,0.001,0.1,0.40499,0.0009602464740894208
329,"(5, 5)",tanh,0.0001,0.003,0.1,0.40535,0.0009611000475867224
330,"(6, 5)",logistic,0.0001,0.003,0.1,0.40536,0.0009611237579616475
331,"(2,)",logistic,0.0001,0.003,0.0462,0.40536,0.0009611237579616475
332,"(4, 6)",logistic,0.01,0.001,0.0462,0.40572,0.0009619773314589492
333,"(6,)",tanh,0.0001,0.003,0.0462,0.40576,0.0009620721729586494
334,"(5, 6)",tanh,0.0001,0.003,0.1,0.40578,0.0009621195937084994
335,"(3, 4)",logistic,0.0001,0.003,0.1,0.40633,0.000963423664329377
